PVD10102,PVD10103,PVD10104,PVD10106,PVD10108,PVD10110,PVD10111,PVD10113,PVD10114,PVD10115,PVD10117,PVD10118,PVD10120,PVD10121,PVM10102,PVM10103,PVM10104,PVM10106,PVM10107,PVM10108,PVM10110,PVM10111,PVM10113,PVM10114,PVM10116,PVM10117,PVM10118,PVM10120,PVM10121,PVM10122,PVM10124,PVM10125,PVM10126,PVM10128,PVM10129,PVM10130,PVM10132,PVM10133,PVM10134,PTY10102,PTY10103,PTY10104,PTY10106,PTY10107,PTY10108,PTY10110,PTY10111,PTY10112,PTY10114,PTY10115,PTY10116,PTY10118,PTY10119,PTY10120,PTY10122,PTY10123,PTY10124,PTY10126,PTY10127,PTY10128,ANO10102,ANO10103,ANO10104,ANO10106,ANO10107,ANO10108,ANO10110,ANO10111,ANO10112,ANO10114,ANO10115,ANO10116,ANO10118,ANO10119,ANO10120,ANO10122,ANO10123,ANO10124,CMM10102,CMM10103,CMM10104,CMM10106,CMM10107,CMM10108,CMM10110,CMM10111,CMM10112,CMM10114,CMM10115,CMM10116,CMM10118,CMM10119,CMM10120,CMM10122,CMM10123,CMM10124,CNT10102,CNT10103,CNT10104,CNT10106,CNT10107,CNT10108,CNT10110,CNT10111,CNT10112,CNT10114,CNT10115,CNT10116,CNT10118,CNT10119,CNT10120,CNT10122,CNT10123,CNT10124,CNT10126,CNT10127,CNT10128,MDM10102,MDM10103,MDM10104,MDM10106,MDM10107,MDM10108,MDM10110,MDM10111,MDM10112,MDM10114,MDM10115,MDM10116,MDM10118,MDM10119,MDM10120,MDM10122,MDM10123,MDM10124,MDM10126,MDM10127,MDM10128,PJM10102,PJM10103,PJM10104,PJM10106,PJM10107,PJM10108,PJM10110,PJM10111,PJM10112,PJM10114,PJM10115,PJM10116,PJM10118,PJM10119,PJM10120,PJM10122,PJM10123,PJM10124,IDP10102,IDP10103,IDP10105,IDP10106,IDP10107,IDP10109,IDP10110,IDP10111,IDP10113,IDP10114,IDP10115,IDP10117,IDP10118,IDP10119,IDP10121,IDP10122,IDP10123,IDP10125,IDP10126,IDP10127,FLO10102,FLO10103,FLO10104,FLO10106,FLO10107,FLO10108,FLO10110,FLO10111,FLO10112,FLO10114,FLO10115,FLO10116,FLO10118,FLO10119,FLO10120,FLO10122,FLO10123,FLO10124,BPT10102,BPT10103,BPT10104,BPT10106,BPT10107,BPT10108,BPT10110,BPT10111,BPT10112,BPT10114,BPT10115,BPT10116,BPT10118,BPT10119,BPT10120,BPT10122,BPT10123,BPT10124,BPT10126,BPT10127,BPT10128,TCH10102,TCH10103,TCH10104,TCH10106,TCH10107,TCH10108,TCH10110,TCH10111,TCH10112,TCH10114,TCH10115,TCH10116,TCH10118,TCH10119,TCH10120,TCH10122,TCH10123,TCH10124,TCH10126,TCH10127,TCH10128,SYA10102,SYA10103,SYA10104,SYA10105,SYA10107,SYA10108,SYA10109,SYA10110,SYA10112,SYA10113,SYA10114,SYA10115,SYA10117,SYA10118,SYA10119,SYA10121,SYA10122,SYA10123,SYA10125,SYA10126,SYA10127,SYA10129,SYA10130,SYA10131,DLY10102,DLY10103,DLY10104,DLY10105,DLY10107,DLY10108,DLY10109,DLY10110,DLY10112,DLY10113,DLY10114,DLY10115,DLY10117,DLY10118,DLY10119,DLY10120,DLY10122,DLY10123,DLY10124,DLY10125,DLY10127,DLY10128,DLY10129,DLY10130,DLY10132,DLY10133,DLY10134,DLY10135
33,34,34,67,62,35,91,66,41,88,38,76,33,58,55,50,96,40,97,62,93,69,76,93,94,75,64,65,96,95,74,68,88,85,55,79,54,84,70,59,94,82,90,65,77,78,34,30,32,96,80,88,49,37,49,79,47,73,89,40,46,48,88,74,72,46,82,64,35,53,75,47,88,49,60,45,40,79,51,86,94,56,82,66,66,45,39,96,30,65,98,55,53,72,64,76,65,30,51,45,44,49,59,70,50,81,78,87,81,76,95,33,33,98,36,63,81,89,93,73,77,61,39,88,60,60,61,97,59,38,55,50,67,93,64,86,74,47,61,63,40,93,62,83,69,82,71,81,66,32,65,76,31,55,78,59,84,30,59,81,60,46,74,85,56,31,56,80,64,39,75,85,81,97,75,45,75,30,64,45,54,81,40,44,75,34,75,71,47,89,44,60,93,49,97,48,56,69,80,37,87,51,97,32,58,67,93,34,87,50,74,86,82,85,38,77,60,52,33,37,86,61,87,59,83,41,84,47,67,79,96,74,59,51,95,64,96,85,35,70,48,72,45,87,67,78,93,63,42,72,90,95,61,47,50,87,34,80,95,34,93,90,81,79,32,79,77,95,90,85,75,33,66,83,40,76,83,69,85,89,39,45,75,47,89,71,65,64
87,57,95,73,62,67,70,60,42,70,68,69,59,71,46,44,63,34,78,32,60,60,35,54,95,67,71,41,51,69,98,84,41,64,68,88,38,45,58,89,50,80,89,72,39,43,81,90,88,91,43,78,82,36,90,80,48,74,93,33,73,77,42,55,33,53,79,64,47,66,74,44,70,38,71,88,53,47,31,59,42,31,89,76,67,31,64,89,90,34,88,67,86,65,51,37,63,48,65,79,66,81,59,52,38,63,88,67,54,58,75,63,32,43,92,96,66,71,31,61,34,59,94,62,59,72,95,68,42,47,41,74,66,48,86,62,83,84,35,78,69,76,54,85,80,55,56,45,89,37,73,70,76,65,61,37,91,64,60,37,44,66,41,45,97,62,38,53,63,49,34,81,78,54,94,79,73,32,80,44,76,43,33,92,40,45,58,75,74,60,95,56,79,56,80,88,50,33,48,70,34,60,90,55,64,97,36,46,69,70,31,58,52,30,62,49,92,94,73,90,35,40,92,95,56,53,97,47,37,49,76,60,68,74,55,34,89,97,66,71,80,85,31,85,54,95,59,46,55,92,55,62,60,57,39,47,77,60,63,39,86,53,55,77,93,32,84,73,74,39,31,39,82,54,52,54,80,64,73,64,92,30,91,82,72,36,70,55
41,57,93,37,95,49,96,74,76,79,65,66,47,87,60,63,64,56,34,53,68,91,39,98,80,95,60,75,34,57,55,70,85,88,80,67,76,86,90,74,41,65,82,68,58,90,37,64,37,83,33,32,85,42,42,68,89,67,42,45,52,49,66,75,84,48,41,37,65,86,72,53,61,45,63,45,51,35,83,48,87,80,35,44,38,82,84,92,65,82,74,63,61,44,56,44,91,39,38,82,90,46,46,52,46,70,33,58,60,30,56,38,98,73,67,74,64,95,90,66,41,51,85,30,73,36,75,52,51,86,95,71,90,65,83,65,94,53,96,35,80,30,40,94,63,84,31,69,92,89,51,83,65,97,46,68,89,60,40,44,98,38,86,96,87,89,81,85,53,76,56,55,37,46,76,36,55,33,47,50,81,78,44,72,46,37,32,97,71,60,75,85,51,76,94,44,91,66,37,70,75,35,45,93,63,97,62,30,72,75,57,52,97,56,65,75,39,72,36,79,71,43,39,37,86,48,89,45,85,48,82,78,68,51,75,33,86,75,40,30,73,90,68,80,89,55,42,89,30,61,34,92,86,84,50,35,47,55,69,48,97,86,79,69,80,78,43,55,91,70,32,79,35,48,42,47,49,35,92,41,98,97,79,35,58,58,69,91
41,93,74,56,59,85,70,34,72,74,73,62,98,64,57,81,95,34,33,52,81,57,78,88,89,84,68,56,56,76,49,40,81,57,64,30,52,86,42,91,40,48,43,39,83,32,77,49,57,51,66,74,77,52,36,63,95,87,48,59,54,64,59,73,61,77,87,91,84,74,54,55,37,69,53,61,69,89,39,90,89,74,50,67,49,82,73,88,66,94,89,52,36,52,78,55,60,74,48,55,95,64,79,95,33,57,97,72,68,47,63,89,53,54,73,30,64,96,47,89,86,95,65,36,53,39,40,88,51,97,86,94,83,64,59,57,89,78,48,92,77,64,30,61,65,55,54,85,87,94,92,84,61,59,95,94,54,75,71,33,50,43,64,51,75,31,75,49,93,56,79,93,38,76,69,90,90,90,38,56,62,53,32,96,60,90,41,32,96,47,74,75,69,54,54,70,87,32,48,61,98,42,38,39,95,45,79,71,31,48,61,77,71,53,88,63,96,81,65,80,40,46,78,74,91,76,65,94,62,94,97,90,97,39,32,83,34,85,64,48,51,74,87,42,35,75,93,53,30,71,57,53,65,68,34,50,58,59,91,32,75,62,34,77,49,35,63,50,96,90,50,84,67,95,38,80,62,62,50,74,59,42,49,88,83,33,73,68
45,69,34,51,34,71,32,45,49,49,91,37,43,40,90,78,34,97,90,68,44,52,57,66,30,74,86,89,93,98,31,98,84,91,53,45,58,51,37,33,78,34,56,66,73,98,70,45,76,74,94,71,64,72,39,67,35,96,74,61,64,65,95,33,55,41,53,47,81,48,75,35,58,84,64,57,96,80,69,90,74,44,34,46,79,33,70,82,87,39,68,81,40,32,98,34,75,35,87,45,73,82,93,42,55,32,84,34,83,40,44,40,86,53,98,55,40,82,51,56,31,64,91,87,87,58,57,34,92,54,33,35,92,48,50,42,58,43,36,58,67,84,53,56,49,40,62,34,92,67,84,39,65,95,63,55,62,65,55,41,75,66,49,64,77,49,83,40,93,55,85,90,97,50,58,81,59,66,78,64,96,53,88,68,63,68,68,77,98,90,60,38,47,31,98,77,87,69,85,72,81,58,54,38,33,92,44,92,82,80,39,81,34,64,46,63,53,96,54,61,75,53,38,49,34,58,48,55,82,38,75,32,44,33,65,69,49,61,69,75,54,33,82,91,96,81,30,70,82,72,61,88,67,97,55,44,39,31,89,86,67,69,44,75,58,85,63,77,42,53,38,51,38,35,48,97,96,93,41,88,65,50,43,96,43,43,90,56
43,97,89,72,31,78,79,68,82,40,83,56,91,60,61,50,93,68,54,52,40,46,95,87,82,38,64,70,39,83,40,55,78,49,88,42,53,40,95,82,82,57,92,82,97,61,87,65,34,70,97,88,47,53,83,57,32,64,63,73,76,63,30,75,45,68,55,86,34,32,87,65,36,54,64,94,74,59,51,42,88,43,77,34,78,66,98,67,63,77,35,91,96,38,67,55,30,60,42,33,48,31,67,42,76,72,50,51,56,31,40,71,90,39,59,94,32,72,71,97,78,63,49,73,73,42,78,84,86,54,88,67,92,43,83,97,68,86,89,85,78,43,55,78,61,85,84,98,57,98,67,51,58,32,49,65,92,68,52,92,60,56,97,86,69,57,78,38,80,89,57,42,72,68,96,55,47,91,37,38,44,93,85,31,63,53,92,94,50,65,79,82,50,68,34,82,75,96,78,70,79,35,66,41,96,72,34,88,38,63,33,51,47,73,75,31,32,97,98,77,45,46,32,74,55,81,46,54,31,81,61,35,74,68,78,39,94,30,66,72,77,63,46,44,76,94,74,70,54,57,40,62,92,95,44,48,68,71,51,79,98,77,82,91,39,73,52,44,70,59,53,93,83,72,76,39,61,50,92,86,55,51,95,60,71,98,75,72
94,45,77,96,63,67,47,86,91,34,52,80,48,51,33,84,60,78,38,60,57,59,47,82,97,97,85,40,79,79,36,62,65,55,42,59,78,76,35,49,59,93,43,54,36,67,68,33,94,51,31,77,33,69,65,79,53,76,75,32,69,58,59,62,83,98,38,97,40,93,80,78,42,30,80,93,69,98,82,52,85,45,83,48,48,46,91,53,91,77,75,81,41,57,94,36,46,42,69,56,65,34,39,85,38,94,93,72,73,40,33,70,79,30,87,32,42,37,36,85,86,62,90,78,40,73,67,53,37,49,95,47,39,71,33,44,97,34,77,30,63,38,31,53,68,84,72,53,42,77,83,80,40,75,60,78,52,82,76,86,72,89,77,77,74,42,45,91,48,47,32,92,66,47,34,68,84,65,52,39,91,87,40,30,98,72,80,69,81,46,51,57,49,57,60,81,73,40,92,69,52,36,54,36,35,71,89,43,73,69,71,46,44,77,94,80,98,43,75,66,31,81,40,95,53,66,44,89,85,66,98,96,31,88,51,63,84,73,58,76,49,95,71,34,71,73,65,33,53,90,91,44,36,71,73,52,88,91,57,44,32,76,56,95,66,87,83,56,66,90,52,64,49,67,54,59,33,91,63,65,97,38,82,71,53,60,67,37
71,91,92,61,43,35,58,31,89,80,88,31,62,95,85,68,59,45,63,37,78,38,57,79,98,74,95,36,52,34,89,69,82,94,81,45,78,52,96,76,43,52,74,52,62,98,60,78,60,58,57,79,86,61,69,32,64,37,66,35,42,88,79,42,56,42,31,55,76,90,67,94,47,30,52,66,80,78,89,96,35,42,55,94,33,91,98,64,64,83,48,74,67,77,47,89,95,63,83,44,47,66,55,87,39,42,83,95,78,40,56,63,71,87,64,97,72,82,51,43,69,64,81,87,93,87,86,32,50,69,43,93,55,30,98,92,67,78,70,93,48,57,35,55,81,87,35,75,81,34,35,40,33,42,59,38,90,69,95,55,37,52,34,81,51,43,42,45,52,93,72,86,57,33,62,48,85,52,91,37,81,83,48,98,95,82,63,36,70,97,45,83,37,68,44,32,34,33,47,73,57,31,42,96,94,45,35,61,46,67,40,49,42,52,76,78,89,41,65,80,59,68,30,62,60,47,47,41,70,77,75,36,66,65,62,50,93,63,66,42,36,71,44,77,98,35,67,59,37,33,39,66,46,75,92,86,66,44,78,82,61,49,55,58,53,71,67,91,31,71,36,89,71,67,46,95,93,95,82,73,66,60,87,67,49,88,82,52
43,46,42,57,85,69,80,43,70,53,41,76,78,47,47,67,86,45,44,40,57,82,37,63,66,34,77,72,79,82,84,81,33,97,97,37,45,70,84,58,65,73,87,54,95,69,55,39,73,44,49,80,31,81,67,91,40,62,73,52,66,44,36,57,91,72,69,56,57,98,76,36,38,77,76,83,95,74,94,89,48,70,37,33,47,41,84,54,43,30,73,80,49,51,76,71,57,50,67,76,89,89,74,66,45,81,87,73,35,56,42,84,57,37,41,64,60,34,98,37,68,35,97,96,49,64,69,89,33,72,91,90,31,85,80,98,68,38,40,58,65,91,98,61,65,43,95,65,70,92,45,30,41,98,55,56,96,44,41,52,30,93,87,77,37,76,74,39,66,37,42,64,31,55,58,31,81,46,44,30,70,73,96,90,80,47,81,33,35,50,86,71,82,96,32,33,39,61,73,83,87,72,90,98,86,81,50,76,36,34,62,31,64,60,68,88,31,44,52,70,41,77,34,92,97,57,81,81,93,82,87,53,69,95,93,93,55,73,57,48,94,59,77,64,45,93,52,68,96,91,90,42,47,34,94,91,95,64,73,57,79,88,83,85,94,46,69,70,64,75,43,77,45,35,37,62,35,83,82,70,95,31,96,96,64,66,51,74
83,80,46,63,55,88,73,66,93,57,83,76,45,88,89,64,48,54,86,98,88,36,91,66,88,41,40,84,62,94,81,41,83,55,44,34,47,63,51,41,33,89,35,91,86,52,93,78,90,77,97,54,62,42,97,50,84,67,32,83,36,57,50,74,78,52,41,77,40,31,58,67,86,72,80,37,50,58,94,77,75,66,44,40,43,32,30,57,60,44,71,57,88,88,45,38,30,45,97,73,95,46,40,98,60,66,83,49,59,79,80,80,61,63,75,55,44,40,95,68,44,37,70,76,72,79,36,44,56,49,81,97,61,97,74,82,89,96,35,57,48,52,89,65,70,37,71,41,41,75,81,85,46,45,36,78,33,54,79,90,84,67,70,32,36,90,75,33,94,37,70,70,81,59,68,34,49,98,36,34,79,39,53,81,60,84,54,49,60,91,37,91,93,62,59,93,31,67,62,52,92,55,63,91,83,98,96,44,85,80,85,89,59,98,60,43,52,75,77,43,49,47,93,55,74,67,51,47,93,46,81,82,46,89,36,45,69,88,42,31,77,76,65,86,79,54,53,46,43,59,98,35,89,44,88,35,96,70,81,94,72,39,83,65,60,64,85,63,67,91,74,66,34,44,73,65,45,78,62,34,43,98,57,40,80,79,47,92
65,76,96,49,83,66,94,68,95,37,53,49,60,49,42,58,69,78,52,52,32,56,44,52,72,58,58,74,60,67,81,55,98,85,67,91,40,43,89,83,77,49,79,93,57,56,50,46,47,61,52,49,76,78,53,72,92,60,61,51,65,97,41,47,61,33,68,32,47,98,74,80,37,86,64,71,88,78,33,33,47,58,35,42,54,66,75,52,94,94,30,65,76,69,47,49,70,95,74,48,97,89,74,57,54,88,91,36,77,34,59,56,91,75,65,56,63,47,95,36,74,51,98,37,89,87,72,73,37,83,48,40,58,80,82,65,80,81,84,65,77,44,72,63,54,87,59,91,33,44,74,40,82,78,44,92,48,76,91,89,80,81,73,36,77,54,43,97,44,36,51,58,72,34,54,43,31,40,43,51,61,38,51,77,59,60,44,69,42,79,33,49,50,65,35,70,95,75,67,34,91,42,83,58,59,31,93,38,48,86,88,73,35,86,77,80,48,40,88,61,54,67,79,67,33,30,69,69,81,47,48,90,42,57,67,38,94,77,70,77,42,72,76,88,52,58,74,80,87,74,93,45,45,84,59,94,77,47,40,30,67,46,45,57,78,52,72,81,48,84,62,62,94,31,87,54,84,53,70,49,53,30,35,50,89,79,56,88
55,32,63,81,91,53,49,65,70,31,75,81,30,94,86,62,35,57,52,71,58,53,84,66,30,94,33,38,73,63,96,92,94,59,77,43,35,47,57,98,46,93,43,70,83,53,57,74,92,98,90,76,65,70,72,78,88,55,91,61,81,98,91,59,96,65,32,67,65,84,59,48,69,95,38,70,77,68,72,71,44,58,68,68,42,76,91,63,89,97,64,80,82,83,91,68,89,63,81,49,86,32,56,77,77,44,93,36,66,95,69,49,87,69,87,55,30,78,74,96,97,57,41,57,62,98,70,91,68,44,94,71,33,81,72,64,53,72,91,31,96,44,53,87,36,93,79,74,89,35,86,52,94,58,39,56,79,54,96,93,56,30,86,76,93,46,35,39,65,89,74,80,70,65,73,36,66,89,60,45,74,57,66,49,55,89,55,75,70,63,50,47,39,51,38,37,49,31,82,84,75,71,58,74,43,55,55,92,69,43,72,59,80,47,82,32,95,90,56,77,31,72,67,66,55,64,58,32,57,89,45,58,63,58,51,68,86,44,47,73,33,80,30,55,53,35,65,74,80,83,70,45,71,90,41,82,95,61,34,51,93,96,95,80,61,61,44,33,85,87,44,47,56,74,32,62,65,77,67,43,50,84,81,72,59,47,85,30
90,71,83,47,73,93,68,83,93,51,45,38,44,87,88,53,71,75,75,32,35,66,83,89,49,95,38,51,36,65,89,42,46,40,86,78,70,53,76,84,80,42,97,41,96,84,52,30,75,50,43,64,92,36,62,75,88,65,39,58,95,81,72,80,49,86,48,45,85,43,60,59,58,97,44,83,95,79,37,96,65,55,68,72,75,50,93,43,75,38,93,50,70,50,45,51,83,68,53,86,63,47,96,56,75,34,69,32,50,52,35,95,33,93,55,63,58,51,41,38,69,79,40,44,49,50,98,30,53,96,94,93,81,88,45,33,66,98,67,44,49,69,63,72,32,32,49,78,50,81,46,66,66,31,66,80,57,79,39,92,58,60,50,66,48,33,33,79,62,41,85,54,86,95,72,86,90,35,33,34,88,42,35,85,47,73,71,43,69,81,96,89,66,39,46,54,48,76,80,38,61,73,89,64,60,71,44,45,49,68,65,51,70,70,50,58,96,54,47,77,40,80,52,85,31,69,74,73,88,65,65,59,91,36,59,37,70,49,69,75,47,38,42,93,54,93,82,52,37,88,92,60,58,42,50,88,65,48,56,47,93,97,79,36,82,38,57,50,42,54,39,73,46,84,36,98,70,84,61,58,88,98,47,56,83,70,62,98
68,56,41,31,77,37,30,73,90,46,63,66,86,97,75,94,44,79,74,96,57,88,70,88,31,58,40,94,89,66,77,63,66,60,32,79,50,74,59,35,51,82,56,91,96,62,33,39,96,64,97,86,69,72,88,30,68,88,79,50,86,30,31,54,79,69,43,83,35,62,82,43,65,41,44,35,49,78,67,91,47,96,98,49,66,93,56,44,72,96,70,33,85,35,48,74,83,92,54,87,39,71,70,84,50,50,94,80,31,96,62,93,79,39,48,97,53,42,42,66,43,57,52,67,93,86,45,75,39,57,52,51,53,48,38,44,34,70,79,92,70,49,69,53,74,71,57,47,75,60,36,49,73,71,62,95,76,37,46,49,43,96,54,73,45,86,72,58,80,77,76,61,68,94,79,82,98,85,50,78,52,68,56,78,83,77,89,58,95,77,43,94,62,37,59,83,43,78,61,81,91,36,64,85,95,70,82,53,57,32,84,35,98,38,70,30,62,70,79,43,54,65,54,70,82,84,70,53,42,70,39,47,66,43,97,61,46,43,85,93,51,45,54,58,69,58,59,68,78,39,67,44,78,90,85,70,72,51,70,80,59,52,67,86,45,56,69,74,78,53,42,93,43,64,64,86,89,93,95,68,32,54,88,76,71,97,66,79
72,52,82,83,56,37,98,63,95,93,47,80,71,57,35,77,61,98,96,36,37,49,46,39,58,36,37,65,33,71,42,67,75,48,32,89,80,46,86,93,94,64,81,68,65,30,30,63,76,38,46,98,41,71,90,48,72,30,88,83,84,35,42,84,72,45,64,62,45,88,80,76,89,75,62,75,91,76,76,42,81,86,93,42,49,80,67,57,40,65,89,88,90,43,80,57,55,98,72,53,75,83,38,50,69,57,93,75,73,66,96,50,80,59,64,92,82,84,48,39,51,45,88,61,40,41,63,39,47,78,37,50,95,30,78,70,40,48,94,58,37,95,64,83,54,53,39,80,51,77,95,97,72,66,77,36,63,46,67,91,60,87,65,59,79,86,59,78,37,84,64,55,52,60,62,45,30,54,46,98,31,68,56,49,80,93,31,87,75,60,83,67,32,39,63,32,39,78,80,49,87,84,34,85,64,76,44,62,78,93,51,75,38,96,92,75,90,52,94,96,55,71,61,37,67,41,33,59,61,87,49,68,41,95,69,51,50,54,67,73,63,32,56,94,47,77,65,51,82,47,55,54,32,59,42,33,62,64,97,94,35,92,60,80,45,85,98,44,61,97,73,36,67,49,39,33,33,51,63,36,66,57,40,70,35,34,41,75
54,62,33,30,72,66,73,87,88,90,60,80,52,94,56,63,38,33,32,96,77,65,71,57,93,77,44,51,59,82,65,76,83,69,38,61,43,94,88,59,80,53,32,93,95,41,68,90,90,56,49,65,51,34,39,92,47,90,51,32,79,71,32,89,37,97,46,64,69,45,82,45,93,58,64,72,58,61,76,63,87,62,89,40,32,41,31,40,45,33,96,62,71,62,55,48,42,66,34,62,80,80,36,78,70,88,54,39,52,44,56,77,58,57,94,70,70,77,36,48,74,91,81,90,34,36,59,53,66,41,36,60,94,71,85,76,42,87,38,59,59,59,31,79,64,92,33,46,74,84,59,97,40,48,97,88,66,86,67,48,42,79,39,73,96,72,90,40,81,96,79,53,33,32,87,62,93,35,47,50,50,96,68,35,85,88,72,33,53,34,64,47,44,45,41,84,98,95,94,43,78,35,95,54,89,94,46,43,80,46,33,46,92,39,74,58,50,84,50,96,85,74,95,90,93,32,49,57,45,52,35,76,95,92,43,87,61,62,42,74,42,49,85,61,81,42,50,94,60,93,79,87,47,44,63,69,84,35,68,81,82,56,73,75,83,86,76,54,57,81,44,39,92,77,75,73,42,30,47,58,65,93,58,79,77,97,47,31
47,41,54,89,92,32,62,75,52,96,86,76,86,39,74,63,81,71,63,86,41,60,95,96,63,42,62,92,82,95,97,92,92,40,61,56,90,90,89,74,57,43,69,49,89,70,94,60,30,55,80,63,98,65,92,96,83,47,49,35,85,59,44,43,58,70,71,30,52,42,89,44,65,45,59,60,70,37,55,83,59,85,34,37,73,84,39,78,63,35,88,31,65,79,82,37,41,67,96,47,69,87,77,95,38,72,50,66,43,31,82,39,42,76,49,66,85,70,55,98,35,47,51,36,74,88,51,73,85,48,43,55,84,74,84,70,86,47,65,62,46,64,94,64,80,54,34,56,98,91,97,56,50,42,75,94,32,31,35,45,37,92,93,93,59,41,98,89,80,74,66,33,36,44,96,35,47,86,53,67,89,88,90,42,84,30,92,79,77,45,49,73,56,89,78,94,89,42,54,97,53,30,56,97,87,83,62,89,60,59,37,45,36,96,76,81,48,58,42,74,49,71,95,65,76,84,57,58,81,63,59,52,52,47,97,37,96,30,70,89,39,56,66,32,93,98,49,53,46,96,76,45,31,57,34,45,43,72,41,31,82,50,67,76,69,44,98,87,76,44,64,52,54,47,70,94,75,59,50,67,49,41,43,30,54,47,49,97
95,68,54,31,31,34,58,42,60,79,81,37,55,58,68,86,98,75,40,38,37,91,83,92,67,70,78,77,54,36,81,62,72,54,42,54,66,30,50,87,37,45,65,74,73,69,65,68,72,97,55,53,95,56,61,84,67,96,61,62,48,59,51,59,41,31,31,83,32,52,58,63,46,37,64,82,98,54,57,83,43,93,77,32,51,31,53,86,31,71,98,46,48,93,71,31,38,43,56,61,57,91,36,76,98,71,77,30,68,88,95,63,98,51,31,92,89,75,95,70,43,52,65,47,87,56,58,74,51,56,72,63,87,91,30,85,63,33,78,63,38,86,40,83,92,31,58,95,76,75,96,57,97,41,75,63,49,87,40,69,98,54,90,87,44,58,42,60,70,61,52,69,76,38,75,71,93,63,30,45,92,62,79,63,82,89,55,31,52,97,35,65,94,92,40,72,32,71,93,34,80,71,84,94,46,67,55,89,54,33,81,69,69,57,61,40,49,56,94,55,59,97,48,43,90,86,80,98,33,87,34,72,51,47,43,63,62,44,84,52,84,54,41,98,84,56,32,90,34,74,97,46,46,52,53,97,55,44,31,84,57,86,48,56,81,44,49,39,74,70,56,45,76,44,84,54,47,37,76,62,73,58,38,59,61,30,39,54
77,95,74,58,46,36,43,73,34,31,89,58,61,54,69,36,43,36,80,85,85,54,62,53,96,87,57,66,40,69,60,39,94,68,31,86,94,70,38,61,75,83,88,53,34,45,98,84,54,39,56,94,66,72,50,61,32,65,68,60,88,61,76,77,64,98,74,54,96,76,42,53,96,75,35,85,54,75,72,86,43,68,91,89,86,88,55,56,44,55,48,80,40,51,52,39,80,54,69,49,49,37,92,80,85,34,86,54,80,37,73,63,94,88,68,63,88,58,58,56,63,80,59,64,48,69,56,84,78,96,98,36,45,39,62,74,59,59,59,80,76,46,73,37,49,70,35,55,57,84,88,44,35,91,55,32,38,85,65,79,62,60,77,47,65,68,41,59,73,45,42,30,40,75,64,91,39,33,57,36,52,69,34,92,64,81,67,98,83,40,53,51,60,88,98,68,94,36,83,84,53,92,36,86,93,88,40,41,94,63,43,46,61,71,70,95,49,56,81,73,58,73,86,34,75,56,80,48,74,92,92,68,90,44,89,31,90,89,77,77,89,74,87,73,51,86,42,43,95,59,42,48,31,75,63,98,91,38,69,85,96,72,52,83,48,74,75,83,57,37,74,64,53,80,79,77,94,58,93,35,78,45,97,66,35,33,33,88
32,44,77,58,32,59,54,56,35,91,95,52,72,85,47,65,67,70,49,37,93,79,73,98,90,51,79,72,40,50,71,58,75,63,87,44,81,33,59,64,40,81,41,88,70,63,52,32,96,94,97,91,95,34,60,54,64,91,45,34,72,38,89,84,66,75,44,78,98,74,94,97,84,43,66,73,49,30,41,61,75,98,58,60,46,93,76,98,75,59,42,55,81,55,88,40,44,76,53,66,38,72,68,77,97,75,61,44,67,96,73,30,33,77,39,65,61,57,64,90,74,96,52,64,33,47,35,64,72,75,85,81,70,44,48,84,46,86,75,74,85,52,71,90,55,42,36,37,95,75,35,31,92,54,65,48,98,38,57,93,52,46,46,77,74,74,45,93,66,97,74,52,36,34,51,67,93,66,58,90,74,94,63,42,41,58,72,64,74,81,77,53,39,91,75,42,77,54,86,43,47,89,44,62,46,89,49,96,58,34,51,52,58,78,94,67,97,89,71,41,30,94,62,70,33,31,65,98,49,46,73,78,73,66,51,93,54,43,50,70,63,67,36,65,44,61,68,54,50,82,75,84,51,80,46,45,51,97,78,58,55,62,54,49,84,73,93,90,98,32,40,93,81,91,74,53,66,56,93,40,57,85,91,31,66,68,90,76
41,36,48,53,96,43,31,62,98,95,79,30,80,74,53,84,35,41,82,36,67,64,79,61,67,89,78,97,70,46,93,38,42,87,75,50,75,73,89,89,77,48,53,67,45,32,84,54,39,58,66,76,58,71,34,98,64,36,89,35,97,33,44,73,88,35,31,30,30,72,54,51,43,35,90,96,80,50,75,44,68,75,80,71,85,71,92,46,92,38,81,81,52,61,68,36,96,48,54,50,39,97,49,77,39,40,80,66,68,85,43,60,35,67,42,66,82,92,72,78,42,40,67,95,91,52,47,87,39,40,91,67,77,83,87,47,54,84,66,86,62,95,74,95,41,85,43,89,41,61,69,31,70,39,51,33,68,39,86,77,90,95,85,79,71,67,46,75,66,87,60,89,44,76,77,38,87,84,94,31,93,89,78,95,39,91,41,69,86,57,43,85,96,87,69,55,59,81,45,75,79,37,96,38,82,32,36,40,86,31,94,94,79,57,73,76,89,55,31,77,43,64,56,83,76,42,44,33,78,79,42,94,65,51,59,84,81,40,88,98,72,54,84,92,80,63,38,72,91,81,90,80,88,39,89,79,45,34,59,41,74,65,41,53,75,82,80,55,68,43,96,31,90,38,95,56,82,76,32,97,41,48,31,63,35,48,53,96
