ESU10102,ESU10103,ESU10104,ESU10106,ESU10107,ESU10109,ESU10110,SSU10102,SSU10103,SSU10105,SSU10106,SSU10108,SSU10109,CSU10102,CSU10103,CSU10105,CSU10106,CSU10108,CSU10109,GNT10102,GNT10103,GNT10105,GNT10106,CGS10102,CGS10103,CGS10105,CGS10106,CGS10108,CGS10109,GRC10102,GRC10103,GRC10104,GRC10106,GRC10107,GRC10109,GRC10110,ERM10102,ERM10103,ERM10105,ERM10106,ERM10108,ERM10109,AUD10102,AUD10103,AUD10105,AUD10106,AUD10108,AUD10109,POL10102,POL10103,POL10105,POL10106,POL10108,POL10109,REG10102,REG10103,REG10105,REG10106,REG10108,REG10109,ETI10102,ETI10103,ETI10105,ETI10106,ETI10108,ETI10109,CGV10102,CGV10103,CGV10105,CGV10106,CGV10108,CGV10109,IGV10102,IGV10103,IGV10105,IGV10106,IGV10108,IGV10109,CPI10102,CPI10103,CPI10105,CPI10106,CPI10108,CPI10109
82,86,96,81,80,81,89,76,85,94,90,94,84,89,90,79,94,93,76,90,79,86,77,87,79,88,79,76,89,84,76,97,79,92,92,93,85,78,97,88,97,75,75,96,96,97,91,75,96,82,83,75,90,90,91,96,91,80,88,82,89,84,90,78,90,78,97,93,82,76,83,89,93,80,96,80,85,91,83,90,75,77,95,97
89,94,78,90,89,77,97,83,78,90,85,89,98,83,93,84,90,83,94,98,82,90,88,87,81,78,89,77,98,98,90,88,91,97,80,96,76,91,87,89,92,78,83,97,87,89,82,83,87,97,93,84,78,75,88,87,94,88,77,97,79,80,93,77,81,96,92,76,77,96,81,79,86,77,96,76,82,93,89,93,89,81,90,83
92,90,93,92,79,89,93,84,96,92,76,93,89,76,81,89,77,80,89,86,82,87,90,85,75,92,97,78,77,82,77,88,88,84,77,83,97,77,82,97,75,92,78,77,98,84,75,91,97,80,95,88,87,92,76,79,94,94,79,97,83,96,98,86,88,96,84,98,81,85,94,91,89,87,94,79,87,76,97,98,85,95,77,90
97,76,89,86,94,96,78,80,94,85,91,75,89,87,96,97,81,77,95,75,85,79,91,92,77,80,86,88,89,84,75,83,86,82,85,96,87,91,97,82,96,91,87,84,76,75,79,89,94,77,97,88,92,82,85,81,81,90,97,80,91,91,89,86,96,86,93,83,75,95,75,88,84,92,98,96,81,86,75,92,94,76,77,91
92,92,85,87,81,88,81,96,89,83,97,78,95,88,98,78,92,92,89,94,77,93,95,76,75,81,85,89,78,84,89,95,93,96,91,81,91,80,91,79,82,76,95,79,85,84,90,95,92,85,98,88,77,91,92,92,89,93,82,76,82,98,82,77,92,94,76,94,84,86,98,97,80,93,93,76,86,88,94,97,96,98,77,87
93,83,81,96,90,90,80,82,79,93,92,78,92,96,75,93,97,89,76,78,82,94,84,79,88,89,85,81,76,81,77,79,92,82,93,95,80,75,98,93,82,86,78,98,89,98,95,97,76,81,83,88,82,84,79,82,80,75,94,89,84,81,77,98,94,98,75,90,97,95,82,87,79,98,84,85,79,80,91,92,82,85,88,89
81,97,96,96,97,84,97,81,95,96,86,94,85,84,88,86,83,83,76,75,89,94,88,92,94,89,84,92,87,87,79,77,81,78,85,91,85,77,92,87,94,91,80,79,84,83,89,87,77,86,86,92,83,76,80,75,92,79,77,88,94,92,85,81,89,92,81,75,88,84,97,87,85,84,90,89,91,95,77,83,75,89,78,97
98,97,85,85,96,95,93,94,77,93,88,84,97,93,92,95,96,90,98,89,90,89,96,87,93,81,87,95,81,86,91,87,96,89,84,97,85,92,89,75,75,93,80,88,82,93,84,78,90,96,91,87,77,94,98,90,79,98,95,98,98,92,81,98,76,77,88,85,85,96,77,96,75,79,87,89,81,91,82,92,89,78,89,92
98,79,93,80,90,76,82,83,84,88,77,75,81,81,89,96,77,97,83,80,77,86,79,81,83,79,90,79,96,86,86,85,80,97,97,76,77,94,97,91,94,89,98,75,78,80,95,79,88,97,81,97,79,98,77,78,77,89,80,84,84,96,85,94,94,98,78,89,85,97,89,83,82,81,87,75,92,82,80,76,75,90,82,80
92,88,89,89,77,77,80,85,75,84,86,82,90,84,92,88,95,92,91,90,87,81,79,86,89,79,80,91,97,79,79,76,77,82,95,95,92,82,95,76,98,89,95,77,97,98,83,98,85,80,89,86,90,84,86,95,75,89,79,87,85,86,88,84,93,88,82,87,94,83,80,87,75,75,80,77,91,77,92,83,75,91,75,95
95,95,79,91,84,88,75,81,92,96,98,98,83,78,78,77,78,80,97,89,93,90,88,96,97,90,90,94,94,86,79,86,79,95,89,89,89,82,91,96,90,84,82,98,76,94,83,84,92,84,85,94,84,78,78,90,91,88,87,77,88,83,94,84,98,93,84,83,98,89,81,95,75,84,87,96,88,91,90,93,75,92,88,93
95,91,91,95,89,96,79,94,93,97,94,97,80,87,79,81,88,90,96,86,90,82,85,95,85,87,96,86,82,79,87,93,79,93,77,94,76,97,93,95,84,93,83,89,97,97,76,97,78,94,81,96,75,93,79,90,87,91,81,79,85,90,94,75,77,82,96,83,95,85,93,75,82,80,93,98,79,76,96,97,89,80,95,75
75,83,76,98,97,96,85,98,96,77,89,76,90,89,87,76,81,89,80,80,79,92,82,76,82,98,80,87,77,92,86,77,94,76,87,78,81,87,98,83,77,97,88,75,84,85,84,97,87,80,95,98,95,90,98,97,90,78,75,79,94,91,77,83,92,79,82,75,92,88,85,92,80,91,94,97,85,75,88,84,83,85,82,79
95,96,98,90,82,75,82,81,79,87,93,85,79,90,96,85,77,97,90,91,78,82,83,75,75,91,82,80,94,82,78,98,93,78,80,75,79,85,81,89,78,98,83,81,94,88,95,94,92,98,83,98,96,89,79,88,96,81,88,83,81,77,78,82,85,83,79,94,86,90,76,97,79,86,81,87,83,85,81,93,83,80,80,91
80,84,98,77,85,78,77,92,76,79,84,93,97,93,91,89,91,83,78,97,94,87,91,92,85,96,85,79,98,78,83,92,77,96,76,81,94,86,77,98,75,86,77,82,92,91,94,94,80,90,91,82,77,84,86,79,96,92,81,91,79,83,85,81,92,76,78,83,97,88,84,87,77,93,83,91,94,84,80,91,76,82,76,89
76,88,92,83,94,76,86,94,96,91,82,76,97,84,89,92,78,83,87,89,81,82,88,81,76,95,76,77,85,83,77,90,94,83,75,91,92,86,93,90,80,75,82,97,88,97,92,79,94,86,98,80,83,94,90,82,79,80,91,76,88,95,82,89,89,77,89,85,93,86,76,79,93,88,94,85,89,89,76,78,86,96,83,75
93,78,95,87,93,91,76,98,83,77,93,76,84,82,84,83,89,77,92,84,93,80,85,94,85,93,97,87,86,83,76,93,81,88,85,80,93,87,83,85,81,83,90,89,94,86,96,94,94,96,87,88,87,85,90,94,83,90,78,97,77,76,82,77,75,78,83,85,76,94,83,98,83,83,87,91,93,80,79,78,95,77,91,85
98,98,76,96,75,92,77,76,87,88,97,76,98,78,82,84,75,98,98,92,82,89,83,80,79,81,95,81,79,80,75,92,81,84,98,90,95,96,85,95,78,88,84,98,81,87,92,88,83,77,77,97,97,90,98,95,75,78,76,87,81,76,97,91,78,78,87,82,93,95,88,75,79,95,80,86,96,80,87,84,88,77,85,95
84,79,95,95,85,79,84,90,82,80,85,88,82,88,83,90,89,86,81,90,93,92,91,86,96,90,94,93,85,75,76,85,80,94,78,92,88,89,87,79,89,87,97,85,87,87,89,85,82,80,96,79,94,83,95,78,96,77,94,94,81,93,95,75,76,94,83,97,91,76,78,97,96,89,77,89,85,98,89,97,76,84,83,98
84,97,82,96,83,80,79,86,94,77,80,96,96,84,91,92,86,94,81,89,78,81,90,87,89,96,86,79,83,75,87,91,77,86,78,75,84,89,91,97,84,85,97,90,89,92,85,97,95,80,91,89,92,79,94,88,95,92,89,78,75,86,96,93,92,76,89,82,86,78,83,86,98,90,86,95,90,84,96,94,76,94,87,88
75,81,88,79,77,82,85,97,98,86,85,80,83,77,78,89,92,89,85,76,96,93,88,78,80,91,83,86,81,77,92,94,98,90,80,77,93,79,75,75,95,83,78,76,93,79,75,95,85,97,90,94,98,77,91,80,89,80,79,82,81,93,87,83,76,86,92,94,93,90,95,90,76,96,79,80,88,95,75,75,77,95,84,92
84,82,75,91,88,88,97,76,83,93,78,86,94,79,75,86,75,84,98,90,86,91,89,76,96,78,80,90,87,97,93,98,95,98,77,83,86,84,96,97,76,77,95,80,75,89,97,97,77,84,83,80,93,77,82,95,82,77,83,77,89,76,94,89,79,98,96,82,97,89,96,92,77,87,86,95,89,78,94,75,98,79,82,97
95,81,76,80,92,94,85,80,90,77,84,75,81,80,90,95,86,86,87,77,95,79,82,94,92,76,88,87,80,91,75,84,94,88,86,89,77,75,93,94,87,87,86,95,77,89,86,94,93,85,86,89,87,93,88,89,91,79,81,91,77,94,85,97,85,86,84,75,95,92,95,77,88,91,95,96,98,88,98,79,91,87,77,77
82,77,85,90,87,90,76,76,84,84,96,77,78,87,95,97,80,82,82,79,88,93,84,94,76,81,81,87,87,76,94,77,85,75,89,76,96,84,97,84,79,78,87,94,79,84,78,77,81,86,97,88,96,98,82,82,78,84,77,76,86,97,97,90,89,90,88,95,90,95,76,86,85,82,94,76,87,90,82,78,95,85,96,85
88,85,92,93,76,88,78,82,78,77,93,94,93,92,80,96,93,90,82,98,77,84,77,84,76,97,88,84,79,80,76,83,95,98,84,83,95,84,92,90,97,75,86,92,82,80,89,96,92,76,90,79,90,75,83,77,92,94,96,86,90,95,76,84,93,88,81,88,82,96,82,83,90,80,88,77,85,83,91,80,83,77,92,84
79,94,75,77,89,89,79,76,93,76,97,87,87,91,93,96,82,78,79,91,94,85,98,81,87,87,88,92,77,91,94,98,77,92,85,87,82,97,91,83,95,94,91,95,84,84,83,98,95,85,88,79,85,87,91,90,76,88,81,78,95,96,85,75,77,75,90,96,87,89,83,75,96,77,84,92,85,95,94,93,93,98,85,94
81,91,93,80,79,80,81,95,75,90,83,93,91,89,94,76,77,77,85,98,81,97,75,83,91,89,94,81,95,98,76,96,87,80,92,80,75,98,95,79,86,85,75,88,81,87,79,92,92,88,91,78,81,82,94,91,80,90,94,96,89,88,82,86,89,88,76,77,91,80,97,85,78,97,98,93,82,93,85,92,90,80,96,93
97,85,80,97,75,79,75,92,78,96,94,93,93,95,87,79,78,89,84,79,84,79,85,90,84,83,83,93,77,84,91,91,92,83,89,90,79,90,95,91,77,98,78,86,84,98,94,81,94,86,77,90,78,78,87,96,91,95,98,87,88,85,81,97,98,90,88,81,92,77,95,87,93,86,80,93,97,76,96,83,81,82,85,93
89,76,85,97,84,76,79,89,89,84,83,90,88,86,84,96,80,98,90,94,84,78,75,91,81,86,90,90,75,78,83,81,91,76,95,96,91,91,89,96,91,77,82,95,87,96,90,75,84,79,77,94,97,76,77,78,88,88,78,95,89,88,81,92,78,78,98,86,81,97,94,82,76,79,86,80,95,90,81,98,78,78,84,87
88,87,76,79,76,81,93,96,93,98,98,87,92,79,90,95,79,92,77,84,91,82,87,94,97,84,75,89,95,86,86,93,97,94,96,93,75,98,93,76,85,81,96,93,85,85,82,88,83,90,77,90,98,86,90,86,93,84,80,84,96,84,83,89,88,93,98,86,96,91,90,85,80,96,89,97,75,82,75,86,86,82,77,85
77,80,79,80,90,83,84,94,79,93,83,87,96,81,90,92,83,79,83,84,90,82,80,97,86,84,75,88,81,81,83,97,89,77,93,96,81,92,75,81,92,93,80,87,81,97,77,84,78,90,89,95,89,97,95,89,90,81,89,98,82,75,78,95,90,92,96,90,77,76,91,75,81,86,77,76,76,95,76,88,83,88,96,94
87,96,82,91,86,95,79,80,91,91,93,96,87,97,86,76,85,88,95,90,83,89,92,89,91,91,83,95,85,88,85,85,94,90,88,89,97,98,88,77,88,97,97,76,91,97,92,95,93,94,96,76,91,80,93,85,84,81,98,78,96,90,84,94,79,88,88,95,91,84,89,81,85,75,93,97,77,94,77,87,76,76,93,94
76,77,85,95,93,92,92,96,80,94,98,93,92,87,90,85,79,90,79,85,95,79,77,83,85,76,87,81,79,96,77,97,81,86,89,84,84,83,96,85,87,82,82,98,79,77,83,98,82,88,88,83,82,96,89,92,80,90,80,87,96,91,85,85,88,78,90,92,88,89,77,91,85,97,85,88,89,93,80,94,94,75,76,79
78,93,81,92,88,88,80,81,83,89,87,87,94,77,92,98,76,97,89,88,75,90,78,77,82,87,92,80,79,92,87,75,93,87,85,79,76,85,93,95,85,92,94,91,90,96,83,85,92,88,92,84,87,75,81,89,92,78,90,78,93,76,83,91,94,79,86,91,79,84,98,84,79,96,78,96,82,93,77,97,90,95,86,89
93,76,93,94,80,76,87,92,97,76,80,84,97,75,78,91,83,81,94,89,78,76,78,90,95,80,87,80,95,88,77,80,94,77,84,98,76,77,96,76,87,77,84,92,83,98,82,94,82,91,86,93,89,79,85,98,88,80,94,97,97,85,86,76,95,94,79,96,82,86,90,77,75,89,85,98,86,88,81,76,85,88,88,92
77,96,85,92,98,81,90,78,92,81,78,94,87,97,78,77,76,87,94,93,96,75,76,75,79,84,97,89,97,92,90,94,82,92,91,97,93,79,85,75,87,78,79,93,97,78,82,92,79,80,85,97,90,81,78,98,85,77,75,75,94,82,83,80,92,94,84,97,89,75,88,88,77,85,85,76,75,87,91,91,78,91,84,79
86,95,89,95,81,92,88,96,79,85,82,81,84,90,86,97,96,78,76,92,81,89,89,84,79,93,93,85,79,97,84,88,96,88,75,98,80,91,80,86,80,96,81,84,86,87,93,87,85,75,88,86,97,82,78,89,85,92,85,94,79,83,93,80,87,82,79,76,91,97,82,93,90,75,91,75,85,88,83,97,85,97,79,91
76,82,89,85,84,86,94,87,81,92,92,81,76,90,80,76,75,90,76,77,83,77,90,87,93,81,82,80,93,97,92,85,87,77,82,76,90,96,75,92,81,89,95,83,89,77,89,91,90,85,94,79,82,85,94,95,84,95,88,87,86,87,89,89,78,96,79,86,95,88,95,95,96,81,94,81,85,84,86,98,78,87,93,77
82,85,98,91,86,93,90,75,78,94,85,76,85,87,77,84,85,93,84,93,95,81,85,88,86,75,97,95,92,75,84,88,95,81,79,86,92,87,80,84,93,81,77,92,87,93,85,88,85,86,85,84,92,87,76,95,96,76,93,83,87,96,97,83,93,94,80,92,82,82,78,78,83,83,87,78,98,98,77,97,88,83,93,97
98,81,86,76,91,91,80,82,79,88,81,94,98,80,78,88,79,89,88,97,96,82,90,88,98,83,92,75,81,82,89,80,97,82,92,82,95,96,95,75,88,76,78,76,75,94,87,77,90,80,88,90,83,82,83,86,85,95,82,77,87,90,87,81,94,92,83,82,88,76,86,98,93,92,83,75,95,84,79,97,80,98,91,76
81,85,88,93,77,83,77,87,96,76,90,94,88,86,93,96,79,77,89,97,89,92,88,79,85,79,86,96,82,88,81,75,81,83,90,94,98,83,95,98,76,84,97,94,92,86,89,78,95,90,79,92,98,84,79,82,75,95,89,93,84,81,98,83,98,76,87,83,81,86,98,75,98,91,92,96,96,83,88,86,92,87,79,92
88,76,90,81,87,91,83,92,92,85,92,77,90,86,95,85,79,93,81,84,92,84,83,79,91,83,94,98,98,94,88,83,85,87,76,84,87,85,75,80,85,91,82,96,84,94,82,82,80,76,94,75,79,77,89,93,98,81,88,83,86,97,91,86,78,89,89,76,79,82,94,85,93,98,83,77,95,81,92,86,79,92,88,92
78,90,78,80,81,84,88,88,91,81,97,81,90,90,97,79,95,91,80,82,96,91,85,78,93,92,91,83,95,92,91,95,98,95,83,91,89,94,92,97,89,85,84,98,96,84,88,94,81,93,94,97,80,93,97,93,86,88,83,87,85,95,96,84,75,92,84,94,76,93,77,81,87,83,92,80,93,75,88,88,91,89,88,78
89,88,95,98,94,83,78,98,83,93,83,78,80,87,82,86,76,97,90,94,96,79,76,88,98,98,87,79,83,76,84,76,93,88,86,83,77,91,96,78,76,93,80,90,97,92,82,98,92,90,88,91,98,84,88,84,75,96,94,88,81,89,88,83,76,89,95,90,90,93,85,80,78,92,83,89,87,95,98,75,80,91,91,84
75,94,75,89,95,75,77,84,85,93,87,79,79,91,85,85,86,85,96,87,98,97,94,84,84,78,86,92,79,97,83,91,90,89,86,78,75,78,94,80,98,83,94,92,96,94,94,85,82,89,80,80,96,86,90,90,94,96,91,89,93,79,80,84,79,85,90,77,80,87,93,95,89,97,93,94,88,95,93,98,77,89,98,77
93,78,86,93,83,97,98,96,91,96,92,80,96,83,95,97,87,77,85,81,83,77,85,78,97,98,86,89,82,95,98,84,76,78,91,90,81,76,88,84,78,83,78,79,85,90,80,96,85,97,86,92,92,85,87,83,87,92,95,79,95,94,86,92,86,87,87,82,93,83,81,78,85,82,98,79,89,81,81,91,77,84,82,94
77,97,82,81,82,84,94,84,85,89,97,87,81,93,97,94,92,78,84,77,78,78,96,98,75,92,82,95,92,83,79,84,86,96,78,79,81,98,86,95,78,82,91,89,91,94,80,75,96,88,81,97,90,76,98,80,84,79,96,75,94,91,82,75,76,98,81,91,83,92,75,90,76,85,94,88,96,97,93,92,94,78,93,87
96,96,84,86,92,96,97,85,96,86,75,88,92,94,76,93,89,96,88,87,75,90,98,86,95,85,98,77,92,77,79,83,94,95,88,95,97,88,83,91,80,95,80,89,89,80,88,88,88,95,76,89,92,97,87,80,88,91,97,90,82,91,79,97,82,80,82,85,78,92,75,93,76,96,83,98,83,91,84,95,82,77,75,96
78,81,83,82,93,84,86,81,98,76,77,93,84,75,86,79,95,91,82,81,75,84,92,84,79,90,87,78,76,93,93,80,97,84,97,80,79,94,88,94,90,87,80,93,79,80,97,86,94,75,91,94,80,85,97,85,76,94,88,86,83,87,80,77,90,82,92,95,79,92,79,93,98,88,96,98,83,80,83,84,98,87,84,80
96,98,89,91,80,83,93,97,84,98,98,87,78,91,90,95,83,91,92,92,79,78,80,94,75,95,79,77,77,83,89,93,96,93,84,79,97,81,75,86,90,82,93,75,79,96,89,98,81,77,79,98,90,83,92,85,86,75,79,82,90,83,98,79,84,90,97,82,88,93,92,83,87,78,92,96,76,85,86,79,85,92,84,87
88,76,82,98,85,78,98,82,86,80,81,95,93,96,75,80,94,89,85,94,79,95,76,91,89,87,77,78,84,93,97,96,85,84,80,80,98,87,76,79,76,91,87,75,90,76,95,76,88,82,86,85,97,81,95,82,87,81,94,75,93,80,82,85,75,91,86,91,75,97,87,82,79,97,98,78,93,76,77,94,94,94,95,83
77,90,82,91,84,80,92,81,83,95,95,88,90,94,92,76,77,95,79,79,86,75,95,75,85,93,76,98,86,81,91,81,94,77,96,94,93,94,76,87,95,95,84,86,91,98,84,84,79,79,82,85,87,78,94,98,94,76,93,93,82,80,90,85,98,98,76,91,80,88,88,84,98,77,86,87,87,92,87,92,84,93,98,87
92,81,76,82,91,75,90,77,81,80,94,95,85,96,89,83,94,91,87,83,96,87,79,92,75,96,81,97,94,94,97,96,86,83,78,85,95,76,80,89,84,84,94,89,83,76,89,86,80,87,76,92,93,78,91,92,94,94,94,94,79,93,86,95,95,96,76,82,76,76,84,86,80,78,90,95,91,76,87,76,94,81,86,88
80,91,92,79,78,77,94,75,82,92,83,78,97,94,77,95,86,83,88,85,88,91,98,89,80,98,96,98,93,77,92,84,86,76,98,92,88,75,76,80,91,93,92,84,86,92,77,85,98,89,98,92,95,86,93,82,96,97,81,93,95,76,84,83,95,88,93,76,76,94,98,97,91,76,98,93,75,89,78,75,77,77,87,96
97,79,79,91,75,75,85,81,85,95,95,78,96,89,80,79,91,75,77,80,79,75,83,82,81,98,94,92,76,95,83,79,88,78,80,80,78,83,96,84,75,97,92,77,96,81,83,77,84,83,84,75,94,82,82,75,78,91,87,80,92,96,96,93,83,98,98,79,82,95,87,84,89,76,89,93,97,91,79,96,78,89,81,92
75,90,81,88,92,89,75,83,90,78,80,90,81,92,95,88,80,81,83,82,79,91,76,92,94,92,78,75,95,83,85,80,95,90,93,82,89,85,94,91,94,75,97,83,89,85,88,86,98,82,87,92,94,76,87,75,83,98,95,86,86,79,97,81,97,89,78,77,95,82,94,89,89,91,97,91,86,98,93,96,98,75,78,83
80,85,80,76,82,83,84,96,96,83,76,79,96,79,96,86,77,81,80,81,95,89,88,79,94,78,93,98,90,97,86,98,84,92,94,87,87,94,84,88,78,80,82,98,87,86,80,86,92,82,80,93,94,76,80,83,86,88,80,82,88,94,80,85,75,78,89,97,83,94,95,98,81,90,92,97,91,78,86,95,88,97,84,92
96,83,85,94,79,78,91,80,93,80,80,86,81,86,76,78,95,97,91,76,90,93,78,90,92,75,86,98,92,75,87,85,86,82,79,75,98,76,76,92,84,92,93,82,92,98,86,97,80,86,90,93,84,81,87,97,85,93,91,92,85,86,80,76,88,85,98,90,82,86,79,88,82,91,87,76,85,93,77,75,98,76,90,75
85,89,84,98,91,89,86,97,96,84,91,83,96,86,76,78,96,83,94,98,84,87,77,88,76,77,88,80,98,91,93,98,92,90,95,88,78,92,95,97,83,95,94,93,90,86,75,95,87,85,76,94,79,77,82,83,87,76,93,84,80,76,94,88,94,85,76,96,76,78,90,93,83,90,92,83,91,83,84,77,92,84,94,98
76,84,94,95,82,88,94,98,81,77,92,84,83,93,83,79,81,94,93,78,90,95,90,78,94,78,82,95,84,80,76,82,75,75,84,79,82,86,81,95,76,78,89,80,90,92,83,82,83,86,82,86,85,93,98,92,80,90,97,83,93,88,89,75,78,84,78,87,78,88,96,96,82,86,97,88,84,96,91,81,92,94,79,80
79,88,89,84,91,75,87,87,78,75,80,84,95,79,95,96,88,77,93,91,80,95,96,96,91,96,95,84,86,94,94,84,79,95,81,98,95,94,89,92,88,90,84,75,78,84,86,83,77,90,76,82,77,82,95,88,83,93,75,87,93,93,81,94,85,75,77,93,77,90,86,89,87,80,77,82,80,90,96,87,93,75,98,79
85,90,86,91,95,81,87,84,90,79,81,91,92,81,82,76,84,96,91,95,96,76,76,91,80,84,79,95,79,94,77,77,97,89,86,77,85,95,83,79,89,98,86,94,85,86,84,80,96,75,94,89,77,76,86,86,88,92,98,90,76,95,84,91,77,87,91,80,86,88,79,77,94,96,97,91,78,91,76,84,96,86,80,75
80,86,94,92,78,82,89,86,82,90,97,92,96,91,80,85,92,93,93,87,79,90,87,88,84,97,98,87,78,75,75,97,94,95,79,85,97,80,96,75,94,85,75,89,91,97,93,88,88,87,86,88,87,79,77,81,85,95,83,75,84,76,95,80,77,92,82,89,92,91,80,90,81,89,90,79,97,90,95,92,77,84,76,76
95,80,93,97,91,79,97,98,84,91,85,95,94,92,95,80,88,86,79,94,75,77,92,82,80,90,91,95,78,92,97,79,91,89,92,77,98,96,93,98,86,97,87,75,92,94,94,95,91,90,82,83,76,76,77,81,92,81,85,91,95,90,77,86,96,76,77,89,85,75,94,80,92,91,78,98,81,77,92,83,79,88,95,76
80,86,97,75,88,97,84,85,77,93,77,98,88,84,95,79,96,88,97,81,95,98,85,91,94,93,83,89,85,90,83,96,86,97,85,76,94,94,86,84,81,94,80,89,91,91,80,90,76,82,97,82,75,86,77,90,86,81,95,76,87,96,92,90,92,85,84,81,76,91,98,83,86,98,84,76,96,94,89,93,92,80,97,87
78,93,79,98,83,78,97,87,98,86,89,77,86,86,86,85,79,92,93,75,86,78,79,98,97,76,85,75,96,83,96,85,75,95,77,82,95,91,91,88,86,87,87,79,76,89,82,76,91,91,79,85,89,92,84,88,87,88,79,96,97,94,78,91,90,94,87,77,90,88,97,91,86,78,77,98,80,85,88,81,95,76,88,77
98,90,83,86,97,77,96,87,98,86,85,78,83,83,85,79,80,93,98,77,81,94,94,91,97,75,91,76,92,84,85,95,76,97,75,93,90,80,83,83,96,93,83,76,84,91,83,79,93,87,83,86,96,79,98,82,86,88,75,94,89,88,80,97,94,92,90,79,97,85,93,94,84,91,80,91,94,75,97,78,83,91,89,88
77,80,89,91,97,77,79,80,92,96,95,83,95,94,93,78,87,98,83,93,98,79,78,89,90,86,97,88,89,93,81,80,89,97,96,95,89,86,91,89,94,88,76,97,86,84,81,76,79,77,83,89,80,84,98,98,87,92,75,94,78,98,95,93,79,89,85,76,87,84,77,79,97,81,87,87,90,77,93,86,84,80,81,88
81,79,98,93,96,92,97,86,81,76,94,94,90,97,80,83,96,91,75,78,87,81,86,86,88,95,79,75,97,79,81,94,98,88,78,89,97,75,78,83,83,80,83,93,90,88,86,78,95,86,79,97,78,76,94,98,76,79,95,90,93,87,77,94,86,89,98,97,98,90,93,80,96,92,75,97,96,95,90,97,90,79,89,98
97,84,95,91,90,87,80,96,92,85,97,94,85,86,81,95,84,86,95,88,75,87,83,92,81,75,82,94,95,79,86,93,94,88,76,75,89,79,97,82,95,91,88,88,88,93,85,94,84,87,80,92,87,80,83,95,92,86,88,96,83,94,96,85,85,77,81,95,96,80,76,76,92,76,97,95,95,80,97,84,77,82,87,91
82,85,95,77,75,79,89,94,83,95,79,90,91,82,96,76,94,86,80,86,78,77,95,88,81,95,75,91,80,75,94,93,83,92,76,92,77,77,94,76,77,77,75,86,79,90,87,77,81,92,80,78,81,98,81,87,92,78,76,87,76,77,80,95,96,97,83,98,93,89,82,82,94,98,83,79,80,83,84,78,85,88,80,92
97,78,83,88,77,80,90,94,87,89,95,90,90,84,84,98,83,79,80,94,97,83,85,87,85,98,85,96,83,79,78,75,96,77,91,89,75,76,88,83,80,95,77,81,85,95,92,89,96,90,96,80,97,87,93,95,87,80,92,96,94,92,78,85,86,90,90,77,78,90,78,76,94,93,83,89,84,76,83,78,78,76,91,85
81,97,78,75,83,78,89,78,80,92,93,93,82,77,86,84,94,78,83,96,84,75,92,94,76,87,75,75,83,96,91,86,79,90,85,92,78,96,91,76,89,89,94,90,77,82,88,77,76,75,83,95,86,82,96,88,91,97,76,96,80,92,98,83,80,78,75,75,92,86,84,75,81,92,92,85,88,80,97,94,85,82,78,76
85,84,77,94,88,94,76,89,96,87,80,95,83,97,84,92,81,96,79,85,95,89,86,81,84,75,93,80,82,79,76,97,87,83,81,89,96,86,95,80,83,76,93,97,97,89,89,82,90,84,92,82,78,90,76,84,91,81,95,91,86,85,88,91,93,79,77,82,78,97,94,93,98,97,82,83,78,96,95,76,81,88,89,83
83,96,85,97,96,89,83,90,96,97,91,97,75,83,79,95,90,86,87,85,75,76,87,80,91,98,81,87,80,82,77,98,89,90,91,83,85,77,98,93,80,89,79,85,83,98,96,84,82,97,86,90,98,79,85,93,79,89,86,92,81,82,83,82,98,83,85,87,77,83,91,87,75,84,89,95,87,77,92,83,85,82,97,81
98,91,90,75,97,81,93,94,94,90,79,78,85,87,89,94,92,79,78,78,89,87,92,87,94,88,87,84,77,80,78,76,89,77,95,78,83,82,82,89,83,85,81,88,81,86,79,85,77,85,95,92,87,77,87,88,83,87,95,87,86,91,84,91,86,98,84,94,86,93,94,76,77,88,87,90,84,84,87,93,75,76,75,83
98,95,86,84,79,75,80,83,77,76,85,95,90,75,93,83,75,80,77,86,90,75,75,80,82,85,88,78,79,95,90,89,78,83,86,92,92,90,75,80,81,77,80,96,96,89,77,78,87,76,80,87,95,87,94,78,83,94,76,93,88,82,87,75,98,95,85,98,94,79,97,82,88,82,92,91,92,81,94,86,79,82,77,91
91,77,97,92,78,91,81,83,82,77,94,97,76,81,86,91,78,91,96,90,98,78,90,75,75,79,81,91,81,85,76,87,93,88,80,94,76,92,87,98,77,86,89,75,79,88,90,87,77,90,97,94,98,80,98,81,76,96,97,79,94,97,88,75,79,97,80,88,80,89,76,97,91,83,90,88,76,77,90,76,88,75,85,77
84,94,79,87,86,97,98,91,76,81,83,92,94,96,79,95,92,78,93,87,87,83,98,83,95,82,75,96,75,98,97,85,89,91,88,97,85,95,83,98,93,82,78,83,98,92,87,75,81,76,85,87,91,85,89,77,96,81,95,96,82,82,79,76,97,95,84,96,92,81,77,90,78,92,77,86,93,87,84,77,78,77,84,80
90,84,92,94,91,87,91,84,77,85,77,84,93,91,94,91,87,89,98,86,91,77,84,92,79,84,82,84,84,83,88,85,96,91,78,81,93,80,77,94,75,89,78,98,87,86,80,93,90,86,95,86,88,84,79,86,86,96,89,85,92,84,76,97,86,90,77,87,82,93,76,90,90,81,89,91,93,79,85,84,94,78,90,93
