LIN10102,LIN10103,LIN10104,LIN10106,LIN10107,LIN10108,LIN10110,LIN10111,API10102,API10103,API10104,API10106,API10107,API10108,API10110,API10111,API10112,API10114,API10115,API10116,API10118,API10119,API10120,API10122,API10123,API10124,API10126,API10127,API10128,BRP10102,BRP10103,BRP10104,BRP10106,BRP10107,BRP10108,BRP10110,BRP10111,BRP10112,BRP10114,FUL10102,FUL10103,FUL10104,FUL10105,FUL10107,FUL10108,FUL10110,FUL10111,FUL10112,FUL10113,ASI10102,ASI10103,ASI10104,ASI10106,ASI10107,ASI10108,ASI10109,ASI10110,ASI10112,ASI10113,APM10102,APM10103,APM10104,APM10105,APM10107,APM10108,APM10110,APM10111,APM10112,APM10114,AII10102,AII10103,AII10104,AII10106,AII10107,AII10108,AII10110,AII10111,AII10112,AII10114,AII10115,AII10116,AII10118,AII10119,AII10120,AII10122,AII10123,AII10124,AII10126,AII10127,AII10128
79,83,41,83,76,31,67,32,82,79,74,67,82,88,66,32,73,93,42,65,93,80,65,43,71,60,30,57,37,77,73,58,33,42,32,89,91,70,69,64,84,95,90,81,77,69,79,38,63,54,77,68,38,39,62,32,82,54,46,56,93,56,58,84,57,36,73,48,80,88,44,81,61,77,81,54,73,54,79,94,52,95,75,87,86,82,94,50,81,32
58,30,89,70,87,44,78,53,43,67,69,40,86,50,50,82,97,41,87,82,41,30,85,96,70,68,34,65,41,67,70,89,81,50,69,86,53,41,31,88,68,85,51,79,64,37,33,39,46,45,56,84,90,75,73,77,82,82,43,52,59,86,35,90,97,41,86,58,67,35,61,30,47,35,31,77,30,32,42,49,83,35,94,66,71,52,47,60,81,33
75,95,58,91,57,88,51,93,51,59,37,65,66,78,60,90,43,71,35,87,60,88,54,40,93,58,53,49,43,38,43,77,96,87,97,88,95,66,79,35,73,87,31,91,63,54,91,67,86,73,63,65,74,60,34,97,79,48,87,65,41,72,69,84,90,68,78,94,88,51,47,95,32,89,90,93,79,47,87,37,56,77,32,51,33,93,84,55,71,72
52,42,85,97,89,61,97,36,46,91,95,87,57,40,97,77,79,44,78,87,91,97,77,71,86,94,72,46,71,86,39,35,84,70,31,69,64,80,77,35,57,74,61,33,79,88,83,79,74,72,71,54,97,88,37,47,34,47,68,31,71,80,52,67,45,84,89,60,40,53,89,73,74,43,88,77,35,85,89,88,53,62,50,33,49,54,42,91,61,50
67,36,35,70,65,78,46,75,78,46,47,93,30,86,53,55,43,97,57,95,44,32,37,73,73,87,49,51,31,86,63,35,51,39,76,74,36,91,48,94,80,87,52,39,90,83,34,68,38,57,89,77,77,50,77,41,46,55,41,92,83,45,91,64,43,70,34,52,56,85,93,84,76,71,34,30,79,95,48,70,62,50,34,56,96,54,96,39,84,63
67,36,36,56,65,34,37,64,58,54,56,90,64,91,56,78,38,54,94,71,45,37,89,40,84,46,48,62,31,62,74,59,50,40,30,98,68,70,76,77,62,74,63,69,49,38,54,34,65,80,42,40,57,45,84,95,50,60,59,89,60,66,86,39,78,91,51,35,42,92,97,30,69,54,94,82,39,47,38,68,69,61,46,57,71,95,50,37,71,97
96,97,95,84,43,53,78,62,81,77,32,91,41,55,93,49,62,49,30,91,61,39,95,37,39,37,79,75,79,70,49,44,40,65,58,68,42,95,53,89,62,33,63,41,72,59,78,73,58,81,87,51,38,43,95,67,87,49,97,37,57,45,72,43,70,35,65,90,34,80,86,81,40,63,71,92,77,78,57,91,97,48,91,40,70,94,44,84,39,91
56,36,42,58,41,50,59,45,89,50,46,42,95,76,95,87,80,91,53,57,47,73,97,74,54,48,91,59,62,40,55,53,31,86,58,57,61,38,42,71,46,72,42,84,62,67,65,36,64,36,65,51,66,91,62,76,39,86,58,42,47,92,80,57,58,43,80,64,59,95,79,88,42,51,64,46,38,78,32,73,95,98,38,75,83,74,71,63,52,58
79,47,74,57,68,92,67,74,89,72,76,98,93,35,32,72,53,65,77,46,98,60,44,54,48,66,48,73,93,72,90,47,68,69,52,60,79,52,30,43,64,39,53,77,64,40,75,42,83,58,42,87,57,37,61,60,96,51,98,71,47,54,82,54,61,37,40,44,84,32,61,78,78,65,70,37,96,61,33,47,72,62,93,50,79,91,34,38,55,69
81,97,47,73,54,46,69,40,76,59,94,50,76,81,42,80,35,74,96,46,89,38,37,40,51,53,39,56,44,42,31,44,34,63,72,49,83,44,51,82,68,64,58,60,45,94,38,62,86,95,85,30,91,30,67,93,83,43,69,68,55,72,86,48,72,42,97,89,79,43,58,63,95,83,60,58,97,75,47,98,93,60,35,31,78,53,41,75,62,47
88,39,73,57,39,91,76,86,66,35,83,70,45,54,67,83,77,91,69,83,84,32,33,75,88,88,95,88,74,50,79,65,41,57,39,95,74,97,70,61,93,59,86,65,50,91,69,93,86,55,57,32,70,67,40,87,78,98,97,71,95,85,97,36,72,54,88,52,34,71,55,80,58,35,73,40,31,63,81,96,67,67,94,90,85,91,97,43,73,56
54,57,90,33,74,41,65,76,54,60,82,42,37,43,36,43,60,96,95,70,34,50,46,88,68,42,90,55,47,91,81,37,50,62,40,63,82,32,64,81,88,56,89,97,75,77,42,45,36,84,82,79,30,81,65,59,63,42,40,46,69,41,48,41,55,56,77,37,78,93,45,64,30,88,37,84,31,39,67,30,68,52,87,69,57,93,66,68,67,72
51,41,50,65,47,84,33,60,88,38,95,70,33,76,96,89,84,66,83,87,41,76,51,59,89,30,47,71,30,81,38,42,73,64,65,81,30,68,36,84,43,83,78,89,76,45,56,46,58,84,65,33,61,81,63,73,58,36,68,43,34,30,92,96,97,78,44,58,74,94,44,32,52,34,50,48,58,56,95,56,37,82,54,77,59,76,95,71,98,92
80,38,49,67,86,35,52,79,44,86,81,30,37,56,89,56,42,38,85,79,33,49,55,77,60,45,31,43,40,59,62,66,60,86,56,43,45,55,74,52,41,45,70,61,38,83,75,79,80,52,56,81,43,80,55,41,71,35,55,81,87,63,68,97,70,79,95,56,64,76,51,96,47,58,78,80,52,34,52,90,95,35,69,72,44,40,90,37,62,93
64,89,47,95,58,41,98,70,56,37,54,93,68,82,84,66,52,53,88,58,83,93,43,38,78,51,95,94,84,48,84,78,78,44,67,96,59,66,52,92,66,72,92,87,69,61,43,56,76,61,97,67,88,96,34,91,47,87,73,75,80,73,98,69,78,45,77,60,47,45,91,46,62,86,76,80,90,48,81,59,85,66,75,75,40,42,92,51,64,44
72,78,74,53,68,65,82,44,63,80,47,54,69,98,57,92,95,78,51,91,66,97,83,81,56,49,38,50,81,49,50,35,66,67,73,39,31,76,66,79,83,38,41,49,58,57,35,92,54,91,96,83,96,45,55,92,46,85,62,95,85,63,59,47,95,77,39,97,50,59,49,71,71,83,82,33,87,80,62,88,70,45,62,43,50,89,56,93,67,83
68,92,31,39,48,43,69,56,75,96,90,64,84,47,38,78,92,65,35,57,96,87,68,85,62,30,62,36,89,85,96,93,90,31,45,51,96,91,88,65,54,87,48,32,91,61,41,88,48,73,86,67,79,82,63,76,47,44,53,33,66,32,82,94,69,52,59,74,32,92,58,53,76,66,46,34,88,95,95,98,96,90,86,43,58,94,42,38,30,62
70,37,80,97,81,91,92,57,59,48,76,32,54,78,56,40,33,61,34,57,69,65,67,53,38,49,74,36,41,63,61,31,39,94,66,38,59,61,69,95,84,46,53,96,53,86,85,42,77,40,40,92,75,63,78,89,71,34,56,64,98,37,86,42,38,79,47,55,33,49,80,47,72,48,83,81,34,85,36,60,50,39,30,68,51,44,78,63,89,91
47,38,69,93,35,77,81,47,94,81,54,65,58,56,98,76,65,71,53,52,72,34,55,52,34,66,71,73,33,43,88,61,90,66,88,40,96,59,49,51,92,54,34,92,34,42,53,56,52,36,39,58,59,77,85,90,97,30,71,46,59,90,43,61,45,56,93,30,45,86,56,83,65,72,57,69,88,35,54,30,59,79,35,36,35,46,75,90,93,86
34,46,60,38,53,85,31,55,35,65,87,74,77,50,65,34,39,93,43,87,82,43,39,38,80,47,31,54,56,89,86,34,44,31,83,76,31,42,62,32,91,48,75,61,55,52,53,78,95,49,56,83,40,89,45,51,69,87,91,72,46,30,92,76,92,96,42,90,47,50,68,98,37,63,62,61,62,48,93,60,62,36,39,76,59,38,98,58,81,45
32,66,72,76,80,87,75,94,44,45,53,91,96,75,60,41,35,32,44,62,92,91,40,56,30,39,65,98,43,62,67,35,47,46,92,95,44,46,34,86,53,40,83,83,55,50,97,48,84,89,47,83,35,70,39,43,54,89,56,57,61,59,51,56,64,51,72,92,31,76,48,55,35,43,85,44,34,64,98,79,90,81,42,93,49,53,71,62,40,45
46,32,95,82,43,68,57,73,92,49,67,74,62,95,91,67,30,51,35,96,92,53,80,92,61,46,81,52,37,73,55,94,43,75,61,65,46,55,70,37,94,63,62,46,53,80,64,46,77,76,57,51,77,95,91,52,69,39,35,68,54,92,67,85,59,73,48,90,77,50,72,35,67,64,57,56,96,76,60,37,82,81,85,52,91,78,62,72,41,34
77,39,80,52,75,81,54,46,34,83,50,89,75,37,93,93,76,41,86,88,77,45,88,40,94,56,49,44,41,50,92,88,76,62,74,53,49,90,80,84,95,60,97,40,54,81,35,85,80,63,81,64,92,89,88,90,70,79,51,76,85,83,69,77,42,46,42,96,47,33,89,94,59,67,64,32,34,74,52,40,55,47,40,63,47,88,68,44,61,82
94,70,43,86,71,67,84,42,90,48,88,58,83,88,86,81,78,91,33,72,44,51,38,60,87,33,75,55,84,63,86,62,51,39,85,74,68,95,94,70,98,43,86,49,58,84,97,53,91,72,66,87,97,45,88,48,69,62,74,46,85,94,84,55,97,41,65,68,74,55,36,72,63,59,58,88,61,91,62,55,82,80,42,41,65,83,61,59,88,57
69,60,40,64,82,34,72,50,72,67,95,45,48,71,64,65,69,52,71,89,86,45,54,53,64,43,49,48,46,49,50,94,96,45,98,66,86,50,51,48,72,91,71,89,98,57,30,64,42,65,56,44,87,53,73,77,42,90,39,45,49,75,76,88,71,54,70,37,41,64,41,30,49,85,64,92,80,48,38,35,77,93,90,43,98,88,73,40,77,81
70,95,71,39,71,51,47,51,47,59,60,39,57,84,34,74,66,38,31,80,75,55,75,95,83,53,32,94,93,46,75,87,76,59,33,48,39,87,60,64,77,81,50,51,60,54,63,42,40,88,56,39,77,35,62,91,97,80,98,37,53,52,71,40,96,98,49,52,84,83,74,77,60,42,88,54,40,46,69,52,68,36,46,46,77,78,74,56,33,79
95,60,92,70,92,86,60,43,82,90,91,88,78,51,68,41,90,47,32,82,80,35,78,31,79,50,88,92,80,62,75,85,31,34,85,62,95,45,87,87,85,66,93,84,36,74,77,73,74,32,75,62,68,82,67,63,58,72,58,91,40,31,94,36,67,53,46,82,46,42,95,96,44,95,84,87,62,90,34,37,83,57,81,97,36,42,35,58,43,47
33,69,54,72,78,38,87,49,88,53,91,50,53,93,37,54,69,52,31,91,63,89,31,95,84,69,60,90,75,37,75,76,75,93,83,63,76,52,81,33,66,73,82,95,97,66,50,95,40,61,64,30,48,34,42,58,67,81,65,65,52,68,53,77,53,91,49,57,94,56,34,68,61,33,32,81,70,77,31,71,93,86,97,53,82,81,42,89,85,56
37,88,92,53,44,33,68,56,72,82,32,78,92,63,88,86,83,97,90,89,93,53,36,68,79,66,41,61,77,59,32,76,34,48,82,39,83,53,90,45,97,43,85,74,48,54,49,67,96,82,39,80,35,49,30,84,93,94,90,32,35,98,74,66,95,68,84,47,73,83,31,71,52,93,36,82,70,71,31,96,64,54,94,68,55,54,49,34,45,87
83,86,52,89,87,80,97,37,55,45,61,81,36,72,50,90,53,56,96,53,60,38,61,57,71,52,35,77,56,88,79,44,34,87,90,95,88,74,64,51,91,84,45,32,35,93,90,87,57,41,72,34,81,71,52,91,77,97,62,57,55,63,92,59,73,66,92,86,96,80,93,97,33,81,54,57,47,88,97,55,98,75,67,66,78,53,59,38,78,87
93,46,92,94,91,62,34,66,48,62,71,30,59,72,48,47,41,45,82,54,44,56,85,51,84,97,90,90,71,42,76,52,44,78,33,38,64,32,31,45,61,33,48,89,79,95,72,76,62,64,38,57,44,77,91,45,88,57,38,89,71,43,44,83,76,86,96,94,93,31,68,88,96,81,86,92,77,66,63,92,53,80,86,82,78,70,45,82,79,72
68,79,74,65,60,59,42,94,77,76,35,46,34,75,98,91,76,44,32,69,33,33,76,71,83,70,54,86,43,57,84,44,53,65,54,79,95,59,37,68,40,49,89,64,77,69,42,88,69,49,71,67,54,77,37,79,50,91,50,40,94,50,55,93,95,59,77,52,92,65,44,93,90,42,74,97,36,87,41,92,75,62,46,47,84,96,77,79,88,87
30,64,56,62,73,41,88,95,42,64,37,62,92,49,80,75,91,40,65,96,88,81,69,90,71,48,63,63,42,35,43,96,86,32,90,69,86,97,71,89,57,31,65,41,35,40,36,32,47,93,51,46,34,70,81,58,79,71,66,95,96,83,53,85,54,45,66,68,53,47,44,95,61,69,55,73,44,31,92,58,37,84,92,84,95,94,30,56,56,47
96,60,67,88,64,70,39,96,58,74,35,88,59,95,52,67,71,92,91,76,46,86,67,87,71,78,73,82,79,89,42,80,57,32,36,50,62,52,98,40,63,94,39,95,37,31,33,30,94,56,41,75,90,94,33,78,53,68,84,91,43,88,36,83,36,47,73,88,67,85,83,57,65,40,52,30,98,52,86,85,97,66,75,92,57,92,81,92,74,60
36,45,57,82,44,54,88,67,63,64,68,71,63,60,67,95,35,87,65,48,69,46,49,45,79,61,52,34,86,47,80,31,71,52,37,80,74,54,37,73,72,71,84,98,88,93,97,62,77,88,44,43,73,77,42,41,34,54,47,84,44,52,56,62,42,41,48,58,90,75,96,69,79,57,41,59,74,95,90,54,31,84,76,60,80,66,57,46,95,38
87,47,51,75,50,82,47,73,42,34,42,94,43,48,48,78,78,88,65,89,97,66,84,76,83,58,92,30,49,68,92,92,95,45,41,80,60,60,44,88,98,56,76,65,44,35,83,42,40,60,91,76,93,93,42,51,53,94,96,78,59,70,32,68,56,55,63,61,85,87,67,42,71,62,79,61,32,92,40,79,35,32,60,85,65,60,95,30,60,44
88,93,38,86,41,85,72,70,95,91,44,44,51,46,61,94,50,76,30,94,46,43,65,76,92,67,31,86,50,89,95,78,82,33,50,91,47,81,31,35,85,34,35,86,38,93,96,32,55,63,81,71,56,37,89,87,42,76,50,93,72,36,98,75,78,56,63,89,73,47,96,33,52,89,83,67,97,98,59,33,62,35,61,94,30,39,91,66,50,66
56,68,55,35,35,32,54,62,65,72,77,47,96,67,78,62,52,51,75,67,89,55,89,59,92,83,69,67,76,34,35,73,98,94,90,71,37,97,88,96,31,87,95,66,50,80,34,64,38,57,87,63,92,47,92,95,48,59,91,62,49,78,39,76,75,30,30,76,40,82,68,62,43,35,42,30,62,43,56,60,71,87,80,60,97,96,54,78,61,77
52,78,93,56,53,36,41,32,88,93,57,70,45,51,40,30,49,62,83,76,92,93,31,44,54,76,70,61,53,77,45,60,35,52,49,51,94,38,82,75,68,75,97,56,65,89,78,64,93,32,32,47,32,40,37,83,74,54,54,86,71,53,54,77,43,37,76,83,56,63,60,37,72,72,79,80,39,48,56,33,78,86,58,85,59,42,93,49,76,94
72,48,77,38,33,76,97,78,72,77,35,46,92,39,65,77,83,44,88,36,44,90,66,62,76,82,68,53,31,96,65,62,92,45,74,97,31,54,63,83,69,95,92,47,94,41,46,89,71,67,94,59,93,36,34,85,75,47,69,67,34,90,68,78,54,76,73,94,91,48,39,95,52,72,60,72,86,35,37,91,47,98,59,47,75,55,86,93,40,36
53,88,98,57,35,32,53,46,43,34,60,97,87,87,80,68,59,49,88,66,45,82,96,71,91,64,60,91,52,71,60,88,72,93,83,96,56,52,66,85,56,71,76,87,67,68,45,59,32,38,42,68,87,40,34,42,69,72,87,74,56,81,31,70,48,86,38,45,75,89,85,78,47,90,40,67,38,80,31,98,43,83,70,53,58,44,96,84,42,36
96,43,59,62,32,94,87,69,84,84,53,64,46,56,63,89,33,39,92,43,64,91,95,32,36,47,48,84,70,43,36,63,64,53,95,52,58,90,55,46,33,37,43,79,41,57,89,59,92,50,61,76,59,86,54,33,65,48,37,60,34,98,48,96,43,63,50,60,84,56,66,80,53,84,58,81,55,30,62,49,49,44,34,74,84,35,44,81,52,45
44,70,78,59,57,58,76,50,83,40,30,70,74,47,40,76,41,58,33,35,96,60,51,78,48,84,36,81,72,34,32,81,77,47,55,69,36,51,54,84,95,69,53,36,92,94,93,72,77,88,59,75,54,82,54,68,44,58,39,74,47,52,88,72,69,57,59,83,62,48,47,30,89,97,33,77,48,87,69,48,79,34,63,59,37,86,74,88,30,38
32,45,58,76,40,78,73,44,65,60,45,56,44,94,85,90,81,83,32,41,79,84,84,58,33,87,56,38,98,56,76,43,68,68,63,38,68,54,49,71,80,96,42,54,60,61,64,88,37,94,48,49,45,44,59,86,87,65,85,30,75,50,62,63,97,82,92,68,98,36,46,95,34,77,80,95,33,72,41,32,61,91,38,54,93,95,33,92,63,59
33,83,60,30,97,95,71,74,47,94,63,37,75,38,72,91,72,30,83,96,60,41,77,73,98,35,45,38,84,75,97,98,56,87,76,40,66,66,52,65,60,35,92,30,33,65,68,36,41,45,81,97,35,57,83,86,37,53,77,40,42,85,54,66,74,50,77,66,77,88,94,77,33,75,92,76,50,78,59,88,64,60,70,71,84,91,35,49,68,81
41,48,93,60,53,61,68,97,61,55,79,48,63,79,79,36,42,90,97,65,75,51,43,94,51,57,31,61,43,86,51,94,72,82,37,77,54,61,49,63,57,48,37,34,39,63,76,94,34,56,66,96,53,60,52,83,68,67,70,66,47,84,43,79,89,34,75,62,73,74,93,60,54,79,89,63,41,69,50,47,55,57,96,64,65,45,42,48,40,43
87,62,40,61,90,37,90,75,59,47,40,81,66,95,72,74,52,86,35,35,85,94,39,51,51,37,38,88,86,92,70,43,87,39,32,95,62,46,85,96,64,75,69,47,54,48,76,42,98,47,49,82,44,74,76,89,94,97,80,95,46,36,70,64,59,57,97,38,53,82,95,42,33,70,43,62,53,73,33,62,93,46,49,88,93,41,43,61,98,51
50,88,79,85,60,64,34,94,56,96,52,56,97,80,94,64,40,35,68,41,63,62,89,69,51,67,74,93,68,98,98,73,82,96,87,31,39,65,42,53,74,53,52,58,71,90,72,95,70,39,30,33,56,70,59,44,64,57,65,58,39,43,74,88,81,56,80,94,93,56,69,52,69,42,39,74,33,98,36,54,37,55,30,80,91,59,64,53,39,48
58,71,32,53,66,39,58,81,64,33,60,42,87,91,31,53,94,55,76,45,87,56,88,79,76,68,78,54,37,35,97,67,52,32,38,36,66,85,39,74,47,41,41,94,78,31,49,79,91,51,42,33,46,97,38,31,94,60,71,91,59,84,50,92,74,91,33,31,37,62,94,76,37,92,72,39,57,58,78,53,61,61,67,94,97,61,60,42,69,92
49,95,96,75,51,32,52,32,96,69,37,84,55,34,90,71,71,72,56,51,43,50,74,43,38,87,87,44,73,73,79,95,87,48,46,82,97,35,71,82,37,85,92,60,88,30,63,62,40,80,91,75,40,32,42,95,90,85,98,78,58,49,79,68,79,77,72,39,59,84,52,93,74,38,93,91,62,61,79,52,75,60,69,39,57,51,84,87,86,48
61,88,61,68,84,80,98,89,55,82,92,58,46,42,30,71,47,51,42,89,63,97,68,85,93,84,35,37,75,91,40,79,42,30,96,79,86,83,77,57,40,98,65,74,92,86,52,33,83,34,43,43,65,36,80,82,46,53,97,62,30,56,66,51,41,84,63,32,58,84,75,83,57,38,63,97,80,91,43,49,88,81,51,95,33,55,82,33,89,45
89,66,92,93,58,49,51,48,62,79,68,80,53,93,50,79,79,66,31,87,72,65,77,44,50,57,92,96,90,37,41,48,86,47,95,64,98,95,39,42,34,55,58,87,82,43,80,92,64,95,87,38,63,81,30,56,62,87,49,39,74,30,31,55,44,38,82,95,66,96,56,98,90,81,43,35,93,38,92,45,92,61,63,42,50,50,58,90,89,36
46,54,44,86,43,36,60,45,41,65,86,47,30,46,96,93,60,31,81,32,74,95,84,50,96,51,42,85,48,56,72,50,63,41,50,73,34,38,75,94,86,36,66,74,47,97,61,71,86,77,34,95,80,75,40,32,87,69,73,66,81,59,62,81,49,76,85,89,62,75,82,77,81,92,89,98,68,96,41,68,76,75,31,58,73,56,90,86,86,63
36,38,34,98,42,52,34,57,30,74,61,82,51,86,53,76,35,44,31,70,45,37,56,59,34,47,62,86,42,73,78,44,62,69,69,58,31,46,58,93,82,66,44,54,76,40,50,94,82,90,43,43,53,62,78,88,45,44,53,54,41,83,47,66,36,92,33,64,44,89,54,93,95,74,59,62,76,74,94,65,88,53,70,90,68,32,57,82,61,69
81,31,34,48,41,56,73,75,81,78,83,62,41,56,87,88,51,57,47,46,33,86,70,81,85,58,87,74,37,56,76,90,54,96,89,67,86,35,70,33,41,49,83,86,88,72,97,53,53,75,59,75,52,56,30,30,40,45,36,90,78,70,49,38,50,32,91,49,78,73,34,65,39,93,35,44,53,49,41,56,61,64,52,94,88,45,69,68,95,55
75,71,76,54,65,30,97,39,66,62,84,98,47,81,67,96,86,57,85,62,46,65,81,53,33,48,50,72,91,87,41,35,92,65,36,78,49,74,93,38,50,93,73,43,95,71,88,33,93,39,34,42,63,66,65,85,43,30,53,88,70,69,36,52,64,54,41,92,82,81,77,37,31,50,85,80,47,71,81,82,73,79,69,48,62,69,78,96,96,76
91,98,61,95,77,67,84,78,62,84,51,32,34,66,58,34,40,42,88,74,81,98,38,34,47,37,45,30,79,36,68,91,72,41,48,47,56,84,86,76,76,87,42,42,91,43,93,87,63,66,72,36,92,64,71,60,77,40,81,70,36,45,68,30,31,40,34,89,96,96,87,98,37,52,81,94,51,48,45,71,55,72,46,51,53,35,92,50,37,87
91,71,43,96,55,45,56,77,53,64,71,33,95,94,83,52,82,58,33,30,41,49,32,30,93,67,92,70,72,77,81,83,64,70,82,97,31,93,82,54,33,33,75,64,83,95,77,70,70,57,67,65,38,44,51,59,89,87,45,87,84,44,84,67,72,60,44,36,75,69,46,80,53,55,86,34,52,77,90,76,31,48,90,61,70,68,56,57,93,40
91,97,92,78,39,53,92,40,30,33,73,98,90,79,37,47,47,67,62,93,96,38,52,72,71,31,35,96,48,87,77,51,49,82,65,43,85,71,58,78,86,57,41,70,77,34,92,89,56,36,73,84,43,41,55,54,37,47,52,85,32,72,91,50,70,72,60,87,84,88,84,88,44,50,71,71,45,76,95,44,63,70,93,34,94,45,90,56,52,76
87,37,55,43,90,48,39,93,53,90,97,74,66,50,36,31,46,58,98,30,68,61,65,55,97,43,91,48,60,86,64,51,81,61,60,73,49,88,46,86,66,60,59,90,51,70,45,68,51,73,56,86,38,78,56,66,53,60,43,55,54,54,30,64,89,42,35,89,34,88,66,94,62,92,77,51,62,30,79,83,33,69,57,56,40,33,33,84,46,37
72,70,63,68,80,90,41,53,60,48,59,74,32,53,97,53,38,97,59,48,50,92,81,38,88,62,76,72,81,33,78,93,69,56,52,35,92,95,89,57,41,62,35,56,50,81,77,77,35,52,55,54,40,74,30,89,96,76,81,30,77,68,71,97,92,85,34,72,58,55,79,35,83,70,52,47,43,42,81,93,44,78,87,67,43,81,54,64,98,58
39,83,76,68,98,81,76,79,68,61,49,50,98,51,71,54,46,42,83,40,47,60,36,67,48,43,86,92,37,77,45,82,36,47,40,78,39,74,34,55,61,34,95,83,49,95,45,69,43,98,68,52,73,94,58,72,32,57,72,45,59,84,63,87,54,78,79,54,68,65,34,44,66,49,95,64,42,92,45,54,74,90,57,66,55,47,33,71,66,98
54,38,51,38,71,40,69,96,79,88,66,59,78,39,81,57,45,67,46,68,36,48,40,95,84,33,62,30,73,83,92,64,96,89,55,57,46,50,65,58,95,70,77,95,56,85,44,46,41,83,67,97,58,67,71,56,70,30,84,66,79,52,74,88,91,97,62,72,82,79,33,52,33,86,66,71,43,71,52,71,31,58,85,66,41,61,40,47,57,84
51,98,45,41,70,54,68,57,34,57,83,46,83,85,52,45,32,96,77,40,44,47,51,86,76,65,73,86,54,45,56,61,62,39,30,59,50,35,38,70,60,53,33,85,61,97,61,81,60,90,76,88,80,61,75,34,33,38,63,72,75,71,38,65,43,44,44,40,78,43,59,67,69,77,80,90,44,39,79,47,83,47,53,58,84,47,86,61,65,93
67,65,33,52,64,85,80,85,78,82,42,88,89,56,77,68,52,53,39,97,56,77,69,45,95,38,35,70,97,95,82,43,53,83,40,53,77,83,60,71,93,59,79,86,46,80,84,36,76,39,62,53,45,44,41,75,77,51,53,80,91,73,77,82,88,63,33,46,80,90,98,98,57,56,57,41,43,85,74,44,36,64,96,60,52,34,41,44,82,83
91,67,87,46,85,82,73,56,80,62,89,95,69,92,82,44,72,93,41,30,84,93,47,50,92,93,55,68,76,39,78,39,76,81,83,77,70,78,86,89,84,50,92,82,71,76,67,60,86,87,34,50,78,41,94,73,30,79,97,73,62,31,59,45,51,72,44,90,96,86,95,90,93,98,75,35,90,54,49,44,57,55,63,59,98,69,35,74,65,86
74,75,32,69,42,37,36,96,44,84,46,88,63,96,61,33,47,65,55,68,50,97,32,80,94,43,45,64,52,42,37,84,97,50,61,69,69,49,30,45,89,79,53,81,61,57,76,91,36,69,96,70,98,58,40,95,49,49,93,53,65,64,47,79,85,95,63,35,80,86,90,41,38,48,46,85,43,97,48,45,84,54,83,91,42,69,34,59,59,77
79,34,35,50,68,49,56,96,38,61,73,86,34,39,54,93,57,50,41,38,47,43,42,67,82,38,88,61,30,96,85,45,31,89,36,76,43,83,98,76,66,88,62,93,96,88,65,35,90,43,76,74,75,53,98,32,50,62,40,71,51,63,78,38,45,57,90,85,36,74,84,98,76,49,44,61,55,95,97,84,82,88,95,72,94,69,66,73,60,60
82,33,52,64,62,90,88,81,33,97,69,69,33,54,66,36,59,87,68,32,66,94,59,37,93,98,54,56,82,50,75,73,40,75,39,72,32,74,73,72,60,53,40,66,45,60,81,86,33,31,98,75,89,63,94,82,78,72,92,87,54,48,57,88,67,64,86,80,37,68,38,41,65,95,82,77,88,35,73,94,90,55,39,39,41,84,50,98,93,90
74,55,76,81,56,77,43,40,93,76,31,45,76,67,39,46,41,45,68,93,40,59,85,64,33,36,88,85,79,76,33,40,80,92,42,70,78,88,64,71,89,70,89,58,89,39,81,55,71,38,62,53,47,89,35,95,65,63,98,79,84,87,31,53,71,77,34,92,38,74,77,30,56,79,89,42,73,78,79,47,42,43,58,64,96,69,33,89,94,35
47,30,54,62,75,64,91,67,52,68,41,76,61,56,42,66,71,37,53,87,72,54,69,30,73,62,71,80,93,33,83,86,91,84,51,52,73,92,30,94,74,71,70,61,51,60,86,31,66,58,36,30,93,93,45,76,77,54,76,54,43,88,80,92,40,71,37,66,81,85,57,69,63,59,90,44,33,73,39,79,93,32,94,73,65,64,63,77,96,43
30,82,55,64,68,37,66,33,52,46,38,35,80,55,57,96,71,48,80,42,33,47,35,34,45,88,42,98,66,87,55,96,70,51,50,36,31,75,84,34,35,58,42,56,73,52,64,52,37,81,86,35,50,87,34,33,76,86,51,43,56,78,94,84,67,96,97,91,70,58,81,31,92,45,79,67,52,48,36,48,84,31,65,64,96,31,43,68,96,94
50,30,53,33,68,73,36,79,93,97,37,56,63,94,38,75,65,66,61,61,79,93,78,51,70,84,90,47,34,70,30,55,50,45,40,33,80,94,32,95,88,57,41,66,40,89,37,83,48,30,79,71,77,60,85,76,68,72,32,77,51,76,92,30,46,79,65,66,94,52,85,75,32,82,56,54,35,67,73,45,43,65,58,46,82,74,78,73,50,72
66,50,80,41,52,53,78,32,98,52,76,67,30,87,44,92,54,86,89,94,96,90,62,87,75,31,41,62,94,49,32,41,49,61,44,53,87,85,39,71,70,64,90,67,59,81,40,67,64,55,97,62,65,36,78,55,50,61,32,66,60,34,76,84,57,51,98,79,48,91,45,76,42,52,66,37,42,30,61,54,77,35,96,40,64,54,57,92,97,91
77,46,47,93,86,33,67,76,85,75,83,68,95,94,59,56,98,85,80,95,61,92,90,76,41,98,64,82,86,95,52,48,86,88,58,71,38,91,75,83,76,74,40,77,85,82,96,73,31,46,37,54,98,77,30,71,96,86,74,83,73,86,61,75,84,92,92,32,61,98,37,68,48,90,37,48,93,48,66,48,78,79,45,77,73,81,91,46,56,30
