DDD10000,LCP10000,RTS10000,CIP10000,IOP10000,PRCY_001
87.75,89.0,87.17,88.56,86.67,87.83
87.58,88.0,88.67,88.6,88.5,88.27
88.0,88.83,89.83,86.96,86.83,88.09
84.58,85.67,87.5,89.11,89.5,87.27
85.58,89.25,91.17,86.22,88.17,88.08
87.33,88.58,87.5,85.64,87.67,87.35
87.75,87.42,90.33,86.11,90.17,88.36
88.17,88.58,86.83,89.2,88.67,88.29
88.75,87.92,85.5,85.18,88.5,87.17
87.25,87.08,87.83,87.22,87.5,87.38
86.75,88.5,82.67,87.6,88.17,86.74
88.17,88.67,88.17,87.78,91.17,88.79
86.33,88.08,86.83,88.93,86.83,87.4
87.83,86.0,90.17,87.2,89.67,88.17
90.08,88.0,90.5,88.58,87.5,88.93
84.67,85.92,86.33,85.16,88.0,86.01
89.5,87.75,86.67,85.6,88.67,87.64
89.83,86.58,85.5,86.11,89.5,87.51
89.83,87.83,86.67,86.13,90.0,88.09
86.58,85.25,87.67,87.4,87.5,86.88
86.33,86.0,89.0,86.64,86.67,86.93
87.42,88.33,90.5,87.82,86.67,88.15
89.25,92.67,85.0,85.93,88.0,88.17
86.92,88.92,85.5,88.02,87.5,87.37
87.42,87.17,89.5,87.98,87.33,87.88
87.67,87.92,85.67,86.47,90.5,87.64
86.58,85.75,87.0,88.13,85.67,86.63
87.25,87.83,87.67,84.71,87.17,86.93
86.0,88.25,85.67,87.53,86.67,86.82
87.5,87.67,84.67,89.2,88.33,87.47
90.75,89.5,85.33,85.67,89.0,88.05
87.33,87.67,89.5,88.33,88.83,88.33
87.25,87.0,86.5,89.62,85.83,87.24
87.67,87.08,90.17,90.13,87.0,88.41
88.58,86.67,89.33,87.91,85.67,87.63
88.67,85.42,88.33,86.22,85.83,86.89
87.0,86.83,90.83,86.11,88.0,87.76
85.92,87.25,90.17,86.89,87.67,87.58
88.83,86.58,87.83,87.09,87.0,87.47
84.75,86.75,88.83,86.87,89.17,87.27
88.33,85.33,92.0,88.31,89.17,88.63
90.0,85.67,87.83,87.58,84.33,87.08
85.83,87.92,87.67,87.13,86.0,86.91
87.08,87.5,89.5,83.98,83.17,86.25
87.5,84.83,87.67,88.96,89.17,87.62
89.33,88.92,90.17,87.96,92.17,89.71
88.0,89.25,90.67,87.33,88.33,88.72
88.58,87.08,86.33,90.42,88.0,88.08
89.83,88.08,88.33,88.04,87.17,88.29
86.75,88.33,85.5,85.47,84.33,86.08
86.75,86.92,86.33,87.98,88.83,87.36
86.5,87.25,87.0,89.58,85.67,87.2
86.83,88.0,86.67,87.09,87.5,87.22
87.58,87.83,86.33,87.53,86.0,87.06
87.58,88.25,87.5,89.73,88.67,88.35
86.0,86.5,87.17,89.22,84.83,86.74
89.25,87.58,90.17,86.31,88.0,88.26
87.92,90.25,88.83,86.6,86.33,87.99
87.92,85.83,88.17,86.13,89.17,87.44
87.33,86.83,87.5,87.53,88.0,87.44
86.25,88.5,87.0,87.09,91.5,88.07
86.83,85.83,86.67,89.24,87.83,87.28
90.42,87.17,87.17,87.36,86.17,87.65
87.08,87.33,89.0,89.69,86.0,87.82
87.17,87.92,87.33,89.24,90.33,88.4
87.33,88.58,89.83,86.64,88.0,88.08
84.33,86.58,84.5,85.76,88.33,85.9
88.67,85.25,89.67,88.8,89.67,88.41
87.08,88.67,87.5,86.09,86.5,87.17
87.33,85.83,85.67,88.62,86.5,86.79
89.0,87.75,88.0,87.69,87.0,87.89
86.42,86.25,86.0,89.33,85.17,86.63
86.17,85.83,88.67,86.02,86.0,86.54
87.75,86.0,89.5,88.13,86.0,87.48
89.75,86.92,87.83,86.89,88.33,87.94
88.08,87.67,87.83,86.04,91.17,88.16
87.0,85.92,85.67,89.8,90.0,87.68
85.58,88.17,83.33,87.33,88.33,86.55
86.75,85.67,90.0,89.36,84.5,87.25
87.25,89.17,88.0,87.58,85.33,87.47
87.75,87.58,85.67,86.53,89.5,87.41
88.42,88.33,86.0,84.73,86.17,86.73
86.58,89.92,85.83,86.33,87.5,87.23
90.67,84.75,90.5,86.29,84.67,87.37
90.5,86.5,88.33,86.93,92.33,88.92
89.5,87.08,86.5,90.07,85.5,87.73
87.58,86.67,86.83,88.84,88.17,87.62
88.67,87.42,84.0,86.11,88.0,86.84
88.42,84.58,88.5,88.02,85.5,87.0
86.58,87.58,88.33,85.27,87.67,87.09
86.5,87.17,87.0,88.07,87.83,87.31
86.92,86.83,85.33,87.44,86.67,86.64
87.08,86.58,88.67,89.0,92.67,88.8
86.25,86.67,89.67,86.4,89.17,87.63
87.83,85.58,88.83,88.22,85.67,87.23
87.33,85.58,91.5,88.76,87.33,88.1
88.33,87.92,86.67,90.47,90.33,88.74
88.25,85.42,89.17,85.91,84.5,86.65
86.67,89.08,89.33,87.38,89.67,88.43
88.08,86.67,87.5,87.09,87.33,87.33
89.08,88.0,85.17,87.16,86.5,87.18
86.67,87.75,89.33,87.38,87.67,87.76
84.83,89.33,86.67,86.16,88.33,87.06
88.25,88.67,87.17,86.73,87.83,87.73
86.83,87.08,89.33,84.09,89.0,87.27
86.17,87.33,87.0,89.18,90.33,88.0
87.42,86.17,88.33,89.07,88.33,87.86
87.08,86.75,88.83,88.8,88.17,87.93
89.33,86.25,83.17,87.29,85.67,86.34
88.17,84.92,86.67,87.91,87.67,87.07
88.42,86.17,91.83,86.33,86.33,87.82
87.0,88.92,91.0,87.04,88.83,88.56
87.33,88.92,89.67,88.67,86.83,88.28
87.83,87.83,86.5,87.64,87.17,87.4
87.17,87.17,87.5,86.6,89.0,87.49
87.17,85.25,86.5,87.98,89.67,87.31
88.33,87.42,91.0,87.62,88.0,88.47
88.08,88.33,89.5,91.27,86.5,88.74
88.92,87.5,87.33,86.47,85.0,87.04
85.92,87.58,83.5,86.53,87.83,86.27
86.42,87.67,87.67,86.53,88.33,87.32
86.92,88.0,82.17,86.69,85.17,85.79
88.83,86.75,88.17,87.87,87.33,87.79
88.33,87.33,87.5,86.38,87.5,87.41
85.67,86.58,88.0,88.64,88.83,87.55
87.0,87.5,85.33,91.53,87.0,87.67
86.92,87.75,90.33,86.84,87.33,87.84
87.33,86.0,90.5,87.07,87.67,87.71
87.5,89.25,85.17,87.18,85.33,86.89
88.67,86.17,87.33,88.78,89.67,88.12
85.58,90.42,87.0,88.24,84.67,87.18
86.83,87.92,88.83,85.27,83.67,86.5
88.0,87.58,83.67,89.16,90.33,87.75
87.25,87.92,88.67,88.96,86.83,87.92
86.08,86.0,87.5,87.91,88.33,87.17
88.75,86.67,88.33,87.53,88.67,87.99
86.58,89.08,88.67,87.73,88.0,88.01
86.58,88.75,88.33,86.49,87.83,87.6
85.83,88.08,86.33,86.67,90.0,87.38
85.25,86.33,90.5,86.11,88.83,87.41
85.83,89.33,88.0,86.8,88.0,87.59
87.83,88.92,86.0,84.58,89.83,87.43
88.83,87.5,89.0,86.22,88.33,87.98
87.67,88.67,86.5,85.38,88.67,87.38
86.0,86.0,87.67,88.0,86.83,86.9
86.92,88.92,89.33,88.82,90.0,88.8
88.5,85.92,88.83,89.18,91.67,88.82
86.33,86.75,88.67,88.47,86.17,87.28
87.33,89.25,89.33,85.29,88.17,87.87
87.17,87.25,86.0,86.53,87.83,86.96
89.0,85.08,89.0,85.64,86.67,87.08
90.33,86.25,88.0,87.36,88.67,88.12
89.25,87.08,85.83,89.13,89.17,88.09
87.42,85.58,87.67,87.44,86.83,86.99
86.58,86.83,85.83,87.4,88.67,87.06
86.33,85.25,86.17,87.78,87.17,86.54
86.08,91.33,87.33,88.42,90.33,88.7
86.75,88.83,87.67,87.22,88.5,87.79
88.25,87.92,88.0,89.96,87.0,88.22
86.0,87.33,87.0,89.44,84.0,86.76
87.5,89.25,87.17,88.56,90.83,88.66
87.75,85.83,90.5,86.71,87.0,87.56
87.25,87.33,89.83,85.02,86.17,87.12
86.67,86.25,87.83,85.36,89.0,87.02
89.25,89.17,88.33,85.64,85.83,87.65
87.67,91.08,90.17,84.67,86.0,87.92
88.92,88.0,88.5,89.02,89.33,88.75
87.58,83.58,88.17,89.53,90.83,87.94
86.42,85.17,88.5,86.29,85.83,86.44
90.17,86.17,89.0,86.04,84.83,87.24
87.08,86.83,88.67,85.71,88.0,87.26
88.75,88.83,88.67,87.87,87.67,88.36
87.5,86.75,87.5,87.87,85.0,86.92
89.0,88.25,87.83,88.27,89.17,88.5
88.5,90.42,89.33,88.16,90.67,89.41
86.67,87.67,88.5,87.24,86.17,87.25
90.0,88.5,88.33,89.64,84.33,88.16
85.92,86.92,86.67,88.58,85.67,86.75
86.83,85.5,89.33,84.82,84.5,86.2
88.08,85.58,85.67,87.04,85.33,86.34
88.83,86.33,87.83,85.93,88.83,87.55
87.75,86.0,89.67,85.24,87.83,87.3
85.17,86.67,85.0,88.4,85.5,86.15
87.0,87.92,86.33,87.51,87.0,87.15
86.75,87.08,88.5,87.73,87.0,87.41
88.92,87.67,89.67,85.67,85.5,87.48
88.75,87.0,86.0,86.6,89.83,87.64
85.92,87.33,86.83,86.82,87.33,86.85
88.58,88.83,87.83,86.89,88.5,88.13
86.0,88.42,86.67,88.78,89.17,87.81
85.5,88.0,85.0,87.67,90.0,87.23
87.5,86.58,86.83,88.09,88.67,87.53
88.75,88.33,86.33,91.09,88.33,88.57
84.5,88.0,88.83,89.31,86.33,87.4
88.5,89.08,89.5,87.04,88.17,88.46
87.75,88.17,87.67,85.29,86.67,87.11
86.92,87.83,84.5,88.51,89.83,87.52
87.17,87.33,86.0,86.64,87.17,86.86
87.75,87.92,86.5,86.27,91.17,87.92
90.17,89.17,87.83,90.02,87.33,88.9
84.5,88.0,86.83,87.33,86.17,86.57
86.0,89.33,88.17,88.53,88.5,88.11
87.58,87.5,86.83,87.6,88.33,87.57
87.92,84.67,90.33,86.22,84.5,86.73
88.5,86.67,87.0,89.2,91.67,88.61
87.92,86.17,88.5,88.33,88.5,87.88
89.0,87.83,89.67,88.13,86.5,88.23
88.83,85.17,87.17,89.29,86.33,87.36
85.33,87.58,86.33,87.0,85.5,86.35
87.25,88.5,86.17,86.02,86.0,86.79
87.25,86.08,85.5,86.47,89.33,86.93
85.33,89.25,86.5,84.71,87.83,86.73
87.42,86.08,84.17,89.0,90.33,87.4
86.67,89.08,87.83,86.51,86.17,87.25
89.5,85.83,85.83,87.69,90.33,87.84
86.08,88.92,91.17,86.71,89.33,88.44
89.58,86.42,89.5,85.73,86.33,87.51
88.5,86.42,87.5,87.13,86.67,87.24
85.67,88.0,87.17,88.09,88.33,87.45
86.67,88.42,90.33,87.93,87.17,88.1
89.17,87.5,87.5,85.31,86.83,87.26
88.25,86.25,85.5,87.78,88.5,87.26
87.5,88.33,91.17,85.8,90.83,88.73
85.75,89.67,87.17,88.38,86.0,87.39
89.0,89.75,85.5,87.56,84.67,87.29
85.42,87.0,87.67,89.62,86.83,87.31
88.83,86.17,87.0,86.31,85.5,86.76
89.5,85.17,88.33,90.07,88.67,88.35
88.25,87.5,90.67,86.91,85.17,87.7
87.83,90.58,87.33,86.04,92.33,88.83
88.25,86.33,90.17,88.38,86.0,87.83
86.42,85.17,85.83,88.22,90.17,87.16
88.33,88.75,87.0,85.58,88.33,87.6
86.42,88.58,86.0,87.2,88.5,87.34
85.92,88.0,87.83,88.51,86.33,87.32
86.75,87.75,86.33,86.93,88.0,87.15
89.5,87.67,88.0,87.4,87.17,87.95
89.5,88.5,86.33,85.49,86.67,87.3
88.5,87.33,88.33,86.93,87.0,87.62
88.58,86.0,84.0,88.24,85.67,86.5
87.5,86.83,88.83,87.4,91.67,88.45
87.0,89.08,84.5,89.24,88.0,87.57
89.17,88.83,87.5,87.18,87.0,87.94
88.08,88.0,86.33,86.82,85.83,87.01
87.5,87.42,89.5,91.27,88.83,88.9
88.25,86.67,86.0,86.89,86.5,86.86
87.75,86.17,87.0,88.96,85.83,87.14
87.83,87.42,88.83,87.53,89.0,88.12
88.0,88.75,88.17,86.64,87.33,87.78
87.58,87.17,87.0,89.22,87.5,87.69
86.25,86.17,86.0,88.44,84.33,86.24
87.75,86.83,86.67,85.16,88.0,86.88
89.5,88.0,87.67,87.09,87.67,87.98
87.25,87.33,85.83,87.76,85.33,86.7
87.33,86.83,90.0,89.24,86.33,87.95
87.25,88.67,87.5,88.13,83.17,86.94
88.58,85.67,89.17,88.2,88.33,87.99
85.67,86.83,89.67,88.49,85.67,87.26
88.58,87.83,89.5,86.09,88.33,88.07
88.58,84.92,88.5,87.27,90.67,87.99
88.83,86.83,85.0,86.6,87.5,86.95
87.25,86.75,86.83,86.76,89.83,87.48
88.75,87.08,85.0,86.13,89.33,87.26
88.75,87.33,91.67,89.29,86.0,88.61
87.08,91.5,88.17,88.51,84.17,87.89
89.0,85.75,87.0,89.42,89.33,88.1
86.0,88.67,89.5,88.84,90.67,88.74
85.0,88.42,86.17,90.78,86.17,87.31
85.5,88.83,87.83,85.69,84.83,86.54
87.83,88.5,83.5,86.93,86.67,86.69
88.33,87.0,83.67,85.13,86.33,86.09
88.5,89.33,84.17,87.38,87.0,87.28
86.83,85.5,92.33,84.38,84.67,86.74
85.25,88.67,88.67,89.29,88.83,88.14
90.58,87.0,87.5,86.4,88.0,87.9
89.08,86.17,86.67,89.31,85.5,87.35
87.17,87.25,87.33,88.56,84.33,86.93
86.42,87.83,86.67,89.24,85.67,87.17
87.5,88.5,90.0,88.09,86.33,88.08
87.67,87.92,87.33,88.31,83.17,86.88
87.0,87.67,87.67,86.18,90.33,87.77
86.58,89.33,82.83,86.98,83.83,85.91
86.83,85.67,89.83,89.02,87.0,87.67
88.0,85.58,90.83,88.87,85.67,87.79
88.5,85.92,85.67,88.89,91.5,88.09
89.25,89.33,81.67,87.91,86.83,87.0
85.75,87.92,88.33,87.44,86.33,87.16
86.5,86.25,82.83,87.49,86.67,85.95
89.42,85.75,89.67,87.78,87.5,88.02
89.25,87.92,90.33,86.0,87.17,88.13
87.75,88.92,89.5,87.38,87.83,88.28
85.67,88.08,88.83,89.31,88.67,88.11
89.67,87.0,88.17,86.73,89.67,88.25
87.33,87.58,86.67,87.22,89.67,87.69
90.92,87.25,88.83,86.56,87.83,88.28
86.5,87.25,87.33,89.56,83.17,86.76
88.33,88.08,88.67,87.02,90.0,88.42
87.5,84.75,90.17,90.11,85.67,87.64
86.75,89.17,89.17,88.33,87.67,88.22
87.33,87.33,85.83,88.07,87.17,87.15
88.33,87.33,84.67,86.96,86.33,86.72
90.58,86.75,86.5,90.44,86.33,88.12
86.75,87.17,90.0,87.89,87.83,87.93
86.33,87.75,87.67,89.36,83.67,86.95
87.67,87.08,88.5,87.69,86.83,87.55
88.25,87.58,85.5,86.31,87.0,86.93
88.42,88.33,87.67,84.31,89.33,87.61
86.75,87.5,86.33,88.18,83.67,86.49
86.5,89.75,90.0,87.96,88.5,88.54
89.83,88.17,88.83,86.07,87.5,88.08
89.25,89.17,85.5,86.8,88.0,87.74
87.67,88.5,90.0,86.82,88.17,88.23
88.5,87.17,89.83,86.33,87.17,87.8
86.92,85.42,86.67,87.44,86.83,86.66
89.17,84.58,84.33,85.6,85.17,85.77
88.08,86.58,88.5,87.82,89.0,88.0
87.67,87.25,88.83,88.38,86.33,87.69
88.75,86.0,87.67,87.82,91.0,88.25
89.33,88.0,85.0,85.2,86.5,86.81
86.5,90.92,86.17,90.11,88.0,88.34
84.5,87.17,84.33,84.58,88.17,85.75
87.17,87.25,90.67,85.22,88.33,87.73
87.83,87.83,90.33,85.13,85.33,87.29
84.0,85.17,87.0,89.27,87.5,86.59
90.92,86.67,86.33,88.38,87.67,87.99
90.58,87.5,87.33,85.13,84.0,86.91
88.42,89.92,89.0,88.18,90.0,89.1
88.0,89.58,89.17,87.49,85.83,88.01
89.67,84.58,84.17,88.56,87.67,86.93
86.58,85.17,89.5,86.29,87.17,86.94
88.58,86.42,90.67,87.47,85.17,87.66
89.83,88.08,84.83,87.42,90.5,88.13
87.92,86.67,85.33,86.8,86.5,86.64
87.42,87.92,89.33,85.82,87.0,87.5
86.92,87.33,86.5,86.6,90.67,87.6
88.5,87.0,88.83,87.71,86.0,87.61
87.5,88.83,84.17,85.8,87.33,86.73
85.92,86.67,86.67,87.42,87.67,86.87
86.17,87.58,87.33,85.42,85.33,86.37
86.75,87.0,87.17,88.2,86.17,87.06
91.67,87.42,86.17,87.58,90.83,88.73
86.5,86.42,88.17,88.02,90.17,87.85
88.75,86.33,89.67,87.11,90.67,88.51
87.5,90.08,89.83,85.87,85.67,87.79
86.08,86.5,82.83,86.31,84.5,85.25
87.0,86.0,87.5,84.38,87.33,86.44
87.25,87.33,85.83,85.02,87.17,86.52
87.5,86.67,86.5,87.38,84.5,86.51
86.0,84.17,87.67,86.84,87.5,86.44
84.92,85.83,85.5,88.89,89.17,86.86
87.83,86.08,88.17,85.84,87.83,87.15
84.75,87.25,86.67,86.93,88.5,86.82
88.83,87.42,87.33,91.47,85.83,88.18
86.0,87.67,89.0,87.98,87.5,87.63
87.5,89.08,88.67,87.27,87.67,88.04
88.5,89.0,83.0,89.33,89.83,87.93
86.92,86.33,84.5,87.11,87.17,86.41
88.75,87.25,86.67,89.02,86.0,87.54
86.92,87.67,86.33,88.4,87.33,87.33
87.67,87.58,89.83,86.02,91.0,88.42
88.08,85.75,87.17,87.42,87.33,87.15
88.58,87.25,88.0,88.04,87.33,87.84
86.75,88.25,86.0,88.47,88.0,87.49
86.0,88.42,88.17,87.07,87.33,87.4
87.58,87.08,84.5,87.62,87.17,86.79
88.33,87.67,87.67,85.91,87.5,87.42
85.58,87.42,86.0,88.64,85.67,86.66
85.08,87.33,89.0,87.93,89.83,87.84
88.42,87.33,89.83,89.89,86.33,88.36
85.92,87.08,84.67,86.07,86.33,86.01
86.5,88.08,87.33,87.56,85.83,87.06
87.75,87.75,90.0,89.4,87.5,88.48
87.67,88.08,85.17,87.31,85.0,86.65
88.0,85.83,86.83,87.84,90.5,87.8
88.67,86.0,86.67,88.27,85.67,87.05
88.0,87.5,85.5,87.36,86.17,86.9
85.17,86.5,87.83,88.36,87.5,87.07
87.42,87.75,87.17,89.27,85.83,87.49
85.42,86.42,89.67,88.58,90.17,88.05
87.0,88.25,89.0,88.58,89.5,88.47
85.58,88.58,87.17,85.93,87.5,86.95
87.42,86.92,88.83,88.67,89.17,88.2
86.5,88.17,87.67,84.6,88.5,87.09
86.58,88.83,86.5,90.42,90.67,88.6
88.58,87.17,88.5,86.93,84.83,87.2
87.17,89.42,86.5,89.29,86.0,87.67
88.25,89.33,87.83,87.36,85.5,87.65
87.25,87.33,88.5,88.24,87.33,87.73
87.75,87.17,89.67,87.36,89.83,88.35
88.33,88.42,90.67,87.13,87.0,88.31
89.17,88.92,85.5,87.49,88.17,87.85
89.17,87.67,89.33,84.87,85.83,87.37
89.17,87.58,86.33,84.33,86.17,86.72
87.83,87.17,87.17,85.56,89.33,87.41
83.75,87.33,87.33,85.76,89.5,86.73
90.5,89.25,88.83,87.38,87.67,88.73
86.42,87.0,86.0,87.42,87.0,86.77
86.08,85.0,89.17,88.56,86.33,87.03
86.58,89.0,85.5,87.64,86.0,86.95
88.17,87.42,89.67,86.27,84.83,87.27
86.92,87.75,89.33,89.84,85.0,87.77
88.5,87.67,86.33,86.98,88.17,87.53
89.17,86.83,90.0,89.98,89.5,89.1
86.58,89.42,87.83,90.31,89.5,88.73
85.58,87.17,86.5,89.71,88.5,87.49
88.58,86.75,85.0,86.16,84.0,86.1
88.0,86.33,90.17,87.91,88.33,88.15
88.5,87.75,88.0,86.24,87.83,87.67
88.5,87.75,88.33,87.07,88.83,88.1
87.83,84.33,86.33,88.89,89.0,87.28
86.83,87.83,88.0,87.0,89.67,87.87
86.83,88.0,86.33,84.4,88.33,86.78
84.42,87.17,89.17,88.69,84.83,86.85
87.25,88.92,87.33,86.6,89.33,87.89
89.0,87.08,87.5,88.16,86.17,87.58
85.75,87.58,88.33,88.4,89.67,87.95
86.58,87.0,86.33,88.24,87.67,87.17
89.67,87.42,90.0,85.56,86.33,87.79
87.5,87.75,87.17,87.8,86.67,87.38
88.08,85.75,88.67,85.56,86.5,86.91
84.0,87.42,87.5,85.27,89.0,86.64
86.08,86.83,85.83,86.8,88.83,86.88
87.17,87.33,86.67,88.31,88.5,87.6
88.83,85.33,91.83,89.04,89.33,88.88
87.83,85.92,87.5,86.58,89.17,87.4
86.83,88.33,84.83,89.51,87.33,87.37
85.67,85.42,85.83,86.8,87.67,86.28
88.5,88.0,84.5,85.73,88.33,87.01
87.5,84.5,86.33,86.96,87.0,86.46
88.33,89.17,86.67,88.38,84.0,87.31
88.25,84.67,85.33,87.16,85.0,86.08
87.25,89.92,86.67,89.64,88.17,88.33
87.08,87.83,84.83,87.62,88.5,87.17
89.17,86.83,86.0,88.09,88.17,87.65
87.0,86.25,88.0,89.24,85.67,87.23
87.92,87.75,88.33,88.67,85.67,87.67
88.33,87.0,87.5,89.44,87.83,88.02
87.92,90.25,89.67,87.87,86.17,88.37
88.17,86.5,83.67,87.31,88.0,86.73
87.08,90.92,87.0,87.31,86.17,87.7
86.17,90.08,86.0,88.98,86.33,87.51
87.33,86.33,88.17,88.96,88.67,87.89
89.08,86.67,90.33,87.93,88.67,88.54
89.0,87.5,83.83,85.47,87.83,86.73
87.0,88.5,88.33,85.44,88.33,87.52
87.75,88.42,88.83,90.07,84.17,87.85
86.75,86.42,86.0,86.22,85.5,86.18
87.92,85.75,87.17,87.8,89.83,87.69
89.42,87.58,87.67,87.09,87.83,87.92
88.17,88.75,88.17,85.89,89.0,87.99
84.92,86.25,84.83,85.47,87.0,85.69
87.33,86.08,88.33,87.58,87.0,87.27
85.83,89.83,89.17,87.11,90.5,88.49
87.92,87.67,84.0,86.87,87.17,86.72
88.17,87.33,87.67,86.53,84.33,86.81
87.0,87.08,83.5,87.8,85.67,86.21
86.5,86.83,90.0,86.76,88.17,87.65
85.92,87.75,85.0,89.11,88.83,87.32
87.5,89.67,91.67,86.98,85.67,88.3
86.75,88.0,85.67,84.33,83.5,85.65
89.17,88.17,86.83,87.91,89.83,88.38
87.25,86.42,84.67,87.13,88.17,86.73
87.25,87.08,88.17,89.98,84.0,87.3
86.58,88.08,86.83,88.67,89.33,87.9
87.0,87.75,88.67,88.22,89.17,88.16
88.92,88.42,84.33,87.42,87.83,87.38
85.25,90.17,86.33,86.13,87.83,87.14
89.67,83.67,85.33,86.91,88.5,86.82
86.42,87.58,84.67,87.58,88.0,86.85
85.25,86.42,86.33,88.82,89.83,87.33
88.0,87.58,86.17,87.47,90.83,88.01
87.75,88.58,87.5,87.91,87.67,87.88
86.58,88.5,89.83,90.64,87.83,88.68
87.08,86.5,87.33,86.31,89.83,87.41
89.5,88.5,89.5,86.8,85.5,87.96
86.75,87.67,90.17,86.71,89.5,88.16
88.08,85.75,91.5,87.58,87.33,88.05
87.42,89.67,88.83,86.42,88.17,88.1
86.92,89.17,90.0,89.71,88.5,88.86
88.83,89.92,88.83,85.78,89.83,88.64
86.5,86.58,88.0,89.0,88.0,87.62
88.0,88.0,84.67,86.42,86.0,86.62
86.83,86.5,88.67,88.22,89.5,87.94
87.08,88.0,88.67,87.13,91.33,88.44
89.25,87.17,88.0,86.84,88.17,87.89
87.25,85.33,85.83,83.78,90.17,86.47
87.33,87.17,88.5,86.64,85.67,87.06
89.67,87.5,88.0,84.84,89.5,87.9
88.42,87.75,89.0,87.27,90.33,88.55
87.33,86.83,87.33,84.87,85.5,86.37
87.42,87.33,89.33,88.98,88.83,88.38
85.67,86.42,91.17,86.07,85.67,87.0
85.42,88.0,88.33,87.51,85.67,86.99
88.42,89.0,91.17,87.96,85.67,88.44
89.5,87.33,87.83,86.16,85.33,87.23
87.75,87.0,89.0,88.96,89.83,88.51
87.75,86.5,89.17,86.42,91.33,88.23
87.0,89.25,86.0,88.98,88.33,87.91
87.33,91.42,87.83,87.33,89.0,88.58
87.33,88.92,84.0,90.04,88.83,87.83
85.42,86.92,85.17,90.16,90.83,87.7
88.0,86.75,89.0,85.73,88.5,87.6
88.17,87.17,89.33,90.6,89.67,88.99
89.75,87.42,86.17,87.91,85.33,87.32
88.58,84.58,84.0,88.16,87.0,86.46
86.83,87.67,84.0,85.29,89.17,86.59
88.0,90.42,85.67,86.09,89.17,87.87
88.75,88.67,86.67,86.96,90.5,88.31
87.92,90.0,86.83,88.11,85.5,87.67
87.83,88.92,85.67,85.02,86.5,86.79
86.67,87.33,87.5,86.11,88.83,87.29
87.25,88.17,86.67,87.18,90.83,88.02
87.42,87.33,90.33,87.02,90.33,88.49
87.5,86.58,90.67,86.89,87.83,87.89
88.17,88.58,87.33,86.96,87.33,87.67
86.67,86.58,86.5,88.07,89.17,87.4
88.83,88.5,89.5,88.84,86.5,88.44
86.75,86.58,84.5,86.67,86.67,86.23
89.0,88.83,89.17,86.82,86.67,88.1
86.25,89.17,85.0,85.51,90.5,87.29
85.25,87.58,88.67,88.24,88.83,87.72
88.33,87.92,87.67,88.47,90.33,88.54
85.58,87.0,85.67,88.44,88.5,87.04
89.5,86.92,87.17,88.36,88.0,87.99
88.33,87.33,87.33,86.6,86.5,87.22
87.17,87.17,87.83,88.67,85.67,87.3
87.42,88.75,87.5,86.76,86.83,87.45
87.83,88.33,86.33,89.02,87.17,87.74
86.33,89.5,89.67,87.49,87.83,88.16
88.92,85.67,89.17,86.67,86.67,87.42
85.33,86.75,91.0,86.82,85.17,87.01
85.5,86.83,86.67,87.33,86.83,86.63
89.33,87.08,86.0,85.02,88.67,87.22
88.08,87.33,86.17,85.24,86.5,86.67
90.92,86.08,88.17,85.76,91.33,88.45
86.67,89.0,85.67,87.22,87.17,87.14
86.58,87.08,86.5,86.84,86.67,86.74
89.92,90.25,85.0,87.73,89.0,88.38
86.75,86.42,88.33,86.6,84.33,86.49
87.33,86.92,87.5,87.53,88.83,87.62
89.25,90.0,89.5,86.62,86.33,88.34
91.08,88.67,88.33,87.49,91.33,89.38
88.42,85.25,87.33,89.13,88.17,87.66
85.17,87.17,86.5,86.04,87.17,86.41
87.92,87.67,91.5,88.18,90.5,89.15
89.83,87.92,87.0,87.67,85.0,87.48
88.67,85.92,88.0,85.62,86.17,86.87
88.67,90.17,92.0,86.58,87.0,88.88
87.33,88.5,90.17,90.73,86.5,88.65
85.83,86.25,86.67,88.47,86.5,86.74
88.33,88.42,86.67,89.22,89.33,88.39
87.08,86.08,88.5,86.96,87.83,87.29
85.92,87.5,85.17,86.27,86.83,86.34
87.75,87.67,88.17,88.07,87.33,87.8
89.25,89.08,87.0,87.53,87.67,88.11
88.0,87.0,89.5,85.07,86.83,87.28
87.33,84.58,89.0,85.82,85.83,86.51
88.08,86.67,86.33,89.36,86.67,87.42
89.75,87.08,84.33,87.71,87.33,87.24
87.67,88.42,89.0,88.62,86.33,88.01
87.0,89.25,85.17,88.18,89.0,87.72
86.67,88.83,87.17,87.58,86.0,87.25
87.08,88.5,86.17,86.42,89.33,87.5
87.5,86.17,88.83,87.78,90.33,88.12
88.25,87.0,90.0,86.78,87.33,87.87
89.0,88.25,83.17,87.09,88.83,87.27
89.58,87.25,88.0,85.93,88.67,87.89
88.5,86.5,84.67,86.6,87.5,86.75
84.0,85.58,89.0,87.33,89.0,86.98
88.17,89.0,87.5,89.33,87.0,88.2
87.42,87.92,89.67,88.29,86.33,87.92
89.58,87.58,87.0,87.24,87.83,87.85
86.83,88.08,85.67,88.73,85.67,87.0
88.92,87.58,86.5,86.11,90.5,87.92
87.17,85.58,85.0,87.6,91.67,87.4
85.33,90.25,88.33,89.33,86.5,87.95
87.25,88.42,89.67,86.93,86.67,87.79
89.42,91.0,87.33,90.36,87.17,89.05
85.83,87.5,87.33,86.78,84.33,86.36
87.42,89.33,84.17,91.69,87.0,87.92
87.17,87.75,85.83,86.8,87.17,86.94
