RST10000,RCD10000,RSL10000,RSU10000,ROR10000,RDA10000,RTR10000,RPR10000,RMR10000,RCM10000,RSRC_001
64.11,61.74,54.74,52.26,67.0,53.47,57.32,62.68,56.74,58.58,58.86
65.05,56.84,64.95,59.79,58.47,61.05,59.89,54.84,60.53,59.68,60.11
53.95,57.05,58.74,58.26,62.84,59.58,57.89,55.95,60.05,59.11,58.34
60.47,59.16,61.53,55.53,56.37,60.47,60.47,61.95,54.68,57.16,58.78
65.42,59.32,58.95,62.42,63.74,65.84,61.32,66.11,60.32,61.84,62.53
64.79,61.11,55.32,66.21,61.95,60.68,56.42,59.74,63.0,58.26,60.75
62.37,58.58,61.89,62.21,60.32,57.05,61.58,52.32,61.84,64.0,60.22
61.95,59.47,55.47,52.95,56.05,58.16,61.32,67.89,62.53,60.58,59.64
61.16,54.0,49.16,59.0,63.21,63.32,56.21,62.21,63.05,63.05,59.44
62.32,57.42,58.53,62.89,57.63,57.58,58.16,59.16,56.47,61.16,59.13
59.84,65.0,63.58,70.16,59.89,61.21,57.79,59.05,61.32,65.0,62.28
60.16,49.11,56.95,60.74,59.16,55.89,68.37,61.37,59.74,63.21,59.47
61.74,61.89,63.89,51.0,63.68,57.26,56.89,61.37,59.79,56.68,59.42
57.84,56.89,57.26,65.32,56.74,53.32,61.0,57.32,59.53,61.89,58.71
61.84,56.11,58.32,58.37,55.89,56.79,62.95,66.74,61.89,55.68,59.46
60.11,63.05,60.11,62.53,63.05,56.05,58.42,61.05,56.58,65.16,60.61
54.79,65.68,60.42,59.0,52.16,58.05,62.89,59.53,52.74,53.26,57.85
65.53,55.26,62.21,63.16,59.21,59.68,64.0,64.21,61.26,62.53,61.71
58.89,61.0,57.37,64.84,60.74,58.26,61.37,60.58,60.05,56.32,59.94
63.05,61.58,59.58,61.79,58.26,58.37,62.21,57.42,60.11,59.16,60.15
54.79,65.21,52.79,58.58,65.05,61.26,61.63,59.32,64.95,56.79,60.04
57.95,66.58,61.21,71.79,59.05,69.79,62.0,63.68,55.63,56.26,62.39
61.53,67.26,58.0,62.58,59.42,70.58,60.95,60.0,63.32,63.37,62.7
58.11,52.47,57.32,56.47,57.32,54.47,59.89,64.26,58.84,68.32,58.75
52.95,56.47,58.95,62.37,66.26,67.26,52.79,56.53,55.16,64.16,59.29
61.89,66.0,59.05,60.37,59.37,54.74,72.11,63.21,59.11,60.47,61.63
55.26,62.16,59.21,61.32,56.11,62.47,61.53,63.47,58.95,60.32,60.08
62.32,63.95,64.26,53.58,50.63,61.74,58.16,60.0,67.11,62.37,60.41
61.79,55.0,65.05,64.16,70.84,61.84,63.79,62.47,63.11,58.16,62.62
61.21,56.63,61.11,56.63,51.26,65.11,63.68,64.89,53.0,62.68,59.62
59.63,58.47,61.63,60.53,58.47,61.0,57.47,50.53,60.84,61.21,58.98
58.16,60.74,59.37,65.84,53.42,57.11,63.68,59.84,63.21,61.37,60.27
65.32,61.84,61.16,50.37,64.32,57.84,57.84,62.11,65.79,57.53,60.41
65.89,63.16,65.32,58.37,61.68,57.42,56.58,62.05,56.16,67.0,61.36
62.26,59.89,60.11,56.89,62.95,54.42,64.16,59.74,55.58,65.21,60.12
63.11,60.16,57.32,63.16,58.11,60.63,57.58,59.79,57.21,59.32,59.64
56.53,70.11,53.26,62.58,62.68,59.84,52.89,54.37,61.16,64.53,59.79
54.74,67.37,57.58,63.05,59.84,54.37,56.89,58.16,57.68,56.79,58.65
53.68,63.16,60.74,58.21,59.42,64.32,55.42,58.21,55.68,49.32,57.82
59.05,61.0,60.05,59.37,58.68,57.53,57.32,60.53,54.47,55.0,58.3
59.16,61.58,54.32,57.53,54.05,65.11,67.16,57.95,52.53,59.16,58.85
61.26,63.0,59.37,52.42,57.42,63.0,66.79,52.37,63.21,60.0,59.88
57.79,56.47,58.16,60.26,55.74,60.16,64.42,58.32,60.95,56.89,58.92
63.11,57.58,64.16,66.95,60.11,55.21,63.53,58.58,62.16,54.16,60.55
52.26,57.21,58.68,60.63,64.05,53.58,55.32,63.53,63.89,58.26,58.74
59.84,60.47,57.84,61.63,58.79,70.37,55.68,58.84,54.32,66.11,60.39
56.37,61.84,65.74,63.05,61.89,62.74,61.26,58.95,61.79,60.74,61.44
61.58,55.84,58.32,59.84,60.42,60.74,62.0,58.37,57.95,65.89,60.09
60.42,59.16,60.16,65.53,53.11,63.26,54.26,60.95,55.74,62.37,59.49
55.26,59.42,69.37,59.0,60.53,60.26,55.26,61.79,61.79,61.79,60.45
65.79,63.68,63.21,58.42,56.32,60.0,59.16,58.16,60.37,60.68,60.58
66.37,55.16,54.53,61.79,64.37,63.84,48.63,62.68,59.63,62.74,59.97
65.16,55.16,62.47,61.05,62.95,58.89,65.11,54.89,57.37,63.58,60.66
61.32,52.79,59.47,58.89,60.95,63.11,65.16,61.74,58.11,59.53,60.11
58.11,63.84,58.37,63.05,59.05,63.79,57.68,59.16,55.05,58.16,59.63
60.0,60.63,67.95,54.58,58.16,62.89,57.26,60.95,49.74,59.63,59.18
57.89,56.63,62.58,53.95,61.53,59.58,55.74,62.58,67.26,59.21,59.69
66.26,51.58,62.05,63.68,54.21,50.74,59.95,57.74,64.21,63.47,59.39
62.63,57.53,64.37,57.37,65.21,63.84,61.47,66.89,61.58,58.89,61.98
59.16,61.58,60.21,60.89,65.32,60.58,58.47,56.21,62.37,64.32,60.91
61.68,51.84,58.16,57.74,60.84,63.89,58.42,51.42,65.74,60.0,58.97
55.11,54.42,59.89,55.0,55.16,66.21,59.79,60.11,63.21,52.26,58.12
58.16,62.0,60.32,62.63,56.53,61.37,62.53,56.79,64.79,64.74,60.98
60.58,57.32,57.32,64.26,61.95,60.63,61.32,64.68,59.16,61.0,60.82
68.53,62.0,63.42,57.05,55.21,61.0,65.95,51.37,58.74,61.0,60.43
60.21,56.16,56.53,56.84,54.42,69.53,60.95,61.42,62.53,52.16,59.07
56.63,66.58,58.42,60.42,55.68,55.32,67.11,63.26,52.74,71.0,60.72
60.68,59.53,58.89,55.05,59.05,61.63,61.42,60.47,67.95,60.63,60.53
59.53,58.05,63.11,58.74,60.68,58.95,56.74,61.32,64.42,63.0,60.45
58.47,63.21,63.26,59.47,70.74,58.05,58.47,57.32,57.74,58.53,60.53
61.0,61.16,61.26,61.21,60.21,64.37,67.95,57.11,66.53,65.21,62.6
57.11,57.42,58.37,61.74,60.0,61.21,60.63,58.89,64.47,56.68,59.65
59.68,58.16,60.42,56.37,66.16,56.95,52.32,55.05,61.0,56.37,58.25
56.95,55.74,55.53,59.37,57.11,64.0,50.21,61.47,57.47,52.63,57.05
68.42,57.63,61.05,69.0,56.47,56.42,60.0,55.74,63.16,61.26,60.92
55.32,54.37,62.95,60.74,56.16,57.21,60.26,63.32,59.68,64.63,59.46
58.21,58.89,55.26,57.95,69.05,57.47,59.42,60.58,57.95,62.53,59.73
66.89,57.74,61.21,65.79,57.84,63.79,54.79,64.37,61.32,61.42,61.52
60.68,59.47,63.32,62.0,61.47,63.16,66.79,61.05,58.63,55.37,61.19
60.32,71.42,60.37,64.63,53.68,54.37,64.53,62.21,55.53,62.89,60.99
60.84,59.47,61.53,57.74,62.53,65.68,67.63,58.11,62.84,65.11,62.15
63.0,57.32,62.11,55.32,63.68,62.0,58.16,57.32,61.11,59.79,59.98
59.16,53.37,57.95,63.58,53.16,54.32,61.79,64.21,59.74,52.84,58.01
64.68,52.79,57.32,57.11,55.21,59.58,59.74,61.74,67.84,59.21,59.52
62.21,60.47,57.05,59.84,63.21,65.26,61.26,56.84,55.47,60.63,60.23
56.42,66.42,52.89,61.58,53.89,62.11,64.84,63.16,54.16,62.16,59.76
67.05,65.21,65.11,58.68,60.26,65.42,52.16,54.89,61.47,63.05,61.33
52.11,56.11,60.37,64.16,62.11,60.0,56.95,56.74,61.74,55.63,58.59
59.79,58.58,56.26,60.11,56.63,55.95,68.53,63.95,64.42,66.05,61.03
61.58,62.79,54.32,60.63,63.47,55.05,58.47,56.74,57.84,59.05,58.99
61.89,65.42,55.79,63.42,59.84,66.26,57.58,65.89,66.26,64.21,62.66
50.32,68.0,64.05,58.21,66.11,59.05,61.63,60.21,63.84,66.37,61.78
56.47,65.95,61.95,62.42,65.63,59.79,60.26,60.37,64.26,57.16,61.43
62.89,53.05,50.89,58.21,53.37,59.26,61.21,62.32,52.32,62.58,57.61
59.89,57.79,66.37,58.47,64.11,60.58,56.89,54.05,62.05,66.37,60.66
61.11,72.68,63.37,61.47,56.26,60.58,62.16,57.95,63.42,65.84,62.48
67.42,65.32,65.63,64.58,59.0,65.58,65.37,60.05,61.58,63.11,63.76
63.58,61.95,50.37,63.42,64.79,61.63,66.84,63.84,56.79,59.47,61.27
62.05,61.79,56.11,60.0,55.32,62.05,54.26,57.89,61.37,53.84,58.47
58.53,60.53,59.0,65.26,57.11,56.95,57.11,66.0,63.84,65.21,60.95
57.58,66.84,58.47,59.79,56.32,59.21,64.79,59.11,62.42,59.26,60.38
55.89,60.21,59.21,56.37,54.21,59.32,61.74,55.37,61.58,60.84,58.47
65.0,57.32,54.11,68.05,55.79,62.95,67.95,63.05,63.32,58.37,61.59
59.89,56.74,63.37,58.79,59.11,57.58,56.05,57.89,61.21,59.11,58.97
55.95,58.0,60.74,57.84,58.42,49.89,57.63,61.58,62.74,67.21,59.0
64.42,58.21,61.11,62.58,58.0,55.58,60.95,59.37,61.95,59.58,60.17
63.21,59.42,64.53,58.74,57.84,66.74,57.21,54.84,60.11,66.58,60.92
60.32,58.26,61.58,64.53,59.0,65.84,58.58,62.89,59.21,63.95,61.42
65.26,60.05,63.05,55.42,61.0,51.84,55.47,58.47,58.58,63.05,59.22
59.05,63.95,64.47,68.0,54.79,58.95,56.58,57.21,58.26,57.16,59.84
61.58,66.95,52.47,61.05,60.47,59.0,68.89,63.42,63.58,64.05,62.15
62.0,69.42,56.47,58.42,57.53,62.11,58.84,55.16,63.68,54.37,59.8
61.79,60.32,62.47,60.95,59.37,59.47,59.26,58.47,53.58,62.32,59.8
62.53,61.68,55.68,60.32,63.11,61.0,61.63,64.53,58.21,66.68,61.54
61.58,62.58,57.42,65.47,62.26,63.26,61.26,61.58,59.26,57.05,61.17
61.63,57.26,61.74,60.0,55.47,54.16,53.58,59.26,61.53,59.53,58.42
62.16,56.16,54.84,69.16,63.05,61.21,57.0,60.05,56.63,58.95,59.92
58.47,54.89,61.16,68.53,63.63,61.11,55.84,62.95,60.95,62.26,60.98
60.95,59.74,64.53,58.95,57.53,63.47,62.11,65.05,68.74,56.47,61.75
57.89,63.0,65.42,58.53,58.21,59.42,62.74,61.0,60.32,61.84,60.84
59.95,56.16,62.74,59.37,48.68,62.58,63.47,52.42,66.63,58.89,59.09
63.74,60.89,59.21,68.42,62.37,63.84,66.0,60.42,61.53,63.11,62.95
55.58,58.16,54.32,56.21,62.68,59.32,61.47,60.84,56.32,59.05,58.39
63.0,63.21,66.37,58.68,52.0,61.0,60.42,62.16,60.68,63.32,61.08
59.32,60.32,58.32,52.47,59.63,49.84,67.58,61.21,55.05,62.0,58.57
58.84,54.63,53.95,60.89,59.47,58.89,59.95,61.26,61.63,59.89,58.94
54.42,65.0,55.53,63.26,51.89,57.21,62.21,61.37,63.32,57.16,59.14
56.63,60.84,60.47,61.63,55.0,65.63,61.95,55.53,64.21,52.32,59.42
67.11,64.42,60.47,65.79,57.68,58.79,62.21,56.21,64.58,55.21,61.25
56.95,65.58,61.53,59.47,58.11,47.74,61.16,62.42,63.63,59.26,59.58
55.58,54.84,57.11,66.89,59.95,61.63,58.16,61.37,57.47,61.32,59.43
60.42,63.58,60.0,66.89,64.68,66.63,66.26,60.26,54.0,60.11,62.28
57.21,63.68,59.0,56.47,60.21,53.26,64.95,56.89,64.21,58.37,59.43
63.63,62.32,58.79,65.79,65.37,60.05,63.11,66.16,61.32,59.05,62.56
53.89,63.16,56.63,61.74,63.47,55.95,64.26,58.26,55.16,58.26,59.08
59.26,67.58,70.11,62.95,61.79,60.95,62.0,59.21,59.63,60.95,62.44
61.0,54.63,58.16,58.47,59.0,57.95,59.37,58.63,56.79,59.84,58.38
62.58,50.26,60.0,55.32,64.21,63.58,61.89,66.21,58.68,66.74,60.95
57.21,58.53,64.32,60.37,63.26,57.0,63.68,64.68,51.58,57.42,59.81
62.0,58.32,57.0,57.05,61.21,57.53,58.58,55.42,60.21,56.26,58.36
62.37,57.42,58.42,55.68,58.16,63.11,59.58,63.05,59.0,57.37,59.42
63.05,62.84,64.58,55.32,57.84,58.58,57.68,55.95,64.05,59.37,59.93
67.79,53.11,55.32,63.89,57.05,61.37,67.11,60.84,60.74,64.89,61.21
59.74,55.42,55.53,62.53,62.89,62.63,56.63,59.74,59.63,53.58,58.83
61.84,62.79,55.53,55.26,65.16,67.68,57.21,64.11,57.53,56.68,60.38
67.37,54.63,64.89,54.58,60.0,61.89,55.95,54.68,57.05,62.95,59.4
60.32,61.68,60.26,61.05,55.16,64.47,50.05,54.68,62.21,62.58,59.25
57.26,60.63,66.63,62.11,63.16,59.63,64.68,58.89,55.58,57.32,60.59
65.05,61.42,60.53,52.47,66.47,58.95,62.58,61.95,64.26,68.47,62.22
64.11,57.42,55.53,63.47,61.74,60.68,58.05,66.58,65.74,60.84,61.42
57.21,58.05,58.74,62.0,61.89,66.0,55.42,61.37,61.11,54.05,59.58
58.79,69.32,61.11,52.58,66.63,56.74,64.37,60.95,58.89,70.0,61.94
65.26,56.74,53.89,63.74,63.53,61.42,60.58,57.58,59.79,59.53,60.21
58.11,54.63,65.32,62.16,58.95,60.16,61.58,63.42,58.26,67.05,60.96
59.16,62.68,60.74,55.26,56.11,51.68,62.26,73.37,66.0,58.58,60.58
58.32,53.32,58.84,64.89,59.47,68.11,59.42,62.53,55.79,53.47,59.42
63.74,54.21,61.47,63.21,65.42,60.95,56.79,55.79,61.79,52.68,59.61
53.42,59.05,54.63,63.37,52.26,67.74,59.42,65.95,61.32,59.21,59.64
55.53,55.58,58.63,63.42,61.79,63.89,54.79,64.37,61.32,65.95,60.53
65.42,51.84,60.84,63.37,65.05,50.74,58.16,59.53,62.89,66.47,60.43
63.84,65.0,61.89,60.47,62.0,61.63,60.74,63.53,53.79,61.37,61.43
58.47,62.0,61.11,60.11,64.84,61.68,55.26,54.42,66.63,59.11,60.36
61.58,60.11,66.05,62.89,63.26,59.95,62.58,71.53,65.42,58.42,63.18
61.89,62.53,63.05,60.21,59.95,63.79,67.42,55.84,61.68,64.89,62.13
54.16,53.05,55.0,59.68,63.32,60.0,57.05,56.21,59.84,69.89,58.82
61.84,54.79,58.16,58.05,60.84,61.26,55.89,61.63,58.68,61.68,59.28
67.0,62.63,61.42,52.68,59.79,54.63,61.68,63.37,62.05,55.74,60.1
54.32,65.47,62.05,57.58,60.58,57.68,60.95,67.32,61.11,53.89,60.09
50.74,72.47,58.05,52.84,55.11,53.05,62.68,64.63,64.79,59.05,59.34
64.63,57.84,55.74,56.16,56.95,62.47,57.58,51.58,59.63,54.68,57.73
61.68,60.0,62.84,53.58,60.16,64.53,67.21,57.37,60.89,64.63,61.29
63.26,65.42,60.11,64.74,62.37,59.11,59.95,60.42,62.05,61.47,61.89
53.58,64.16,54.79,58.89,59.21,55.47,60.53,56.32,59.0,65.79,58.77
60.42,64.47,63.37,58.68,57.37,64.42,57.53,57.0,54.63,50.79,58.87
57.16,54.32,67.32,57.58,57.05,66.26,56.05,61.47,56.89,59.79,59.39
59.21,59.05,59.89,56.79,66.68,61.95,61.0,63.21,58.89,62.0,60.87
58.58,67.74,60.37,60.53,57.0,60.21,54.37,64.26,63.16,65.95,61.22
53.0,59.89,58.89,60.63,65.0,65.74,61.74,62.37,50.16,65.74,60.32
54.58,51.47,64.26,60.58,61.42,61.63,56.68,60.79,54.58,58.47,58.45
62.74,66.84,67.32,59.21,63.05,62.68,63.26,58.0,64.11,53.74,62.09
56.05,58.95,63.58,60.47,59.26,66.0,65.58,53.05,62.47,60.11,60.55
60.58,61.84,58.63,60.42,54.89,62.47,59.21,53.53,59.11,68.89,59.96
65.89,61.63,60.0,58.63,63.0,59.95,61.16,60.05,56.79,60.74,60.78
58.63,56.74,58.95,63.47,58.89,58.58,62.68,58.11,58.37,60.0,59.44
58.68,60.47,62.05,52.74,54.58,58.32,50.26,62.05,57.0,61.89,57.81
65.32,56.47,58.47,49.32,56.53,57.26,59.32,58.53,58.0,59.42,57.86
53.16,60.95,59.42,54.95,60.26,54.42,71.26,54.74,59.37,59.53,58.81
55.58,64.11,56.95,64.58,70.53,58.37,50.26,59.47,65.84,60.11,60.58
52.05,59.95,61.79,51.42,54.89,60.16,65.42,62.42,56.63,60.11,58.48
64.74,60.37,53.58,58.89,61.05,62.16,63.05,60.89,60.84,57.89,60.35
60.37,53.89,55.53,55.68,54.37,64.95,64.79,55.58,53.84,59.47,57.85
67.26,56.79,62.26,56.95,52.89,61.05,57.26,59.26,61.63,64.11,59.95
61.68,53.89,63.95,66.11,59.11,57.63,59.42,62.16,58.79,59.63,60.24
55.47,61.79,57.74,63.74,55.95,54.47,52.53,62.05,57.63,63.53,58.49
62.58,64.95,63.11,59.37,54.63,58.95,62.26,56.95,63.53,62.53,60.88
64.63,63.79,62.26,62.53,59.32,64.37,59.84,61.53,57.68,58.16,61.41
60.42,47.79,63.58,59.53,59.11,56.37,60.11,66.37,63.95,67.42,60.46
58.26,58.42,56.79,60.89,58.42,58.05,59.47,58.79,61.32,51.32,58.17
60.0,59.79,57.63,70.21,55.11,62.21,63.47,62.32,62.0,59.47,61.22
63.21,64.11,59.89,56.21,57.21,58.84,66.05,58.16,64.74,55.53,60.39
59.37,61.79,65.79,58.84,60.47,65.32,64.58,63.37,58.63,60.68,61.88
57.89,62.63,50.58,59.79,63.37,62.95,55.63,65.32,62.47,57.47,59.81
59.58,59.32,58.32,65.21,55.58,52.37,62.58,57.74,63.32,57.21,59.12
55.68,56.74,64.58,55.53,58.21,58.79,57.95,55.26,60.37,64.89,58.8
59.68,63.95,64.63,63.11,53.89,61.37,51.58,64.21,64.05,60.37,60.68
65.11,51.84,60.53,65.53,63.95,60.53,58.63,66.26,60.26,61.95,61.46
56.37,58.47,64.95,69.84,66.42,63.79,62.89,65.37,58.47,57.26,62.38
61.58,54.11,69.37,63.21,54.74,60.74,56.0,60.37,62.47,71.21,61.38
55.16,56.32,69.37,59.16,47.0,51.84,59.11,65.32,58.42,61.0,58.27
59.89,61.84,57.37,59.42,65.32,59.32,58.53,58.42,59.11,66.21,60.54
59.37,51.11,56.05,64.89,53.05,56.05,55.16,55.47,60.79,63.26,57.52
58.95,63.42,59.79,58.26,57.79,65.95,64.37,56.47,64.63,65.16,61.48
63.11,61.79,59.74,56.89,57.42,61.89,58.53,60.37,62.89,59.26,60.19
59.79,57.58,68.42,62.11,60.74,57.58,57.11,52.21,59.79,65.63,60.09
61.63,67.47,58.26,59.21,63.53,55.21,60.84,61.58,59.58,62.11,60.94
60.05,65.47,58.95,65.53,55.26,54.79,62.21,65.21,61.47,59.74,60.87
63.0,56.16,67.21,59.42,54.74,57.42,62.37,54.21,60.0,62.89,59.74
58.16,57.42,59.63,60.74,64.89,61.26,68.84,55.58,54.89,54.95,59.64
62.11,62.11,58.74,60.05,53.47,63.53,58.58,58.16,58.21,55.47,59.04
56.84,55.05,57.11,64.47,51.16,66.84,51.68,54.0,63.89,61.79,58.28
57.47,59.42,53.74,60.53,58.11,60.68,65.47,56.84,62.95,64.11,59.93
62.42,65.26,57.79,60.37,53.58,53.74,56.05,60.74,63.47,58.26,59.17
57.89,64.11,65.11,55.16,58.53,56.42,63.58,58.84,70.42,58.84,60.89
58.84,59.74,69.16,60.79,56.11,60.63,67.11,57.0,54.74,59.74,60.38
60.58,60.79,53.21,67.63,59.74,64.53,56.32,60.58,59.74,60.47,60.36
65.16,60.05,62.84,59.26,58.74,59.58,58.79,59.58,57.89,60.37,60.23
61.74,61.05,56.95,65.74,62.68,61.89,62.05,55.79,61.58,53.0,60.25
53.11,65.74,61.47,54.21,56.95,65.74,59.42,64.37,57.47,56.68,59.52
61.16,64.89,58.16,68.21,57.16,59.42,56.21,56.63,59.0,59.79,60.06
61.05,64.42,60.58,56.95,64.42,61.42,54.79,60.89,64.84,60.89,61.03
59.74,66.11,63.63,68.05,63.05,59.95,56.74,57.84,57.95,61.63,61.47
56.0,67.21,55.79,60.53,53.42,63.37,55.84,57.11,59.21,58.95,58.74
61.95,61.47,58.05,58.47,56.89,58.21,61.42,57.32,65.16,57.21,59.62
58.05,57.32,62.79,58.0,65.0,62.16,62.95,56.37,65.58,62.74,61.09
63.37,57.84,62.68,57.26,56.42,69.0,59.11,55.95,59.42,68.05,60.91
64.32,59.74,62.63,55.84,54.79,61.63,66.16,57.11,55.89,61.37,59.95
66.05,52.26,64.16,60.58,62.47,55.58,63.68,55.47,52.05,68.42,60.07
62.84,62.84,60.05,63.53,63.26,63.84,61.84,58.53,61.74,63.74,62.22
63.89,60.58,62.58,62.05,56.26,56.05,62.53,61.37,62.16,63.42,61.09
62.05,64.0,64.89,64.32,58.74,57.05,62.84,63.32,64.26,64.79,62.63
56.42,60.89,62.63,60.32,51.58,58.68,62.26,62.63,59.68,66.42,60.15
67.05,62.21,62.21,57.74,62.05,62.32,61.74,59.63,60.0,60.53,61.55
61.79,55.32,56.42,58.11,63.79,65.0,54.79,63.0,50.68,60.32,58.92
56.42,58.32,64.53,58.11,64.11,56.68,61.32,57.68,61.89,53.32,59.24
64.26,60.26,57.37,62.16,62.37,61.05,63.42,53.63,61.95,56.89,60.34
60.42,62.26,62.16,59.47,58.16,60.11,60.37,62.63,66.05,62.74,61.44
59.42,63.26,52.95,62.47,63.37,60.79,60.42,64.37,59.37,62.95,60.94
70.0,63.26,64.79,58.95,48.84,54.21,65.47,59.74,63.05,59.32,60.76
62.21,67.05,67.47,61.58,56.68,63.95,60.79,59.05,62.68,52.68,61.42
66.42,59.95,60.84,61.0,57.84,63.21,56.47,63.53,57.42,58.47,60.52
52.68,57.95,60.95,60.95,54.74,60.16,58.11,57.0,52.11,67.63,58.23
60.84,51.58,57.79,58.89,62.21,61.42,59.89,63.68,63.26,59.26,59.88
61.0,56.74,55.79,63.05,71.21,60.89,62.53,57.0,61.26,59.26,60.87
51.95,60.74,55.63,58.26,63.32,59.26,58.68,55.37,62.79,62.21,58.82
53.74,61.21,64.11,57.11,65.95,64.84,58.37,59.84,55.26,53.84,59.43
59.47,61.53,62.26,61.26,59.84,68.05,62.68,53.74,61.89,53.0,60.37
60.11,57.89,62.05,62.42,51.58,54.47,59.68,60.89,53.16,51.68,57.39
59.63,57.37,54.63,56.89,60.32,52.26,66.26,58.26,62.58,54.21,58.24
66.21,54.37,57.53,61.0,55.37,61.68,58.26,63.42,63.89,62.63,60.44
61.74,63.42,61.21,55.21,56.21,56.68,59.47,58.53,59.37,62.79,59.46
65.42,56.53,59.95,54.0,60.21,60.74,65.58,57.21,60.68,55.0,59.53
60.58,50.0,61.21,59.47,58.63,60.84,58.63,61.05,55.84,56.63,58.29
52.21,66.16,57.42,56.95,65.84,59.37,58.74,53.68,55.53,56.42,58.23
62.63,57.58,61.95,58.53,56.68,61.11,63.95,51.47,70.84,57.42,60.22
62.42,63.0,52.74,68.79,64.05,68.47,60.05,60.37,63.32,60.79,62.4
53.37,57.47,57.63,60.63,57.37,61.89,52.53,51.74,68.32,60.37,58.13
62.11,49.47,60.53,58.79,50.89,58.47,60.11,64.05,54.11,61.05,57.96
67.63,61.42,61.32,68.37,55.26,57.63,65.84,56.11,58.16,62.42,61.42
64.16,62.58,59.63,59.0,68.79,67.26,67.63,61.0,62.32,60.58,63.29
60.21,59.89,63.26,57.11,55.79,56.16,56.32,52.37,60.37,57.89,57.94
58.16,61.53,57.68,57.84,65.47,66.42,53.89,60.26,63.37,55.79,60.04
59.89,60.68,54.47,61.21,60.89,56.16,59.68,54.32,53.37,59.16,57.98
62.05,59.47,63.0,51.79,64.21,64.89,54.32,60.68,60.89,60.63,60.19
54.0,57.42,54.42,58.37,60.84,62.26,56.11,60.63,60.89,56.63,58.16
61.53,62.21,61.32,54.58,60.42,62.21,60.58,53.68,59.84,62.11,59.85
58.74,68.79,58.79,63.63,56.32,60.84,49.0,57.26,59.68,56.32,58.94
64.11,61.11,59.95,60.11,59.11,61.63,69.26,62.74,66.89,55.63,62.05
67.32,55.74,62.89,64.58,67.16,61.47,57.89,58.95,60.0,57.95,61.39
60.58,46.79,55.37,60.89,63.26,54.79,53.47,57.47,61.16,58.89,57.27
63.53,58.05,51.58,57.84,59.42,58.26,55.68,56.26,67.47,61.32,58.94
58.05,64.95,59.84,60.32,62.63,60.37,56.74,62.89,57.95,62.84,60.66
64.68,59.47,65.89,65.16,58.42,55.42,58.11,61.21,58.37,59.0,60.57
62.84,66.21,59.84,52.11,65.53,52.26,58.74,64.58,67.21,60.21,60.95
59.0,60.47,62.21,65.11,68.89,64.58,66.37,61.89,57.11,62.84,62.85
56.58,57.21,56.37,62.68,58.32,54.05,54.53,62.89,62.26,56.79,58.17
60.21,62.74,63.58,57.63,54.0,65.42,60.26,56.32,63.21,62.79,60.62
61.05,56.74,55.47,61.74,56.95,57.84,56.11,61.74,63.95,62.74,59.43
58.95,59.0,61.68,62.63,59.37,60.26,61.79,60.32,64.58,56.05,60.46
58.26,56.63,51.42,59.84,58.11,60.84,60.32,54.89,52.84,64.47,57.76
60.47,56.89,59.26,65.74,62.89,61.21,56.11,60.89,61.47,61.16,60.61
54.95,58.0,61.74,59.11,59.84,58.74,54.79,60.58,56.05,56.84,58.06
61.68,60.0,61.26,56.74,60.74,62.68,58.84,62.21,53.63,53.53,59.13
56.16,55.05,66.89,58.21,59.53,57.53,59.11,60.47,62.89,58.74,59.46
59.58,64.05,57.21,70.47,54.47,57.21,57.58,59.37,60.37,60.53,60.08
68.95,62.53,59.11,58.68,56.74,58.74,60.26,56.37,54.89,58.95,59.52
60.05,60.74,62.26,66.0,63.79,58.63,58.84,62.53,57.74,60.84,61.14
61.79,59.74,48.47,63.53,62.79,55.42,65.42,58.42,63.26,58.32,59.72
60.84,60.84,63.47,53.32,65.26,60.68,67.58,59.95,54.63,59.0,60.56
63.26,59.79,63.63,55.53,64.79,69.63,59.0,59.47,54.42,60.53,61.01
57.32,62.47,53.89,54.58,60.79,71.32,59.21,54.53,58.74,60.63,59.35
50.58,57.32,53.63,61.37,57.47,59.21,63.37,62.32,62.42,65.0,59.27
63.53,65.42,61.05,64.89,64.89,60.95,57.21,55.05,62.21,62.16,61.74
63.0,61.05,57.68,55.79,62.63,60.11,58.16,58.79,60.95,60.63,59.88
62.32,65.26,56.79,63.95,56.58,62.21,56.16,59.47,56.05,60.05,59.88
63.05,61.53,62.89,59.79,56.26,65.42,59.05,60.74,59.16,55.63,60.35
65.47,63.05,58.53,59.42,60.32,61.26,54.95,60.05,59.21,64.47,60.67
61.37,61.42,56.89,58.21,58.84,55.05,61.0,56.95,55.11,49.16,57.4
62.84,60.47,64.95,52.63,60.05,60.05,63.32,57.05,56.47,61.16,59.9
62.26,58.32,57.47,63.21,63.42,65.95,58.47,59.37,65.58,62.37,61.64
64.63,63.0,52.21,63.58,59.11,67.26,64.05,50.58,56.32,54.74,59.55
51.05,63.05,64.79,60.11,57.11,58.89,60.79,57.16,65.47,60.42,59.88
67.11,60.0,60.32,57.16,61.16,57.42,63.63,67.21,56.63,62.42,61.31
66.58,56.42,56.05,59.74,65.63,58.11,61.58,61.26,58.21,56.84,60.04
67.42,59.68,59.58,60.42,61.74,60.89,57.47,64.89,57.63,61.32,61.11
56.11,57.16,58.11,54.32,55.37,60.84,61.47,53.89,55.21,64.68,57.72
57.63,59.37,63.53,58.05,64.26,66.26,62.74,56.79,58.74,59.26,60.66
