WPO10000,PPP10000,TQA10000,OCD10000,SPC10000,CTP10000,PCF10000,CTL10000,POD10000,ANL10000,PSU10000,INV10000,TST10000,COR10000,PCC10000,CAP10000,PUR10000,PBM10000,ANM10000,PROD_001
54.24,43.58,56.85,48.03,57,59.6,49.2,64.37,65.56,59.3,54.58,51.53,52.15,45.68,58.91,53.55,61.18,48.75,58,54.84
54.56,54.06,61.06,62.03,60.17,54.63,63.27,48.23,55.15,60.45,55.85,58.3,54.52,53.8,53.44,58.9,54.2,62.05,63.9,57.29
57.39,58.89,59.54,58,58.37,59.83,50.6,67.07,58.98,53.82,65.72,59.83,56.76,61.38,58.04,55.02,58.3,56.78,52.85,58.27
59.44,68.36,55.02,51.37,56.8,51.87,55.7,56.95,50.73,52.35,53.95,53.33,56.38,63.52,57.76,57.22,56.4,54.65,54.3,56.11
60.22,55.83,58,53.23,53.43,62.6,60.37,66.4,54.18,56.25,54.68,61.17,60.9,56.8,61.04,53,56.25,57.1,59.45,57.94
59.12,58.08,60.7,58.77,57.9,59.4,54.5,60.7,53.52,51.52,64.68,56.97,62.23,63.1,54.88,55.88,51.35,57.75,59.92,57.95
59.19,55.58,52.38,60.6,47.67,56.43,66.47,54.84,57.32,60.48,56.92,57.4,56.8,47.6,51.94,61.6,56.5,59.92,55.15,56.57
56.14,54.89,45.51,65.97,55.4,59.73,48.63,59.28,55.02,52.28,53.92,56.43,58.51,60.8,60.71,59.48,54.75,53.35,56.28,56.16
55.89,55.58,61.05,54.6,59.5,52.5,46.23,57.99,47.28,57.38,53.3,54.8,64.47,54.98,55.76,56.52,56.2,62.82,49.55,55.6
54.03,55.31,51.7,55.23,59.17,53.57,61.5,59.78,57.22,56.08,60.35,61.97,56.38,54.2,53.82,55.45,57.7,51.02,52.5,56.16
61.27,58.06,60.19,53.93,51.5,53.87,59.23,61.73,55.22,58.8,55.65,58.73,59.43,50.85,58.42,57.15,56.52,49.5,58.5,56.77
59.76,55.22,55.85,59.23,49.53,58.17,51.3,52.48,56.11,58.48,60.62,60.53,58.16,55.85,53.82,58.2,51.02,51.42,55.18,55.84
60.67,66.89,49.52,55.23,51.53,61,59.43,60.62,54.48,59.7,58,56.2,49.96,56.62,52.6,60.42,58.82,54.18,57.98,57.05
50.59,43.28,60.97,53.17,59.27,49.63,59.63,60.77,57.62,51.1,55.25,59.83,45.8,54.85,52.88,57.98,55.4,51.45,56.75,54.54
57.91,63.97,52.82,54.27,60.27,52.4,60.13,54.94,62.42,55.52,54.45,60.6,52.42,62.5,53.8,58,55.5,61.6,53.72,57.22
55.53,57.94,53.51,54.9,56.23,53.67,65.07,56.16,59.27,55.92,57.25,54.53,48.67,55.3,62.7,63.68,55.88,61.15,56.52,57.05
53.81,51.44,59.86,46.1,49.87,56.57,58.77,60.96,59.42,55.52,55.38,59,60.08,54.02,47.29,56.25,56,52.25,51.3,54.94
61.45,47.47,47.21,56.73,54.4,56.57,51.3,57.35,54.64,54.08,48.4,54.37,61.27,46.45,55.63,56.45,60.05,57.25,57.32,54.65
45.72,57.03,53.82,58.33,63.37,56,57.17,60.7,55.98,50.58,52.85,48.63,55.72,58.58,60.55,54.98,51.5,58.75,55.4,55.56
57.26,47.97,62.01,59.13,58.93,56.2,53.27,55.33,62.12,54.45,56.58,55.27,55.37,54.12,66.42,53.25,54.68,55.35,59.15,56.68
58.36,59.42,63.6,57.07,60.27,53.73,57.63,55.12,55.53,62.15,58.4,59.53,59.02,55.58,61.32,60.28,54.05,55.35,60.05,58.24
65.03,64.39,53.32,53.03,54.13,51.33,55.87,60.52,56.79,53.02,53.9,53.73,58.12,57.35,54.1,54.92,51.52,56.2,60.62,56.21
56.38,52.72,56.61,56.4,51,54.43,58.03,48.48,57.31,56.05,55.88,52.73,60.17,59,51.17,57.08,59.52,55.2,59.15,55.65
58.42,78.08,56.24,62.5,49,64.17,56.43,51.82,51.39,55.82,54.82,60.7,51.11,54.22,48.98,63.28,61.42,58.7,51.15,57.28
62.9,52.53,49.97,57.2,57.17,53.23,57.63,57.46,57.09,56.52,54.4,57.3,49.14,58.68,68.36,55.98,53.72,56.08,57.32,56.46
59.15,60.75,58.13,57.67,59.23,56.2,53.07,64.9,57.79,64.8,55.52,61.77,55.47,69.22,57.48,56.02,55.22,51.52,53.02,58.26
60.75,50.72,52.94,63.63,59.97,63.13,54,58.1,52.82,58.08,48.22,55.47,53.85,59.72,60.46,61.05,52.5,59.25,57.92,56.98
55.8,67.5,50.4,61.43,60.03,63.23,53.93,53.4,48.44,50.38,53.48,63.4,56.98,58.45,57.85,59.1,59.22,55.25,52.72,56.89
53.13,39.83,63.96,54.13,52.77,54.77,57.23,59.46,57.12,58,61.05,58.1,54.44,54.92,62.08,58.25,53.32,63.08,58.1,56.51
53.92,60.64,54.08,50.37,60.47,51.63,68.6,51.75,59.89,54.08,56.48,58.2,58.12,63.35,56.26,60.58,50.85,57.65,56.1,57
52.81,56.64,57.15,64.97,58.63,60,56.43,63.32,58.42,55.25,57.22,58.93,50.88,51.7,67.75,56.78,59.95,60.1,54.5,57.97
71.07,57.08,62.48,52,54.1,57,57.6,56.32,47.34,51.05,55.12,63.83,54.32,56.3,57.75,47.18,52.62,55.88,58.15,56.17
56.13,51.61,56.63,63.4,63.37,58.3,55.37,58.26,61.07,58.8,56.08,53.33,59.06,58.85,54.25,61.68,59.72,52.52,53.62,57.48
55.69,70.81,51.66,53.37,56.7,51.83,60.83,60.02,57.86,56.3,49.22,59.37,61.43,62.2,65.85,57.22,58.6,52.42,62.32,58.09
63.02,57.08,55.82,60.47,57.8,61.73,59.2,58.7,54.58,61.15,58.1,66.03,60.87,60.1,51.78,58.7,59.25,59.02,53.95,58.81
56.06,43.08,62.07,55.7,60.67,56.87,53.33,53.38,53.32,59.55,58.52,55.67,53.5,57.7,54.26,49.62,47.18,60.8,56.9,55.17
61.98,66.56,54.31,59.3,53.03,59.63,56.23,57.52,64.44,58.08,53.9,59.6,55.12,57.32,64.77,60.8,56.18,46,57.42,58.01
61.64,57,64.02,66.83,59.8,51.9,59.1,60.48,56.09,51.6,57.4,57.2,58.63,55.42,63.5,55.68,48.25,52,54.1,57.4
50.7,60.92,52.02,56.47,49.23,61.7,56.77,63.35,53.58,54.52,56.88,58.1,54.58,56.75,53.8,54.32,54.55,52.7,56.32,55.65
48.92,52.69,53.3,55.93,59.97,56.07,56.2,47.22,59.59,53.48,56.02,58.03,51.31,55.88,58.88,54.58,54,54.62,55.02,54.83
52.35,50.69,64.57,60.6,49.83,59.93,59.47,54.17,67.95,52.72,49.02,58.87,51.64,59.22,56.22,54.88,49.52,52.4,59.08,55.96
55.1,38.14,62.49,49.37,59,61.1,59.6,58.13,58.04,55.18,50.7,53.97,57.85,61.18,54.58,65.38,60.35,48.1,56.72,56.05
55.48,66.89,54.49,64.63,57.63,54.83,55.43,55.53,63.77,55.12,58.7,55.03,64.05,61.52,67.1,56.5,47.92,52.78,52.62,57.9
57.06,49.81,58.2,53.6,59.37,65.5,52.17,59.63,65.33,57.18,55.5,56.43,54.22,54.05,48.35,53.78,52.82,50.72,58.4,55.9
57.46,54.17,58.98,48.43,56.77,61.2,62.73,50.59,51.62,56.35,49.3,47.7,53.51,62.42,61.05,48.65,59.85,54.1,51.7,55.08
59.14,71.36,57.54,58.87,53.47,61.8,57.23,60.58,60.14,48.65,57.78,54.47,58.96,58.18,56.07,56.45,58.02,51.55,50.58,57.41
49.05,57.97,54.96,47.57,50.7,51.5,61.23,65.31,58.99,58.7,57.75,62.3,54.12,61.32,56.22,58.58,53.42,57.48,55.68,56.47
62.56,46.14,49.32,55.17,56.67,62.13,59.6,57.19,57.21,51.5,52.3,54.97,58.43,54.15,53.07,54.62,52.72,58.58,51.48,55.15
65.42,59.72,54.08,56.83,45.13,60.5,55.73,60.28,53.32,59.55,54.68,52.3,60.78,57.1,54.48,53.42,53.55,57.68,52.58,56.16
65.19,60.17,57.69,69.1,51.23,52.27,59.57,51.28,57.22,62.9,59.82,46.77,50.82,61.45,58.38,60,54.85,50.9,56.9,57.18
56.23,62.83,50.96,46.33,57.8,51.63,60.67,55.84,56.87,60.15,59.1,55.07,55.63,64.55,57.82,52.55,59.92,59,58.68,56.93
50.92,55.03,54.11,57.2,52.97,45.97,56.5,53.64,67.25,52,54.7,63.7,49.57,50.35,57.22,57.22,53.92,60.88,52.52,55.03
54.81,56.97,45.83,55.97,56.43,52.5,54.67,51.64,50.94,54.2,58.22,57.2,54.72,57.9,53.68,55.12,52.72,51.52,58.08,54.38
56.04,66.94,60.62,68.43,61.8,48.37,52.97,52.81,51.89,61.15,55.12,53.07,52.21,56.72,48.37,55.42,57.12,53.9,57.3,56.33
45.08,62.28,48.74,65.27,53.4,57,55.47,57.33,57.73,61.88,55.58,61.4,56.09,61.25,58.25,58.55,54.5,53.72,53.55,56.69
58.41,63.89,55.1,62.43,53.33,54.57,61.9,59.86,58.61,55.88,61.12,46.53,59.8,53.8,52.28,50.1,57.32,47.38,56.18,56.24
50.56,46.86,52.05,57.07,62.83,50.6,56.3,62.49,61.72,58.82,55.05,56.1,56.5,56.4,57.44,59.38,50.75,51.5,59.58,55.9
52.16,49.17,52.62,55.03,57.43,51.1,58.9,49.71,57.91,56.22,57.95,46.03,57.72,57.15,55.97,59.78,62.45,57.18,54.62,55.22
50.93,60.75,56.71,52.9,55.43,55.77,52.8,60.3,61.84,59.18,51.48,59.8,61.64,58,57.3,58.85,55.18,52.1,57.2,56.74
49.69,52.25,57.48,61.2,63.3,59.67,58.1,61.87,58.31,63.02,52.2,55.27,55.8,56.22,49.08,52.45,59.22,55.68,64.08,57.1
56.72,58.36,53.92,63.33,60.2,58.5,63.9,49.9,54.39,52.3,51.12,51.2,61.54,50.32,58.25,60.75,58.25,52.1,61.25,56.65
55.7,60.33,50.27,58.1,58.33,54.23,60.67,63.3,56.78,60.62,50.75,52.53,54.38,61.8,56.12,55.58,59.98,57.2,59.3,57.16
61.55,67.14,53.94,57.93,56.6,63.57,60.43,54.71,53.27,50.75,56.2,54.27,53.21,56.45,61.54,61.08,48.5,53.58,57.3,56.95
53.94,62.06,55.38,60.67,50.47,59.87,49.53,60.69,52.05,53.15,57.08,60.6,51.92,63,62.72,54.18,55.02,58.65,55.22,56.64
60.43,46,49.58,58.47,52.9,61.47,54,55.67,48.43,55.62,56.25,47.97,55.73,53.68,59.15,58.68,50.35,49.82,53,54.06
54.26,53.42,54.09,56.7,61.63,52.77,51.2,53.62,60.32,59.72,59.3,55,50.44,54.95,62.22,53.28,51.42,56.3,53.72,55.49
58.78,59.67,57.16,53.23,55.23,50.63,55.1,65.88,53.03,55.5,53.12,52.8,55.86,58,58.21,58.38,57.7,50.7,54.7,55.98
54.03,47.14,57.52,49.83,60,54.2,51.57,53,55.04,55.78,60.05,55.97,57.74,56.9,53.71,54.58,58.55,60.4,47.12,54.9
49.79,62.19,52.86,60.67,60.23,50.47,57.8,60.01,50.62,60.45,49.92,54.8,59.98,55.7,57.22,55.72,57.32,55.92,55.3,56.16
57.48,63,55.31,50.73,58.4,47.47,60.6,61.06,56.33,51.25,56.1,59.13,54.42,50.75,61.29,55.7,64.35,56.02,56.25,56.61
63.71,50.72,63.02,65.87,54.13,57.3,58.93,56.52,49.62,59.1,55.05,52.73,58.46,59.58,53.62,59.12,54.55,53.32,61.35,57.2
58.8,52.92,56.82,59.2,59.9,59.93,60.37,51.22,58.61,58.45,65.45,61.37,57.67,58.95,52.18,60.4,53.28,51.68,54.7,57.47
65.22,39.31,66.52,57.6,57.3,55.7,52.23,52.41,62.8,50.9,57.15,53.27,63.13,64.5,51.82,54.75,55.18,62.68,58.75,56.91
54.15,59.28,62.32,57.57,56.27,58.4,64.03,58.01,54.1,53.75,55.45,59.17,55.31,67.47,64.39,59.28,55.78,56.02,56.05,58.25
58.01,61.61,41.08,61.1,62.83,61.4,57.3,57.16,54.9,59.4,51.75,56.53,57.29,58.4,54.54,55.55,55.95,60.38,55.12,56.86
55.35,49.11,55.78,58.57,54.33,54.93,53.7,48.52,57.31,53.25,52.1,51.7,56.02,54.08,55.92,54.58,57.2,50.42,60.08,54.37
52.23,58.47,62.4,50.97,59.6,64.07,52.37,56.06,57.82,51.52,54.7,55.07,55.88,55.68,57.37,58.82,58.68,60.38,58,56.85
56.82,56.72,60.98,54.63,53.87,67.37,62.97,60.62,56.02,51.65,51.72,67.03,61.43,59.2,50.15,55.38,51.55,61.78,55.82,57.67
51.86,53.81,53.18,57.93,59.53,52.3,55.67,47.67,55.02,55,57.4,50.37,59.59,52.75,61.44,51.28,54.3,60.68,55.7,55.02
57.61,52.75,55.48,53.63,60.6,60.2,56.63,62.68,55.64,54.55,49.15,58.77,52.76,56.52,57.2,54.98,61.3,49.58,57.28,56.17
59.87,61.75,56.07,55.67,59.1,64.57,54.5,57.49,49.61,55.3,58.4,55.93,49.59,56.4,59.92,49.88,58.22,59.65,53.72,56.61
65.62,60.08,63.84,59.73,60.8,54.33,51.77,52.11,55.92,50.48,59.92,57.5,62.26,55.75,45.85,58.15,63.2,54.32,59.98,57.45
53.45,41.78,56.11,54.1,53.9,56.97,64.33,61.41,55.12,59.82,54.12,61.17,50.95,58.48,49.39,57.55,58.52,55.8,56.88,55.78
53.06,50.17,55.27,57,50.97,51.83,62.87,50.06,56.87,55.22,58.55,57.17,57.5,56.65,63.07,57.52,58.52,55.58,60.15,56.21
55.58,61.31,55.34,52.27,55.63,54.67,65.37,59.01,50.46,52.82,63.75,57.43,52.72,57.35,52.45,54.85,61.22,59.92,53,56.59
56.56,58.31,50.59,59.07,60.8,54.03,63.17,46.72,60.9,51.45,57.38,56.57,54.88,52.35,55.88,52.12,55.2,57.35,57.28,55.82
50.6,55.53,52.99,57.77,60.97,53.43,58,54.72,61.02,54.82,60.08,53.43,54.11,51.88,49.08,57.1,53.15,58.38,58.45,55.55
56.74,55.17,59.17,51.2,62.93,52.67,57.53,51.71,59.62,51.58,51.5,53.53,55.55,57.4,52.22,59.38,56.3,54.35,57.45,55.58
64.41,54.42,60.79,60.4,57.23,60.67,53.77,56.34,63,58.2,57.72,51.23,61.72,56.68,60.58,51.82,58.4,55.05,53.9,57.7
65.5,63.72,55.99,53.4,57.9,57.87,64.9,56.98,60.56,45.02,60.9,60,60.01,56.62,53.53,56.48,52.02,54.62,56.88,57.52
55.43,61.94,55.26,49.17,59.13,56.2,58.33,58.64,58.52,50.3,49.7,58.43,49.06,59.12,59.7,53.4,59.28,58.32,53.42,55.97
54.35,41.5,52.77,57.23,52.83,58.87,51.37,69.19,56.83,57.18,58.68,55.2,60.72,54.3,55.62,57.52,56.7,58.7,57.35,56.15
70.37,62.22,58.02,64.87,52.8,58.73,51.7,57.13,51.81,59.35,55.68,59.2,58.98,59.52,54.51,51.3,51.05,53,52.1,56.97
57.61,68.5,58.12,52.6,56.13,50.33,55.5,58.01,60.72,58.52,52.55,53.9,61.15,59.2,64.42,58.65,56.78,56.18,60.15,57.84
52.12,68.44,58.99,61.13,59.47,55.63,60.6,55.82,59.05,63.45,54.48,50.2,50.71,58.6,55.94,52.48,55.38,56.1,61.25,57.36
56.76,60.22,58.97,58,57.13,56.5,60.37,57.11,58.98,52.82,51.62,59.8,51.22,53.98,57,55.55,57.3,56.42,59.85,56.82
56.4,60.28,51.62,58.83,56.23,55.4,51.7,56.38,56.58,48.58,46,50.17,53.56,58.65,62.67,55.95,58.55,53.05,57.02,55.14
48.91,49.14,58.27,62.07,60.73,64.2,60.37,53.67,57.72,50.38,63.7,57.87,54.55,52.92,62.08,58.52,57.82,49.68,52.78,56.6
53.61,63.25,49.92,56.47,59.4,49.4,59.97,58.96,50.63,60.65,56.05,58.57,54.76,53.15,54.05,50.38,54.22,53.75,48.42,55.03
60.94,43.11,59.81,52.67,59.6,64.73,64.73,55.12,57,56.58,61.6,55.13,60.58,61,55.5,66,55.2,58.42,54.35,58
59.17,71.19,53.12,54.63,56.67,54.47,55.9,57.95,64.65,53.05,52.1,55.57,60.79,53.35,61.95,60.7,58.08,60.9,56.38,57.93
52.67,48.44,57.22,59.5,56.13,62.6,55.73,60.22,55.74,54.55,56.55,54.17,55.94,56.02,52.89,52.1,56.22,53.75,56.18,55.61
56.27,57.53,58.41,65.67,60.17,54.2,64.6,49.92,55.36,60.75,56.1,59.1,65.6,58.28,51.68,60.08,64.3,52.45,52.8,58.07
50.36,63.64,55.18,56.47,59.07,61.93,57.43,60.67,58.62,56.3,53.28,57.03,50.12,60.75,55.6,59.62,55.68,59.72,50.75,56.96
65.7,44.28,56.58,53.43,56.97,46.07,54.2,58.77,49.39,47.9,60.05,51.57,54.69,57.85,54.12,56.2,59,59.18,61.75,55.14
50.91,51.72,54.13,58.17,54.2,57.8,59.9,59.44,60.99,57.9,62.85,66.4,54.77,64.45,55.71,53.45,61.45,62.45,55.9,58.03
60.72,56.19,51.91,57.97,54.5,59.17,53.97,60.65,58.55,49.02,62.38,56.63,61.22,51.3,58.33,51.7,55.55,55.9,48.08,55.99
50.06,55.31,55.06,51.1,58.17,60.73,55.9,56.77,58.78,64.32,52.18,53.07,47.03,53.22,56.2,49,63.05,59.62,52.48,55.37
52.02,63.11,55.17,58.37,55.83,60.1,57.03,50.6,60.57,59.5,54.82,58.27,57.78,52.65,55.93,59,49.7,56.78,61.68,56.78
49.7,49.75,65.79,53.7,62.8,55.13,48.83,55.81,53.83,52.15,58.02,58.13,50.52,54.72,49.76,61.45,55.4,52.18,55.12,54.89
59.8,53.78,49.22,52.37,54.9,60.17,58.77,64.68,60.73,58.82,48.15,50.23,55.52,54.32,57.84,59.08,58.88,58.25,58.42,56.52
51.63,50.61,49.72,61.83,66.87,60.43,56.8,57.5,55.27,59.98,58.15,57,57.9,51.18,56.04,57.55,59.42,61.32,58.88,57.27
54.34,52.81,56.88,57.97,55.53,53.97,51.5,62.31,52.4,56.08,53.25,58.17,54.2,55.88,56.22,51.08,54.78,55.62,57.4,55.28
57.07,57.61,57.1,53.87,57.17,60.53,48.1,54.5,56.1,51.75,58.78,63.4,57.84,54.08,55.23,59.42,55.08,56.72,57.02,56.39
57.29,63.25,56.51,64.97,52.93,51.5,54.87,56.64,63.62,49.78,61.95,57.47,59.91,57.28,54.96,54.02,54.98,59.85,52.35,57.06
62.08,57.56,55.4,50.4,47.53,62.93,58.53,63.32,62.72,58.88,62.12,56.13,63.25,58.35,61.48,47.7,49.85,52.6,58.85,57.35
54.59,49.94,57.12,51.83,55.43,60.27,54.83,55.48,50.66,56.95,58.5,54.8,59.16,54.95,55.02,58.08,55.9,55.8,60.52,55.78
55.78,53.97,61.63,49.57,59.6,55.63,52.03,50.06,53.85,60.9,57.7,50.67,55.66,54.05,62.12,58.65,63.65,46.7,52.88,55.53
60.38,59.33,54.49,52.6,61.03,55.43,51.57,55.52,59.92,54.85,53.98,62,55.48,59.45,50.69,51.8,50.58,57.95,57.35,56.02
52.19,67.42,57.72,59.87,53.73,56.57,56.43,56.42,55.88,55.75,54.72,60.5,54.79,61.4,51.64,53.95,52.6,56.65,60.42,56.77
50.29,54.33,55.88,56.5,54.3,49.4,56.33,59.01,63.99,60.3,54,57.83,54.78,51.05,57.7,56.88,56.95,55.4,53.4,55.7
59.74,57.69,58.11,59.97,59.13,57.4,60.43,55.42,62.11,57.55,52.1,56.93,55.27,57.12,60.91,53.42,58.05,52.15,52.38,57.15
59.1,55.75,60.57,57.43,55.57,51.9,54.87,55.18,51.35,57.32,55.32,57.47,57.88,57.3,57.82,59.88,49.85,57.52,59.98,56.42
57.92,58.67,52.62,51.07,57.47,53.3,61.8,52.58,56.94,54.95,57.52,64.1,58.66,59.15,58.83,57.28,56.42,62.92,56.15,57.28
51.35,54.22,54.58,61.13,53.5,69,60.37,61.07,63.88,51.92,51.18,58.67,60.67,55.28,48.63,57.1,60,61.7,59.08,57.54
63.06,52.53,61.72,62.77,55.23,56.9,56.3,60.18,60.09,56.92,65.08,55.27,53.11,56.52,55.44,48.68,60.2,59.32,54.65,57.58
52.08,55.61,50.15,46.63,66.73,58.8,58.13,55.54,61,49.72,61.75,55.23,51.22,63.22,56.47,55.18,55.38,56.92,58.78,56.24
56.06,54,58.32,52.93,56.43,52.77,69.4,61.29,57.4,57.65,58.45,57.8,60.15,54.68,57.64,55.2,58.42,50.3,54.28,57.01
45.13,55.75,53.84,54.03,56.73,51.43,53.93,50.47,52.14,55.2,53.02,53.87,58.9,60.12,59.11,58,60.08,50.75,57.08,54.72
51.39,61.14,57.34,65.37,57.83,63.6,59.93,56.43,58.75,57.08,63.58,52.3,58.72,57.55,52.03,52.02,53.4,50.62,60.55,57.35
55.9,59.86,49.97,57.63,56.53,58.83,58.77,58.12,58.5,55.3,51.82,59.13,60.92,60.38,55.22,65.1,51.5,54.9,54.75,57.01
54.29,52.39,55.44,54.97,57.83,56.3,56.8,53.22,56.82,55.3,56.7,51.5,59.78,51.4,52.47,57.52,54.82,57.28,57.9,55.41
52.22,65.28,57.56,55.5,62.33,53.23,53.93,48.96,56.32,48.15,62.5,63.1,52.78,56.42,56.82,50.72,56.9,60.65,52.45,56.1
60.83,46.06,59.92,58.23,59.7,49.8,58.73,53.42,52.69,58.4,55.65,58.3,57.81,56.28,55.35,55,58.15,59.28,57.9,56.39
57.08,63.53,60.41,56.8,58.23,59.77,47.97,61.79,57.27,57.18,46.28,56.97,61.6,63.28,56.04,50.52,54.25,57.45,59.88,57.17
61.53,65.47,53.82,54.23,51.53,54.57,55.73,54.67,57.92,60.35,58.62,45.5,55.12,52.5,53.85,62.42,57.82,52.7,54.12,55.92
54.19,46.44,56.74,63.23,67.6,52.1,52.03,57.87,59.78,58.68,63.3,54.5,53.82,65.6,60.55,53.22,63.82,48.95,56.35,57.3
57.56,47.64,62.62,53.6,61.77,58.27,53.9,59.89,58.35,55.85,66.32,55.1,60.78,49.45,57.14,58.58,54.5,58.48,60.55,57.39
52.68,66.78,55.29,59.57,62.6,58.73,64.53,58.58,57.98,56.22,57.15,52.5,56.36,61.8,55.39,55.02,47.1,55.92,56.82,57.42
59.53,53.58,55.01,58.83,56.5,51.93,57.73,61.08,56.16,55.1,55.35,58.9,56.38,56.88,55.57,55,54.8,58.9,56.52,56.51
58.76,42.31,55.18,55.27,56.6,50.8,55.17,60.84,60.48,64.75,57.68,58.4,60.25,59.28,57.52,60.2,53.7,55.7,56.72,56.82
54.54,58.11,57.22,59.8,62.83,54.7,44.1,53.15,65.89,57.12,57.98,67.7,64.82,55.1,50.08,50.52,52.62,56.05,56.68,56.79
52.24,66.75,55.1,59.27,58.77,55.07,61.67,49.91,53.02,59.18,61.05,56.13,58.65,56.68,59.7,47.78,51.58,48.98,56.92,56.23
57.6,67.81,51.96,60.83,54.87,56.83,57.3,58.63,53.6,59.7,62.02,53.5,57.68,52.25,55.29,53.58,62.68,49.78,53.65,56.82
56.9,48.06,61.2,53.6,49.93,52.13,57.6,58.72,56.71,56.02,58.05,66.07,53.51,54.05,55.59,65.45,54.78,62.45,51.08,56.42
45.7,56.28,60.34,54.63,58.2,52.13,62.43,53.78,60.86,53.42,54.4,55.4,61.18,50.38,65.45,63.68,55.98,63.4,46.72,56.55
56.86,52.53,52.96,53.77,55.03,55.8,59.5,54.12,52.79,56.78,53.25,62.47,54.02,57.02,54.42,52,44.15,57.32,56.72,54.82
61.1,53.25,67.66,51.13,60.3,56.8,61.73,60.77,52.82,57.78,62.78,57.83,50.95,59.05,58.29,55.25,56.68,55.62,55.08,57.62
55.06,59.75,48.42,53.47,53.47,53.13,54.73,57.47,61.76,54.2,60.42,58.17,51.62,59.38,56.01,52.4,54.25,55.52,61.68,55.84
59.13,53.92,59.48,64.17,48.5,56.03,61.63,54.69,57.15,53.15,50.4,53.13,54.78,53.92,51.05,53.55,60.1,52.92,57.18,55.52
58.74,61.61,56.89,52.17,53.73,53.27,56.73,60.01,58.52,64.35,59.4,50.57,57.08,61.6,64.28,62.05,57.28,54.45,52.12,57.62
58.94,56.89,59.85,61.97,54.93,54,62.4,58.32,54.23,64.12,55.08,50.9,58.75,59.28,60.51,59.52,66,57.88,60.92,58.66
51.72,52.33,54.37,48.43,51.97,56.13,61.57,57.58,50.98,51.6,55.28,46.9,54.99,60.02,61.87,53.72,56.32,57,57.28,54.74
64.08,61.31,56.67,63.63,53.2,58.4,52.2,54.27,64.92,52.85,56.72,54.33,55.02,59.05,53.1,53.7,58.1,59,52.3,56.99
61.72,63.89,53.08,61.7,53.7,54.53,64.17,54.44,56.18,50.95,49.85,57.7,52.06,59.2,55.45,55.9,56.42,58.65,58,56.72
58.33,52.64,52.76,57.03,53.3,55.27,56,52.69,60.16,61.78,60.98,64.1,53.68,65.3,58.1,59.38,56.75,55.05,66.72,57.9
65.81,54.75,49.58,64.4,66.97,54.33,62.8,60.02,59.98,58.58,55.5,49.83,57.38,55.6,58.21,50.6,55.4,56.85,51.42,57.26
58.2,57.89,67.05,50.3,51.97,53.6,53.2,58,57.37,49.92,61.1,57.37,60.08,49,52.45,50.42,53.55,59.45,51.25,55.38
59.32,64.39,52.83,52.7,62.77,59.67,53.33,62.46,53.48,63.1,51.45,55.77,53.69,56.72,54.65,56.38,50.15,54.6,55.85,56.49
50.04,57.94,58.88,56.1,63,56.23,55.73,50.61,53.38,63.3,58.42,62.3,55.24,55.4,57.89,62.28,52.3,58.52,56.88,57.08
61.66,60.42,50.78,56.4,57.23,51.93,52.07,56.1,48.11,54.62,55.3,64.97,63.2,57.75,61.13,56.5,56.2,63.68,56.75,57.09
55.3,60.25,55.8,59.87,62.63,54.93,50.6,63.38,56.03,55.82,52.32,69,63.11,54.75,59.82,54.82,57.42,54.4,61.18,57.97
59.14,42.67,54.41,52.7,58.6,56.33,56.5,62.42,62.38,56.48,54.58,44.07,58.57,49.3,55.08,56.48,58.65,55.15,58.25,55.35
60.25,50.5,55.72,57.47,56.03,51.67,62.07,54.61,56.43,61.28,61.85,57.47,56.95,57.6,57.31,58.7,57.92,59.15,63.38,57.7
51.88,64.86,58.08,56.07,65.1,61.07,63.4,55.84,51.69,56.38,55.45,60.8,52.51,57.08,49.18,55.42,58.65,55.28,55.3,57.05
59.6,53.86,55.53,58.7,58.53,54.13,58.43,61.68,60.48,52.72,54,61.53,58.25,52.68,48.04,49.5,52.58,62.08,56.02,56.23
49.51,60.17,51.64,58.67,54.77,62.33,59.5,56.84,54.78,60.22,54.02,63.2,53.38,54.52,56.3,59.5,53.08,51.25,53.92,56.19
49.88,47.11,51.4,54.87,50.83,59.77,47.83,56.93,50.14,60.4,55.65,67.83,53.55,52.82,59.23,50.05,52.95,51.6,54.48,54.07
54.47,55.03,65.8,56.57,51.77,60.33,56.4,51.29,59.28,57.32,54.68,59.2,46.06,56.9,49.99,57.2,61.8,55.4,57.32,56.15
52.62,60.47,53.24,61.07,57.77,53.6,57.13,54.38,59.33,53.15,57.15,60.63,56.06,51.75,54.73,54.55,59.78,56.4,60.1,56.52
53.58,44.44,57.3,53.5,52.73,61.13,52.73,50.53,54.02,56.52,56.92,57.63,57.76,52.72,65.29,59.02,62.52,58,56.68,55.95
64.56,68.56,53.25,46.13,54.53,59.3,50.07,57.9,62.77,59.65,55.52,48.8,60.98,55.32,53.47,53.68,63.5,58.05,54.68,56.88
55.5,65.36,57.87,48.83,50.23,54.9,53.33,60.92,51.89,59.7,52.42,56.27,56.72,53.78,45.34,65.5,54.08,53.15,59.2,55.53
54.97,51.47,57.4,58.5,57.07,48.87,55.6,53.05,58.32,54.02,58.82,49.83,58.28,52.4,51.86,60.28,58.6,55.22,63.22,55.67
61.92,46.19,51.28,58.33,51.7,53.6,47.37,63.38,57.01,52.28,59.55,54.03,49.77,58.58,50.23,47.22,58.68,53.5,55.42,54.21
