ESU10000,SSU10000,CSU10000,GNT10000,CGS10000,GRC10000,ERM10000,AUD10000,POL10000,REG10000,ETI10000,CGV10000,IGV10000,CPI10000,ESRC_001
84.83,85.17,86.17,85.25,81.67,83.83,85.83,84.5,86,87.67,85.33,84.83,86.67,85.67,85.24
90.83,83.17,90.83,89,88.83,88.78,85,86.83,83.17,88.5,85.33,85,83,81.17,86.39
91.28,90.67,88.83,86.25,87,85.11,85.33,87.5,84.83,89.67,84.5,85.83,89.5,92,87.74
88.94,87.5,87.67,80,88.67,88.89,85.67,89.67,90.67,89.83,87.83,85.83,87.67,85.17,87.43
88,87.5,90,87.75,84.83,80.67,88,83.17,87.67,89.83,87.17,85.5,87.5,87.67,86.8
86.72,88.33,86.83,88,91.33,83.72,90.17,87.67,84.17,90.83,83,87.67,91.67,86.17,87.59
87.5,81,86.5,91.75,86.5,87.83,81.83,85.67,83.5,85,81.67,83.5,84.33,85.5,85.15
92.72,84,87.17,78.75,81.5,88.17,86.67,87.17,88.33,90.5,80.83,90.33,85.67,87.5,86.38
88.72,86.17,85.33,86.5,84.17,84.28,85.67,91.33,82.33,80,82.67,81.17,87.17,86.17,85.12
83.17,85.17,87.67,83.5,85.83,89.78,80.5,80.33,87,84.67,87.5,88.83,85,88.67,85.54
84.89,88.83,90.5,83.25,87,85.78,84,87.5,90.17,88,88.67,89.67,87.67,83.17,87.08
91.22,81,84.33,81.5,86.5,87.72,89,90.33,82,92.67,85.67,88.67,88.83,88.67,87.01
81,83.5,86.83,83.5,87.83,89.28,85.67,85.17,88,90.67,78.33,90.17,86.33,85.67,85.85
86.28,89.83,89.33,89.25,87.33,86.78,88.17,86.5,83,86.5,86.5,81.17,82.83,82.83,86.16
91.83,86,90.33,92.75,88.5,84.56,85.33,87.17,82.83,88.5,87.17,88,86.5,89.83,87.81
86.89,83,87.5,91.5,84.67,86.22,87.5,87.83,89.17,89,84.17,89.83,87.67,84,87.07
82.72,81.5,88.33,82,89,86.56,88.67,86.5,85.33,88.5,87.33,81.5,83.67,85.33,85.5
90.89,84.17,81.83,82,88.67,85.11,83.83,83,85.67,84.83,86,86.33,85.17,83.5,85.07
88.56,84.33,89.17,80.25,84.33,86.5,85.67,91.17,87.17,89.67,89.5,85.83,87.17,88.33,86.97
88.83,83,90.17,84.5,87.33,88.28,81.83,85.33,86.17,86,91.33,88,89.83,86.5,86.94
84.89,91,88,86,90.5,83.06,88.17,84.83,92.17,83.17,90,86.33,83.5,90.17,87.27
89.17,85.67,87.67,80.5,92.33,83.17,85.83,82,90.33,89.67,86.67,82.83,83.33,83.5,85.9
88.67,85.17,86.67,82.5,84.33,84.22,90.33,87.17,88.67,87.33,91.17,85.33,84.83,84.5,86.49
86.22,88.83,86,83.5,85.17,84.44,92.67,90.83,84.67,81.17,85.83,93,88.83,86.33,86.96
90.28,84.67,83,89.5,86.33,81.11,90.33,90,84.83,91.5,84.67,83.17,91.17,89,87.11
86.5,85.5,85.67,84,91.17,84.67,89.67,82.17,85,87.17,92.33,88.5,89,84.5,86.85
89.89,82.83,82,92.5,87.17,84.5,82.83,85.67,86.67,81.33,82.83,82.5,88.67,86.17,85.4
87.56,86.17,89.83,88,86.5,84.56,79.5,89.67,87.83,87,90.33,89.17,85,84.83,86.85
83.56,85,85.33,86.75,88,84.67,88.67,90.17,85,84.67,84.5,87.5,93.5,84,86.52
89.39,89.67,87.5,93.5,84,85.39,89,90.67,86.33,82.33,80.67,88.5,90.83,85.83,87.4
89.11,81.17,84.17,83.25,88.83,80.61,89,88.17,92,87.17,85.5,89.83,85,87.5,86.52
85.72,89.5,87.67,92.5,89,88.67,83.67,88.5,88.17,87.17,85.5,90.17,86.67,82.33,87.52
88.89,88.33,89.67,86,89.17,86.94,83.83,88.67,82.33,84.17,85.67,85.17,84.33,88.33,86.54
87.28,89,90.17,83.5,86.83,84.33,89.67,89.67,90.5,88.5,88.33,86.33,91.67,88.5,88.16
84.39,83,91,85.5,83.83,88.33,88.17,86.33,86.5,86,82.17,89.17,87.83,86.5,86.34
87.17,85.67,90.33,87.75,86.5,86.39,90.5,87.17,91.17,89.83,90.67,90.17,89.5,88.5,88.66
87.06,86.5,87,88.75,91.5,85.56,82,87.17,93.17,85.5,81.67,85.33,86.17,88.33,86.84
86.28,87.17,84.67,86,89.5,83.28,82.83,82.5,88,86.17,86,83.17,88.33,87.33,85.8
88.56,88.5,83.83,82.75,86.17,84.44,84.83,90.83,85.5,82,86.67,86.5,84,93,86.26
84.5,87,91,83.5,89,85.78,87.67,83.83,86.83,90.17,82.83,85.67,88.67,84.5,86.5
85.06,85,85.33,84.5,86.5,87,85.17,81.5,89.5,86.83,85.33,80.67,90.5,83.83,85.48
87.22,86.5,84.17,86.75,81.17,90.39,84,82.83,90.33,85.5,88,89,86.33,86.83,86.36
88.72,84.83,86.5,89,84.17,87.56,89.5,84.5,85.33,86.67,86.67,83.67,87.17,83.5,86.27
91.22,85.83,92.17,82,84.67,88.78,85.17,84,83.67,83,80.5,89.33,80.67,89,85.71
83.67,89.83,86.33,83.25,88.17,89.61,90.67,87,84.5,84.33,83.33,87.5,89.83,84.67,86.62
90,87.5,86.5,86,84.17,86.11,88,81.17,86.33,87.83,86.17,87,85.83,87.5,86.44
88.56,86.5,89.67,93.5,94,86.17,91.33,87.33,92.83,82.83,83.5,85.17,90.17,84.33,88.28
89.17,84.5,92.5,84.75,87,84,87.5,89.67,87.83,81.83,92.67,88.5,85,90.83,87.55
89.22,89.5,85.67,82.75,86.83,86.72,90.5,87,86.83,88,89.17,83.33,88.83,91.5,87.56
90.33,87.33,86.67,88.5,88,85.11,85.67,85.17,85.33,81.83,87.83,82.5,86,88,86.31
89.78,84,88,81.75,85,85.67,88.5,89.67,91.83,86.33,91.83,88.5,88.67,83.17,87.34
86.72,89.5,89,87.5,85,83.11,82.33,85.67,84,81.83,91.33,86,82.17,89.67,85.99
88.94,84.17,83.17,86,86,82.17,86.17,83.17,86.33,87.83,86,81.5,88.67,86.83,85.5
88.22,86,86.17,86.25,87.83,85.44,90.17,80.5,86.67,92.33,82.83,86.33,85.5,84,86.3
86.56,90.83,86.17,83,81.83,88.61,87.67,88.83,82.33,88.17,86.67,85.33,84.67,83.33,86
90,88.5,88.17,82,83.67,85.61,92.17,79.67,82,86.5,86.17,86,85.17,90.17,86.13
83.89,84.33,86.5,90,86.33,86.22,79,89.33,84.67,84.5,87.33,88.5,88.17,84.33,85.94
86.56,85.67,88.5,91.25,84,83.56,88,88.5,84.5,86.5,87.17,84.33,86.33,87.5,86.6
87.61,86.67,87.83,81.5,90.5,88.39,88,81.67,86.83,84.67,87.67,90,85.17,86.67,86.65
86.72,83.5,90.67,84,89.5,91.5,85.83,93.17,90.83,82.33,88.17,84.17,88,83.5,87.28
85.33,86.67,85.83,89.5,83.17,87.72,93.17,86.5,89.17,88,86,81.5,88.17,85.17,86.85
81.5,86.5,83.67,86.75,84.83,88.28,83.5,82.5,85.83,80,86.67,86.33,81.33,84.83,84.47
85.61,86.83,88.33,86,85.67,87.56,86.83,86.5,86.17,83.5,85.5,88.17,83.17,88.83,86.33
91.22,83.17,86,85.5,84.17,90.11,84,92.33,85.83,86.17,85,91.17,78.83,79.83,85.95
86.5,86.67,86.83,90,84.17,83.56,86.33,89,86.17,90,88.83,87,88.17,88,87.23
83.83,90.33,86.17,82.5,86.67,85.22,84,84.67,86.5,85.83,84,89,86,80.67,85.38
86.78,88.5,81.5,84.75,84.33,84.17,90,83.5,85.67,92,88.83,85.17,84.5,89.67,86.38
86.67,89.67,86.67,83,86.67,86,87.5,83,88.33,84.67,84.83,86.83,82.83,83.67,85.74
91.28,88.33,84.17,82.25,85.17,84.94,87.33,86.67,82.83,80.67,90,83.83,87.17,91.33,86.14
88.89,85.5,82.33,86.25,88.83,92.56,85.33,85.33,88.67,80.67,82.67,84.67,84.67,87.5,85.99
87.72,86.67,84,84.75,89.33,89.28,89.33,87,92.83,85.17,80.67,83,83.5,80.33,85.97
85.72,90.33,81.67,88.25,85.17,85.83,87.17,90,81.5,79.5,85.5,88.5,89.5,88,86.19
84.22,87,86.33,90.5,86.83,90.33,83.67,91,85.5,82.83,82.83,84.5,83.83,83,85.88
87.72,84,85.5,87.5,81.33,90.11,86.5,83.67,84.33,82.5,88.33,83.33,89.5,89,85.95
87.39,86.83,84.5,82.25,85.5,87.5,84.33,87.33,81.83,87.33,83,85.67,86.33,90.33,85.72
84.94,88.67,85.17,90.5,80.67,87.44,88.5,83,86,94.17,83.67,86.83,85.33,88.5,86.67
87.33,87.5,88,93.25,82.17,84.89,86,87.83,86,83.83,88.17,83.67,90.17,84,86.63
86.94,86.17,89.17,78.75,82.17,86.11,79.67,88.5,88.5,86.33,90.83,87.83,89.5,79.67,85.72
86.72,84,86.67,93,86,88.06,86.83,86.67,87,84.83,88.67,86.33,85,87.83,86.97
88.83,91,87.33,87.25,84.17,88.5,84.5,92.17,83.67,86.33,88.17,86.67,87.83,90.33,87.62
84.33,85.67,91.17,89.75,88.5,85.89,85.67,90.67,89.5,92.67,89.83,85.67,86.17,82.67,87.72
84.72,84.17,86.5,93.5,86,85.5,80.33,86.17,87.67,88.67,83.83,89.67,85.33,87.33,86.38
84.06,82.33,92.17,82,87,81.67,86.17,91.67,83.83,84.17,90.33,89.33,91.5,84.33,86.47
91.72,83.33,87,85.5,87,88.17,91.33,85.5,84,86.67,87.67,88.33,85.33,85.33,86.92
82.28,86.33,89,86,90.5,89.67,89,87.33,85.33,88.67,82.67,82,83.67,89.67,86.58
88.28,86.67,83,84.5,89.5,83.11,84.67,82.5,86.17,81.17,93,84.5,87.33,86.5,85.78
89.72,84.17,87.67,86,87.83,90.78,84.67,90.67,83.67,84.17,92.5,87,83.17,89.83,87.27
83.39,86.5,85.17,84.25,90,85.44,86.17,82.33,86.83,84.83,88,82.17,89.33,88.67,85.93
90.06,91.33,87.83,87.75,89,86.94,86.83,87.17,84.17,89.83,88,86.83,86.67,83.83,87.59
86.39,88.67,85.17,86.25,87.33,84.94,89.5,93.17,85.5,80.5,87.17,84.17,85,90.67,86.74
85.28,85.5,83.83,83.75,81.33,83.39,86,83,85.33,91.17,83.5,91.83,87.17,85,85.43
86.78,85.5,87.17,88.25,82,88.22,84,93.5,90.17,84.5,87.17,86.83,86,87.33,86.96
89.06,91,84.67,87.75,90.67,85.67,88.17,86.67,86.83,79.83,86.17,86.17,90.33,83.17,86.87
89.11,82.5,85.5,90,81.83,90.39,86.33,89.17,86.17,87.83,86,83.83,90.17,84.67,86.68
86.56,81,84.67,92.5,84.33,82.44,85.33,88.5,87.67,82.5,82,85.5,88.33,83.5,85.35
92.33,89.33,85.33,90.75,84.83,88.39,86.33,89.67,86,86.5,90.5,85.67,87,85.5,87.72
93.22,80.5,86.17,86.25,85,85.94,85.33,89.67,89.67,91.83,85.17,79.67,90.33,84.5,86.66
86.83,88.83,89.33,81.5,89.17,81.28,85.67,84.33,85.33,84.67,89.33,85.67,87.17,87.17,86.16
82.94,84.67,84.67,87.25,88.33,87.39,86.67,88,83,89,86.5,89.17,89,86.33,86.64
83.22,84.17,90.17,86.5,82.17,86.28,87.67,88.33,82.67,90.33,87.17,88.83,89.67,81.17,86.31
86.28,86.83,85,85.25,88.5,84.89,81.5,83.33,86.83,85.17,83.83,88.67,81.17,87.5,85.34
86.28,89.67,84.83,80.25,89,84.83,87.17,87.17,84.17,87.5,81.5,88.5,85.83,85.33,85.86
84.78,85.5,83.33,89.5,84.83,80,83.83,91,83.83,90.33,85.67,82.17,90.83,90.17,86.13
85.83,87.17,85,82,85,87.78,84,85.67,80.17,86.33,84.67,85.5,87.67,83.33,85.01
85,88,81.83,80.25,86.17,89.17,89.5,87.83,84,91.33,82.17,88.83,88.17,86,86.3
89.67,80.5,86.83,85.5,87.83,84,90.33,86.33,91.17,89.5,83.33,87.67,86,91.5,87.15
89.83,84.83,82.5,91,90.33,84.44,85.33,88.17,84.67,90.17,83,86.83,88.33,84.17,86.69
84.39,90,86.17,81.25,86.17,94.61,86.5,85.17,86.33,87,87.83,83.5,84.33,82.83,86.15
85.5,87.67,89.33,85.75,86.83,86.22,85.5,84.5,88.17,86.83,87.83,85.33,89.67,85.5,86.76
90.17,90.5,85,90,92.5,87.33,85.33,90,89.5,85.5,88.17,84,91.5,89.83,88.52
84.61,89.33,82.83,85.25,90.5,85.22,84.17,91.17,88,89.33,86.5,89.33,86.67,88.83,87.27
83.5,90,90.17,86.75,90.67,87.72,87.17,90.17,84,90.17,88,85.83,85.17,87,87.59
82.89,82.67,82.83,89.75,87,91.33,82.83,89.17,90.67,85.33,86.17,84.67,83.17,83.33,85.84
85.5,90.5,86.17,86,89,88.83,81.83,87,83.83,86.33,84.67,86.33,82.33,82.5,85.77
88.72,86,89.5,85.5,85.17,83.17,94.83,82.83,84.33,79,89.33,83.83,83.67,84.17,85.72
85.94,86.67,87.17,93.75,90.5,86.67,85,85.5,80.83,81.67,84.5,82.5,85.17,82.67,85.61
87.11,89,87.33,89.5,89.83,81.78,81.5,83.17,84.17,86.83,85.17,87,88.67,85.5,86.18
85.5,81.67,87.67,90,85.33,86.28,82.83,85.67,91.67,90.5,86.33,86.17,88.67,89,86.95
84.17,86,85,95.75,93.5,92.67,89.33,87.67,88.83,86.83,88.17,90.17,91,85.67,88.91
90.78,85,86,87.5,83.83,84.33,85.67,86,87.67,89.5,89.33,83.83,83.67,78.83,85.85
86.67,87.33,85.17,92.25,91.33,86.5,85.83,86.17,88.33,85.17,87.33,86.5,85,82.17,86.84
86.83,84,89.33,86.25,84.17,87.67,81.17,84.17,90.5,87.5,87.5,87,90.83,86.67,86.68
87.22,87,86.17,86.75,85.17,88.72,86.33,84.5,81.5,88.5,90.17,89.5,86.83,91.17,87.11
90.67,87.67,89.5,90.75,83.17,89.56,85.83,87.5,86.17,86.33,85.67,87.17,89,86.33,87.52
86.67,90.33,85.67,86.5,84.17,86,86.83,89.17,84.17,87,82.33,87.83,86.67,85.67,86.36
87.72,89.67,85.83,88,87.33,86.33,90.33,85.67,86.83,84,80,88.17,93,83.33,86.87
89,91,81.67,83.5,86.83,81.78,89.83,85.33,87,85.33,86.5,88.67,89,82.17,86.26
87.56,83.33,84,82.75,86.83,83.89,87.67,90.67,84.67,83.67,86.33,86.5,87.83,89.5,86.09
84.33,89.17,92,85.25,85.17,81.5,85.5,88.33,88,88,86.67,87.17,92,85.83,87.07
85.22,87.17,82.67,88.25,88.33,83.78,90.83,84,83.5,87,86,90.83,83,87.5,86.29
84.06,85.33,89.17,88,83.67,80.83,83.17,85,86.17,83,86.33,87.67,93.5,87.33,85.94
88,87,83.17,84.25,88.17,85.94,91.33,90,84.67,83.5,85.83,82.83,89.83,83.5,86.29
87.89,86.33,85.33,93.25,88.17,82.94,84.83,83.83,87.17,86,90.33,87.33,90.33,87,87.2
89.67,86.33,92,89.25,83.67,83.06,87,88.5,87.83,87.83,85.5,82.33,84,87.5,86.75
89.67,89.17,83.83,88,85.83,87.22,85.83,87.67,82.5,89.83,90.5,80.83,84.5,90.83,86.87
85.5,85.5,84,84,88.83,86.22,86.5,86.67,85.67,80.83,87.83,85.5,89.33,82.33,85.62
83.39,84.5,84.5,85.25,84.33,86.89,88.67,93,84.33,85.67,82.67,85.5,84,90.5,85.94
83.67,86,87.83,84.75,86.17,83.83,84,86.5,86.17,85.67,87.83,85,85,84.33,85.48
86.28,89.33,84.33,82,84,85.56,82.5,87.67,84.83,88.67,90.17,84.5,90.17,84.67,86.05
91.11,84,89.17,82.25,86.67,87.39,83.5,81.67,88.83,85.33,84.83,85.83,93.17,89.5,86.66
85.33,89.67,89.33,83.25,88.17,84.5,86.67,89,89,87.67,84.17,87.17,84.17,84.83,86.64
85.06,87.33,88.33,87,84.33,86.17,85.83,85.67,87.67,87.5,90.67,88.33,91.17,87.33,87.31
87.56,81.17,86.17,84.25,89,85.67,87.83,84,89.67,87.17,86.67,89.5,83.33,88.83,86.49
83.5,83.83,89.17,86.75,90.83,89.17,82.5,84.17,87.5,83.33,86.17,87.33,88.33,84.17,86.2
84.39,86.67,88.5,85.25,84.5,89.39,88.5,88.83,88.83,85.17,82.67,83.33,85.5,82.33,85.99
81.94,87.33,89.5,83.25,86,87.5,87.83,86.83,89.17,89.17,88.17,87,83.67,86.83,86.73
83.83,84.67,82,80.25,86.5,86.06,83.83,86.67,82,83.5,82.17,88.33,87,84,84.34
82.61,85.33,89.83,84.25,87.17,91.11,89.5,85.67,87.17,87.17,88.33,89.17,85.17,83.5,86.86
82.33,86,85.83,87.25,86.83,81.67,84.67,82,87.5,82.17,86.83,83.33,85.5,83.33,84.66
83.06,89.17,83.83,86.25,84.17,83.67,89,85,84.83,89.67,84.67,91.17,88,88.5,86.5
89.17,87.17,87,81,86.5,85.44,85.83,85.5,89.83,88.67,87.5,88.5,87.83,91.33,87.23
84.44,85.5,92,87.25,90.67,88.17,87.67,91.67,84.67,87.33,92.33,88,85,86.83,87.97
82.22,91.33,85.17,82.5,82.33,84.67,84.17,87.5,85.17,85,82.83,86.83,87.17,88,85.35
88.06,93.67,84.17,85.75,89.5,88.11,82.67,89.67,89.33,86,86,84.83,80.17,83.67,86.54
88.72,87.33,83.67,87,84.5,86.56,85,85.83,83.67,82.67,89.17,80.67,86.5,92.5,85.98
83.33,83.17,90.5,91.25,88.5,84.67,90.5,84.67,84,84.83,85.17,89.67,84.83,86.5,86.54
84.89,84.83,89.17,89.25,83.67,83.61,87.67,84.17,87.83,82,88.83,89,84.33,84.5,85.98
88.89,86,81.83,83,87.67,81.06,91,87.67,90.33,84.5,85.5,87.33,84.67,88,86.25
82.83,92.33,84.83,81.75,81.5,87,87.17,81,87.17,84,90.17,81.17,84.17,86.83,85.14
84.5,90.83,88.67,84.75,87.17,84.22,87,84,86.5,84.33,87,84,78.33,88.67,85.71
87.78,86.67,85.17,90.5,89.33,86.72,82.17,86.5,87.67,85.33,84,84.33,83.83,83,85.93
88.06,85.83,88.33,86.25,90,86.56,89.67,80.5,87,81.5,86,87.17,85.67,82.17,86.05
89.28,87.67,85,83.75,87.33,80.44,87.83,83.5,86,91.17,85.67,84.17,81.67,82.17,85.4
84.44,86.17,88.83,92,88.83,85.94,86.5,89.5,87.67,85.5,86.33,84.17,86.17,87.5,87.11
86.5,81.83,88.17,87.25,89.17,90.28,86.67,87.33,84.67,83,89.17,83.33,86.17,87.83,86.53
82.17,87.5,83.33,88.25,85.5,90.17,83.33,87.17,80.5,83.83,83.67,86.33,88.5,91.33,85.83
89.06,86.83,83.67,88.5,86.33,86.22,88,85.17,82.83,90,81.67,83.67,88,82.33,85.88
84.61,88.5,83.67,94.5,86.67,80.17,83.17,87.33,83.5,85.33,86.5,86.67,90.83,85,86.17
86.83,86.33,79.83,90.5,88.17,81.17,83.33,90.67,86.5,86.5,88.5,83.67,88.83,85.83,86.19
86.33,83.5,84.33,82,84,87.61,88.67,83.67,88.33,84,90,83.83,86.5,85.83,85.62
81.44,88.33,85.33,87.5,86,89.11,85.5,88.67,89.67,90.17,83.5,87.33,81.83,84.67,86.36
88.22,92,87.33,82,84.83,91.56,85.83,87.5,91.33,85.67,88,87.67,85.83,83,87.2
87.72,88.33,89,84.75,86.5,86.5,83.83,84.5,80.67,90.5,82,86.83,87.17,89.67,86.28
82.44,91.33,90.17,86.25,83.67,87.22,80,86.67,84.83,90.33,88.67,87.83,84,88.83,86.59
86.61,90,86.17,84.75,88.67,87.11,87,84.17,85.17,87.17,88.33,80.83,81.83,84.83,85.9
83.17,91.5,86.17,87,88.33,82.5,85.67,85.67,88.5,84.17,83.83,86.83,84.5,89.67,86.25
86.11,86.67,89,91.5,83.83,88.22,85.5,81.67,83,90.67,89.83,88.33,89.17,82.83,86.88
89,85.5,87,88.5,86.17,88.78,88.67,83.67,85.17,85.83,84.33,87.33,82.17,86.17,86.31
88.5,89.5,85.33,90.75,84.5,87.11,87.17,85.33,87.33,84.17,81.33,90.83,87.33,87.33,86.89
88.22,90.33,86,85.75,88.5,88.17,79.83,85.83,81.33,88.67,80.83,87.17,92.33,86,86.36
92.22,82.33,85.83,89.5,88.5,85.22,91.33,80.33,89,88.67,84.67,78.17,81.5,86.5,85.98
80.56,81.33,81.17,93.25,85.5,88.94,80.33,87.5,87.5,88.33,86.17,81.17,87.33,85.83,85.35
83.06,87.33,86.5,84.5,88.17,86.83,81.33,88.67,88.83,85.33,84.83,84.17,88.67,87.17,86.1
89.94,88,86.83,89.75,87.33,88.06,87,86.33,92.67,87.83,87.83,78.83,83.83,82.5,86.91
82.22,86,86.33,84.25,87,86.56,89.33,80.67,89.17,87.67,81.33,89.17,87,87.33,86
84.72,87.67,88.5,87.5,88,83.39,84.17,86.33,93.83,83.5,84.67,90.17,85.5,83,86.5
89.28,78.33,85.5,89.25,86.17,85.39,88.83,82.5,85.17,93.67,87.67,91.17,89.17,83.83,86.85
85.11,90.17,83,86,87.67,87.28,86,87,86.17,87.5,89.33,91,84.5,84.33,86.79
84.72,87,85.33,83.75,89,83.67,92.33,90.17,87.5,82.83,86.33,85.83,91.17,86.17,86.84
83.44,90.5,94.17,87.25,88.17,82.67,86.17,88.33,86.17,85,85.67,86.33,88.5,87.67,87.14
89.33,85.5,85.83,86.5,86.5,82.61,89.17,85.5,88.67,79.67,89.33,82,86.83,80,85.53
79.44,89.17,81.83,88.25,89,88.56,89.67,86.5,87.83,85.67,87.5,90,84.33,85.67,86.67
84.28,87.17,84.33,83.75,89.5,90.39,85,82.17,91.5,86.67,80,85.17,89,89.67,86.33
86,80.83,87.83,84.5,82.83,88.28,85.5,82.17,89.5,88.83,92.67,91.67,85.17,87.67,86.67
86.83,86.5,82.5,84.5,88.33,81.28,87.83,89.67,88.67,86.33,90.17,85.5,81.83,88.67,86.33
84.06,84.83,89.5,85.25,88.17,85.06,88.17,86.67,83.83,89,83.83,88.33,90.17,90,86.92
86.22,84,86.17,89.75,86,83.83,87.33,83.17,86.33,88.5,87,88.33,85.17,85.67,86.25
92,85.17,90.83,85.5,86,93,88,86.5,88.17,87.67,85.67,79.83,82.5,83.83,86.76
88.11,86.33,87,85.5,85.33,87.28,88.83,87.5,82.17,87.17,85,85.17,83.83,88.83,86.29
87.06,84.83,81.67,88,84.33,89.56,85.83,84,86,90.17,86.83,90.5,85.67,87.33,86.56
85.94,88,89,91,84,86.89,87,88,92.5,85.17,81.67,87.5,89.17,86.67,87.32
83.33,84,86.67,87.5,84.33,87.5,85.33,86.67,88.33,86,84.83,92.33,85.33,88.67,86.49
86.28,88.67,87,92.5,95.17,86.39,84.83,83.67,83,81.83,85.83,90.67,86,85.5,86.95
84.83,87.5,85.5,90,88.33,89.06,87.33,85.33,85.67,83.33,86.67,84.83,85.67,92.67,86.91
89.78,85.33,82.67,83.5,86,89.78,84.17,87.5,85.17,87.67,86.33,88,80.5,86.83,85.94
88.78,83.17,82.67,91.75,88.5,83.28,85.67,89.67,87,85.5,88.17,87.33,84.5,90,86.86
87.11,85.33,84.5,83.75,84.67,90.06,80.5,84.17,85.33,85.5,82.67,80.67,90,88.5,85.2
90.67,84.83,86.83,85.25,89.17,89.61,85.5,89.17,87,84.67,85,85.5,85,89.17,86.95
86.44,84.67,88.5,90.5,85.83,81.94,85.83,85.67,87,88.17,86,88.5,82,85.67,86.19
90.94,90.67,84,82,84,86.11,84,85.67,85,88.33,89.67,85.5,87.5,88.17,86.54
83.11,86.83,86.17,90.5,90.83,84.56,90.5,87,89,87.5,81.5,85.5,83.5,82.5,86.36
88.5,87.5,86.5,89.25,87.83,90.94,84.83,88,84.5,82.67,81.83,86.33,90.17,86.83,86.84
87.61,89.33,89.17,86,86.17,92.06,84.5,84.67,86.33,88.67,86.5,84.5,87.17,85.33,87
88.67,85.83,91,93,85.83,83.28,85.67,87.83,87.83,86,81.33,87.83,83.33,86.33,86.7
87.94,87.33,87.5,80,88.67,81.83,87.67,84.83,83.33,85.67,90.67,82.67,83.67,85.83,85.54
86.78,88.83,83,88.25,87.83,84.89,82.17,92.33,81.83,86.67,88.5,90.5,91,87.83,87.17
86.17,93.67,87.83,84.5,85,87.06,80.5,83.17,88,87.83,85.33,85.67,82.17,86.67,85.97
85.89,85.17,88.33,87.5,87.33,89.39,84.83,85.83,84.67,90.67,88.17,83.67,91.33,87.5,87.16
86,87.17,88.5,88.75,88,86,86.67,86.83,86.83,87.5,89.33,91.17,84.67,91.83,87.8
86.89,93.33,83.5,86.75,88,86,88.5,83.33,93.33,86.17,84.83,86.83,84.17,87.5,87.08
90.5,86.33,90.17,83.75,80.67,81.33,85.67,92.17,81.83,83.67,83.5,85,81.83,87,85.24
80.06,86.17,82.17,80.75,88.33,87.83,86,86,89.33,84.17,85.83,84.5,86.67,86,85.27
85,88.17,83,92.5,80.83,84.78,86.83,93.17,87.33,87.67,83,90.83,87.17,87.5,86.98
85.44,89.17,92.67,78,90,89.67,87,84.17,86.83,80,92.83,85.83,88.17,89,87.06
88.89,87.5,92.17,87.75,83.5,86.17,87.17,85.17,87.83,89.83,85.67,87.67,82.5,86.83,87.05
83.11,83.83,88.17,88.5,89,92.5,88.83,85.33,81,85.83,89.83,84.67,88.5,86,86.79
83.67,82.17,85.17,84.75,89.5,80.61,86.83,85.5,87.67,86.33,88,79.5,88.67,80.67,84.93
84.94,86.67,85.83,90.25,82,85.89,84.17,88.5,91.83,87.83,82.17,86.33,83.83,86.17,86.17
84.33,84.17,86,89.75,84.17,85.89,87.33,85.33,86.67,84.83,91.17,83.67,89.83,84.5,86.26
87.72,89.17,85.17,87.25,87.83,90.78,87.17,87.17,89,84.33,91.67,88.33,82.5,88.67,87.62
88.17,81.5,87.33,84,83.33,84.72,84.67,87.83,86,87.83,90.33,82.5,88.67,82.83,85.69
88.33,85.83,92,87,84.83,86.33,91.17,84.17,90.17,87.5,83.5,86.33,81,85.67,86.7
86.56,88.33,86.5,85,88.5,86.06,80.17,79.67,85.83,83.17,84.67,82.5,83.67,90,85.04
91,83.83,88.83,86.75,88.5,86.33,88.33,86.83,92,83.5,93.33,87.33,91.17,88.5,88.3
88.44,86.17,89.67,88.25,88.17,86.67,85.5,82.5,85.83,85.33,90.17,89.33,87,86.17,87.09
88.83,83.83,80.67,84.25,85.83,86.72,86.33,89.83,84,83,88,86.83,83,89.33,85.75
90,87.67,83.67,86.5,86.5,87.78,85.33,92.67,86,84,83,92.17,83.5,86.67,86.82
83.72,84.5,89.83,88.25,92.5,91.11,87.83,89,90.17,90.5,85.83,83.83,86.17,86.17,87.82
89.17,83,87,90.25,83,87.94,87.33,84.17,86.33,89,84,84.33,81.5,84.5,85.82
90.94,86.83,86.17,85.25,81.5,86.11,89.67,81.83,87.83,87.33,82.67,92.83,84.17,84.33,86.25
83.17,90,83.67,87,83.83,89.56,80.17,92,91.83,86.17,86,90.17,84.33,87.67,86.83
86.44,89.67,86.67,87.5,85.83,87.39,86.33,88.5,82.67,83.17,85.17,83,84.83,79.67,85.49
87.06,83,87.5,82.25,84.17,89.22,83.5,86.33,84.67,87.33,90.83,89.17,86,82.67,85.98
86.22,86.67,90.83,84.5,86,84.72,81.5,82.67,86.67,85.17,89.83,84.5,86.67,86.67,85.9
84.83,87.17,88.67,90.75,87.83,83.89,87.17,89.33,87.67,89.5,85.17,86.83,85.17,87.5,87.25
84,90.67,90.17,85,82.83,83.56,79.17,87.83,89.5,87,85.67,88.83,83.67,87.33,86.09
86.33,86.67,86.67,81.75,84.83,83.78,88.17,82,90.5,84.17,81.67,87.83,87,85.83,85.51
89.94,88,83.17,84,86.83,86.61,88.17,91.33,89.17,85.5,86.67,88.83,89,86.33,87.4
86.06,83,88.33,82.5,87.33,86.11,87.5,88,83.33,87.33,86,86.83,86.17,83.67,85.87
