CSR10000,CEM10000,ORH10000,CRM10000,ITM10000,CIM10000,CPM10000,QSL10000,BIM10000,BPR10000,BIH10000,BEV10000,CHG10000,CBC10000,RTN10000,CII10000,CCM10000,CSP10000,CFS10000,CUST_001
58.93,57.07,49.93,64.42,62.53,51,61.95,54.63,60.26,51.74,60.63,59.11,50.84,50.47,57.47,59.47,63.89,69.79,60.58,58.14
65.4,56.43,52.87,61.79,49.63,56,57,65.95,50.79,69.37,56.58,55.79,60.16,55.16,64.84,59.58,55.47,57,54.32,58.11
59.27,61.43,58.93,70.11,50.42,51.79,55.53,66.32,51.63,62.47,55.26,59.79,54.74,52.68,61.16,63.89,61.05,49.53,60.11,58.22
48.87,46.29,59.33,59.63,53.84,58.11,55,57.26,65.11,58.58,60.79,51.26,59.37,56.53,62.47,57.63,63.74,49.95,65,57.3
64.33,54.14,55,67.26,65.05,57.53,59.37,50.37,56.21,56,57,63.05,60.79,56.68,55.32,61.89,70.58,54.16,55.89,58.98
63.53,63.86,57.07,52.05,58.42,60.37,64.26,64.58,59.74,60.58,58.11,62.95,62.53,64.16,54.05,60.84,61.79,57.53,59.21,60.3
69,58.14,63.07,56.16,63.53,60.74,69.89,60,55.68,50.63,64.47,61.37,60.37,68.84,56.16,72.79,62.47,64.21,67,62.34
59,56.36,59.27,47.53,61,67.21,57.74,59.53,66.37,54.21,57.74,54.21,70.47,60.58,50.58,59.89,56.79,59.05,53.16,58.46
62.93,72,60.4,65.05,58,61.26,60.53,57.95,53.11,60,54.79,66.42,49.74,58.26,67.58,56.68,54.32,59.95,57.58,59.82
68.53,51.71,57.47,62.42,60.47,59,58.42,55.95,56,57.95,64.42,52.58,63.84,52.37,64.53,62,53.37,65.11,60.16,59.28
62.87,62.86,57.47,61.79,56.47,47.58,63.11,63.84,60.42,59.68,62.63,59.95,62.68,59.42,49.26,59.79,62.16,54.58,59.26,59.25
53.73,61.36,57.27,67.79,59.74,63.16,67.42,51.53,56.79,58.21,51.47,54.37,48.11,55.89,52.11,59.21,61.58,59.37,63.37,58.02
50,52.07,56.8,59.47,57.68,60.37,61.84,65.74,51.37,58.89,51.11,55.79,58.05,67.74,53.37,54.89,50.11,71.42,54.47,57.43
60.53,65.21,65.07,61.05,63.68,67.68,52.89,55.89,61.21,63,56.47,57.32,60.53,59.37,53.53,60.42,69.68,52.63,61.47,60.4
55.4,59.21,60.4,56.84,59.37,57.84,50.89,56.63,59.89,57.42,61.89,57.89,55.53,53,70.42,63.89,57.74,58.95,61,58.64
56.53,55.5,58.93,54.37,60.53,62.53,61.37,53.95,61.11,47.68,59.37,62,66.95,64.89,60.89,66.16,63.84,58.42,62.58,59.87
48.27,60.93,53.47,58.53,55,56.21,63.05,57.84,57.84,61.74,61.05,56.21,57.53,51.21,58.11,53.95,53.05,63.16,58.95,57.16
62.07,66.93,54.73,59.21,56.47,52.05,66.26,57.32,62.26,61.79,49.53,61.21,68.21,55.16,58.58,61.84,53.89,60.21,64.16,59.57
49,56.71,72.2,60.79,58.26,65.68,57.95,59.74,59.53,56.42,53.42,64.37,58,51.21,50.68,64.74,54.05,75.11,63.84,59.56
57.6,59.71,54.4,51.74,60.37,59.68,62.79,63.68,56.79,60.26,47.74,52.74,55.47,58.63,66.53,58.42,55,58.11,56.21,57.68
65.67,66.36,62.6,50.58,48.79,62.53,63.63,61.05,62.32,59.32,64.37,59.79,62,58.32,66.53,66.21,59.79,65.58,64.21,61.56
60,64.57,57.87,64.37,56.37,53.42,50,48.53,60.42,63.05,53.74,58.58,58.63,61.74,54.63,63.16,54.05,66.68,60.47,58.44
56.47,53.43,57.67,62.42,56.68,51.21,66.32,58.68,59.37,63,61.21,60.47,48.68,54.21,56.16,58.16,57.26,68.68,57.89,58.31
56.13,52.36,53.93,53.58,60.37,61.74,50,57.37,53.89,63.21,56.37,64.53,56.26,64.89,55.21,60.74,69.63,57.53,55.63,58.07
51.13,63.21,64.67,67.21,68.47,51.42,65.89,64.84,52.32,68.26,53.53,63.47,59.58,56.32,58.37,62.84,67.42,61.37,53.26,60.72
61.27,57.5,57.8,59.84,61.53,41.16,50.37,59.95,62.74,59.95,64.32,63.47,61,52.58,64.74,59.21,53.84,48.47,60.47,57.91
59.87,48.21,57.67,59.26,61.37,62.68,49.89,58.42,58.53,54.37,55.47,61,55.74,55.42,56.05,67.74,62.47,55.53,55.16,57.62
57.6,47.71,65.2,60.68,71.53,59.95,60.32,47.95,58.16,58.11,45.84,62.11,59.11,52.68,56.95,59.95,62.53,65.11,63.79,58.7
65,60.93,63.67,54.16,61.16,60.42,68.74,55.95,53.05,70.37,65.21,55.47,53.95,49.47,60.95,61.58,65,63.53,58.74,60.39
54.93,68.71,61.27,55.42,55,60.21,53.37,63.47,57.63,53.47,52.68,53.89,53.89,65.58,51.74,57.68,52.68,56.37,65.21,57.54
55.87,54.79,61.27,70.58,49.74,62.26,67.21,51.68,58.21,56.74,57.53,61.11,66.79,64.79,53.58,52.84,67.26,59.53,55.16,59.31
59.93,48.21,56.07,58.47,52.79,59.16,57.84,60.79,53.84,53.89,61.84,59.89,62.79,50.26,64.47,67.79,63.47,68.11,54.84,58.66
66.73,50.07,54.27,62.26,57.74,72.58,58.47,54.05,54.32,57.37,66.11,48.68,58.79,71.58,63.32,64.21,63.89,49.95,47.95,59.07
59.93,56.29,52.2,40.95,52.84,61.21,52.26,65.47,54.74,68.84,46.95,70.16,65.53,55.16,50.11,56.84,56.63,59.47,58.95,57.08
59,55.71,65.4,50.63,59.47,62,56.11,46.95,62.26,56.53,60.79,61.37,51.74,68.58,58.47,66.89,57.68,57.84,47.63,58.16
56.4,55.57,54.2,60.58,55.84,52.63,61.58,58,57.68,59.84,63.26,64.58,50.37,62.37,61.11,66.26,64.68,45.16,51.84,58
73.87,69.14,57.73,56,60.53,50.95,61.21,59.95,63.79,57.58,59.68,65.95,52.58,58.16,51.11,58.68,56.53,58.32,56.26,59.37
61.87,51.57,57.2,54.79,51.47,60.16,52.63,58.21,45.68,59.63,52.42,61.95,58.53,62.63,64.79,65.95,63.74,60.32,58.26,57.99
58.93,50.14,71.33,52.05,55.89,66.16,58.79,68.74,59.79,68.42,59.42,60.89,55.53,61.58,61.21,62.47,62.84,61.79,58.89,60.78
59.07,53.71,59.13,57.21,57.32,62.53,63.63,65.95,65.05,46.11,54.32,52.68,58.21,53.37,58.32,70.21,60.11,54.42,59.32,58.46
71.4,54.21,50.4,69,68.63,55.32,59.26,71.21,65.21,52.68,61.32,58.47,63.16,57.68,55.79,67.63,62.58,47.53,64.79,60.86
54.13,63.43,60.4,68.58,60.37,56.16,68.95,55.84,54.89,65.32,60.05,58.05,56.32,50.79,58.11,64.37,54.11,55.63,57.21,59.09
64.2,58.29,56.67,65.11,64.74,62.79,63.05,61.05,65.21,54.37,53.05,56.63,60,59.74,63.11,56.42,64.37,61.79,54.53,60.27
56.67,60.5,54.2,58.79,63.74,60.68,63.74,65.63,59.89,56.74,63.16,62.26,66.05,64.37,56.84,61.84,49.95,56.68,62.42,60.22
49.6,48.29,66.2,54.68,60.53,58.32,55.16,52.68,61.74,60.74,54.37,61.16,60.16,56.74,53.68,65.58,62.95,58.47,57.37,57.81
55.53,69.21,53.6,65.32,57.74,50.58,66.42,48.89,56.47,58.42,57.47,60.68,57.58,64.21,59.37,60.95,55.05,58.05,62.05,58.82
56.4,72.93,52.53,48.84,62.68,61.63,57.32,58.84,60.63,55.37,52.42,53.32,70.58,57.74,60,62.58,67.68,58.37,55.47,59.23
58.6,57.71,60.53,68.37,56.89,57.16,56.32,60.21,54.58,54.89,66.47,56.74,61.68,56.37,51.79,54.63,64.84,56.05,51.58,58.18
55.53,65.36,46.27,70.37,52.47,68.58,59.68,57.26,63.95,52.05,57.37,60.16,55,51.58,56.42,58.95,62.95,62.74,66.53,59.12
56,60.14,60.47,62.26,60.79,53.74,65.63,57.11,59.68,59.74,58.63,54.63,54.53,67.89,59.84,62.32,60.58,48.42,59.37,59.04
62.07,63.57,53.67,55.68,54.32,60.89,60.84,61.05,62.89,69.63,64.84,64.21,55.89,54.47,58.95,58.37,66.37,68.89,61.53,60.96
55.67,46.93,56.33,55.11,53.68,51.37,60.74,60,47.32,63.58,63.95,55.21,54.74,63.84,50.42,53.16,54,54.58,67,56.19
62.8,52.57,43.6,46.84,64.58,58.89,59.79,55.53,59.05,62.68,62.32,54.47,59.32,62.68,66.74,58.26,57.16,59.32,63.47,58.43
55.73,48.43,60.87,62.79,60.53,55.26,58.84,48.58,53.11,56.89,54.26,64.32,62.37,65.68,60.42,57.21,55.21,56.53,55.47,57.5
56.67,60,65.4,57.26,55.79,62.21,68.95,58,60.63,55,51.11,59.11,56.16,69.16,63.21,65.63,53.42,64.47,60.68,60.15
66,55.07,63.2,59.95,58,56.47,54.53,58.89,55.26,51.05,51.11,65.47,61.05,65.32,56.58,62.11,63.53,58,61.05,59.09
68.47,60.86,61.87,53.42,66.32,63.84,56.68,54.63,61.32,57.16,53.89,66,57.84,64.37,65.68,58.89,62.16,69.58,64.11,61.43
56,55.93,65.4,57,56.58,55.84,51.84,65.42,64.11,62.32,60.63,58.16,54.84,54.95,48.84,65.42,57.37,55.89,56.42,58.05
67.93,55.93,72.6,63.26,69.74,54.58,63.11,55.16,67.53,45.79,57.84,60.21,56.95,52.63,47.74,65.63,59.63,59.95,63.89,60
58.6,58.36,55.6,45.79,64.79,61.84,60.42,61.53,57.53,57.68,51.11,56.47,60.84,54.89,61.84,61.58,50.84,57.11,52.21,57.32
58.93,64,62,64.16,63.79,57.32,62.63,60.26,60.68,63.26,64,58.21,62.68,56.95,60.05,54.79,43.74,63.68,61,60.11
57.13,59,60,55.21,48.53,62.53,58.74,56,60.21,66.11,63.42,53.79,55.74,48.89,56.53,62.26,61.58,59.58,66.37,58.51
55.07,52.21,63.8,54.05,51.32,56.05,54.26,64.47,63.47,59.53,56.84,63.84,62.53,55.95,66.42,50.74,54.11,67.53,63.21,58.71
64.47,51,59.33,59.53,58.26,56.21,52.79,61.05,60.16,56.68,59.95,61.58,60.58,46.58,70.16,58,58,58.95,53.84,58.27
58.87,43.07,61.07,57.74,52.95,61.11,51.79,69.32,55.47,58,58.32,66.84,57.95,61.42,53.16,64.11,61.11,62.58,61.11,58.73
47.13,57.79,60.2,58.32,63.68,63.05,64.63,61.89,48.68,61.47,67.84,52.63,49.95,68.26,51.95,55.63,69.32,63.63,60.89,59.31
65.93,65.07,57.07,63.63,58.68,57.05,61.63,57.16,66.74,61.95,57.21,65.26,61.42,55.95,55.68,63.95,62.63,63.95,56,60.89
62.6,62.5,60.2,59.05,62.79,61.84,62.53,54.84,68.95,56.47,61.42,52.11,62.05,59.53,55.95,54.16,60.63,57.95,57.58,59.64
64.87,59.07,66.87,52.68,56.37,58.47,65.68,58.79,63.84,58.58,61.42,56,49.89,62.58,64.89,56.58,60.53,63.79,51.58,59.6
53.4,51.36,60.47,65.42,67.42,63.84,59.11,59.47,53.74,57.11,65,55.84,60.58,67.16,64.53,53.74,68.58,55.63,59.95,60.12
55.27,59.29,58.67,55.16,57.16,63.21,67.95,62.05,53.42,55.79,59.74,53.16,67.89,55.16,59.74,69.16,50.37,56.11,58.74,58.84
59.4,57.79,66.07,56.89,57.58,62.89,53,51.26,64.89,60.74,55.95,73.26,55.89,59.89,66.21,56.63,54.58,53.32,65.89,59.59
67.6,64.43,55.6,57.79,69.68,61.32,53.47,56.89,63.37,63.11,55.26,62.63,57.05,61.89,68.21,58.21,63.58,60.21,59.58,61.05
59.27,59.07,52.47,58.84,56.53,60.05,65.58,54.84,59.79,50.79,54.32,59.89,61.47,60.68,65.63,63.37,60.21,55.58,57.68,58.74
56.47,57.21,53.27,54.32,58.89,44.11,61.42,58.53,52.11,57.47,55.32,54.05,58.05,61.37,51.74,55.89,53.79,63.47,61.74,56.27
56.33,58.07,66,65.63,51.26,66.26,60.37,63.47,57.21,55.63,60.84,55.37,61.84,53.95,61.26,60.05,59.89,51.74,48.74,58.63
61,52.21,58.67,64.26,59.95,66.05,58.42,58.63,58.47,55.32,58.89,66.68,67.37,53.58,65.37,57.26,50.58,56.05,58.16,59.31
61.13,60.36,55.67,58.26,55.89,62.53,64,65.42,53.47,60.95,63.42,58.21,60.58,62.16,58.84,54.42,63.95,66.32,65.95,60.61
62.93,55.71,54.73,55.11,62.58,58.26,55.89,64.26,57.84,61.79,53.74,53.05,61,56.47,53.68,59.68,59.74,61.95,59.63,58.32
51.87,59.64,66.2,64.32,51.74,53.58,52.11,61.74,55.47,53.74,62.79,58.37,66.26,61.16,60.84,62.47,53.58,64.68,51.79,58.54
59.2,67.43,58.47,69.21,55.32,63.11,64.58,61.47,56.95,63.68,58.68,68.63,58.58,54.95,69.32,59.37,55.05,61.42,63.47,61.52
58.8,64.57,71.33,54.95,52.11,69.74,55.42,59.74,63.79,60.42,58.32,57.37,65,66.89,51.84,53.47,56.37,69.26,65.53,60.79
48.2,59.57,55.8,63.42,66.21,63.95,56.21,65.74,72.84,63.58,51,53.95,65.63,63.42,72.53,50.63,62.26,63.63,58.37,60.89
54.73,68,64.8,61.84,67.74,60.84,65.37,55.95,65.32,54.68,64.32,60.74,55.68,56.95,65.58,64.89,59.68,52.21,61.21,61.08
66.47,59.79,59.73,55.79,60.26,55.11,50.26,50.37,64.26,61.63,59.58,63.74,64.05,59.11,60.79,58.32,56.95,56.95,68.95,59.58
59.6,55.14,70.53,53.79,56.26,53.79,54.16,48.42,54.42,61.42,55.47,54.58,64.32,56.16,65.26,68.42,61.42,62.26,58.74,58.64
56.73,58.71,49.93,61.47,57.05,61.26,57.21,61.79,61.05,62.53,63.79,62.68,63.63,59.84,53.58,63.84,60.68,57.95,67.26,60.05
60.07,48.79,64.2,69.37,62.16,58.16,61.95,55,55.63,61.21,65.58,61.95,68.32,54.05,69.05,58.16,58.26,55.74,54.53,60.11
66.93,53.79,63.6,48.84,65.47,62.21,56.84,65.21,53.11,56.79,58.05,56.47,52.79,50.32,51.11,54.68,62.79,58.89,61.47,57.86
62.87,62,58.53,57,52.05,56.68,56.84,61.63,61.63,56.32,61.79,64.53,58.21,62.63,63.42,57.58,59.68,63.63,57.68,59.72
57.73,57.14,59.53,56.11,53.26,57.68,59.89,58.21,57.63,62.84,49.05,58.79,56.79,59.47,57.32,56.05,66,52.47,63.89,57.89
59.27,51.71,51.47,63.84,57.21,53.26,53.84,63.74,59.58,61.37,63.79,53.89,56.68,58.21,67.21,60.63,68.21,55.21,52.79,58.52
60.4,57.71,61.67,65.63,58.63,57,65.79,62.11,57.32,55.05,64.53,57.42,66.53,61.05,55.32,70.89,59.47,59.37,55.11,60.58
55.47,64.5,64.6,62.53,50.63,69.79,55.95,57.26,45,58.37,55.79,54.53,59.47,63.37,52.84,67.05,59.37,60.05,60.68,58.8
65.27,54.79,61.93,61.47,63.21,60.37,64.26,57.53,67.16,56.37,69.05,52.11,62.11,52.63,55.89,50.95,66.79,49.16,59.16,59.48
53.33,65.79,60.53,60.63,56.26,53.58,59.89,56.47,59.42,61.74,55.89,64.74,58.58,50.63,58.68,61.79,63.58,57.89,51.42,58.47
65.67,54.71,58.13,59.89,74.58,60.63,57.84,67.53,63.37,51.68,51.79,58.37,55.53,62.11,65.37,52.63,44.32,58.37,60.16,59.09
59.73,50.79,70.07,60.47,55.53,53.47,48.63,60.32,54,58.84,59.74,54.53,58.89,55.74,58.79,55.53,56.63,70.16,66.05,58.31
58.27,67.29,64.4,58.47,63.21,60.26,51.16,50.63,60.47,53,58.68,57.21,52.21,62.84,57.58,59.53,57.37,58.74,59.26,58.45
60.8,60.93,59.6,63.53,57.16,58.68,65.84,63.16,71.58,63.58,56.11,54.26,60.84,53.05,55.58,56.42,54.05,58.95,59.58,59.67
54.27,63.79,63.87,59,61.95,58.89,66.26,57.89,54.95,48.47,60.79,64.89,64.42,61,60.79,53.63,64.16,49.32,65.58,59.68
55.13,50.5,55.4,51,61.37,54.79,59.84,52.58,58.68,60.95,60.47,66.79,55.95,47.53,61.26,60.16,56.37,63.53,63.63,57.68
61.67,63.21,48.47,52.89,58.68,64.37,65.47,54.95,55.68,57.74,65.42,58.47,51.84,59,62.58,58.26,65,58.84,54.16,58.77
71.73,57,62.67,56.84,60.95,53.84,66.63,61.89,68.95,57.74,48.05,60.79,63.53,61.68,67.89,57.26,60.89,66.11,47.95,60.65
54.73,57.14,58.6,61.26,53.58,64.63,65,61.89,66.11,57.58,54.42,62.42,58.37,63.32,48.84,53.32,52.37,54.58,57.79,58.21
52.47,55.36,63.27,69.53,65.47,63.32,62.42,60.79,64.74,51.74,53.47,58.42,62.74,53.68,61.05,68.11,59.89,58.37,52.89,59.88
52.2,64.5,59.8,49.58,59.79,67.16,65.42,66.89,61.21,52.21,59.89,61.42,63.11,59,62.58,56.89,59.68,64.84,54.89,60.06
45,55.57,54.07,61.58,52.74,56.37,56.16,57.26,65.21,66.16,66.42,66.84,59.63,61.21,50.68,63.11,63.53,68.63,58.63,59.41
60.47,63.86,60.87,57.11,60,55.05,58.47,67.32,64.53,58.89,63.68,65.79,58.84,68.58,55.42,57.79,57.26,60.05,58.68,60.67
51.6,62.79,59.53,63.42,54.42,53.42,58.68,50.26,71.37,61.58,58.84,59.37,66.11,58.16,56.79,65.68,65.37,71.11,63.11,60.61
57.33,60.29,51.4,55,65.68,58.84,55.21,58.84,57.89,59.37,53.53,62,59.53,51.11,51.47,63.79,62.21,54.89,69.37,58.3
60.33,65,59.8,60.47,58.68,64.21,60,58.21,63.26,54.68,59.95,58.95,55.47,68.32,56.26,65.68,59.79,62.63,62.26,60.74
58.2,70.93,63.33,58.37,60.53,67.05,50.84,66.74,56.53,47.37,61.05,55.37,68.63,68.58,59.58,72.37,59.58,54.68,59.21,61
54.53,66.21,60.47,58.16,56.26,60.11,61.79,66.42,46.95,57.95,63.68,60.21,62.58,60.47,58.53,63.58,63.95,64.63,59.89,60.34
49,71.86,59.27,52.68,69.58,62.74,57.84,59.42,52.37,53.79,64.26,57.74,63.16,55.95,64.16,69,61.26,62.68,64.37,60.59
60.87,62.71,61.47,54.53,45.42,61.74,71.05,59.68,56.89,59.32,59.63,64.74,57.95,53.11,56.74,54.68,63.79,61.84,69.47,59.77
58.73,55,62.93,59.89,61.47,56.16,47.37,60.84,60.58,56.37,61.84,50.42,63.79,56.21,63.68,58.68,60.68,57.63,53.47,58.2
61.2,54.86,57.07,65.84,60.95,57,56.84,59.95,56.63,52.68,46.11,68.26,68.84,57.26,56.16,63.79,57.95,55.58,59.84,58.78
72.07,55,58.73,52.26,61.58,63.84,59.42,45.21,64.32,59.68,61.16,58.16,59.89,59.47,59.84,67.21,65.89,67.32,56.95,60.42
56.6,66.5,70.93,66.79,58.21,50.89,61.11,58.89,53.63,56.68,58.63,67.11,51.37,55.58,56.26,57.37,55.74,65.16,53.53,59
66.07,58.14,59.13,60.68,70.16,69.63,65.74,64.79,63.84,58.53,69.42,53.37,54.05,56,59.53,62.47,49,57.84,62.37,61.09
51.4,65.86,68.2,65.63,52.47,53.95,62.89,57.32,69,57.32,56.58,61.26,43.89,63.16,63.32,59.84,54.37,67.74,54.74,59.42
52.33,60.79,64.47,51.11,65.47,57.84,65.21,63.53,64.05,56,59.74,55.26,60.21,71.21,57.95,60.21,55.63,59.21,61.79,60.11
50,62.43,66.27,57.89,61.16,50.32,69.47,61.89,66.26,58.58,68.95,65.42,55.68,68.68,55.58,63.16,59.37,62.58,59.37,61.21
62.07,47.07,67.93,52.95,54.37,64.42,58,62.11,64.11,68.68,58.32,62.47,60.37,55.47,59.58,63.68,65.37,55,73.53,60.82
58.6,67.07,49.8,75.89,62.84,59.63,48.21,65.63,54.21,59.32,53.68,54.21,64.63,56.68,60.47,64.95,60.47,61.32,64.47,60.11
55.53,52.43,56.2,65.11,56.74,60.79,56.11,62.79,63.32,52.63,70.89,56.79,61.68,58,54.26,57.26,53.37,61.68,68.74,59.17
53.8,65.64,59.87,60.16,60.37,59.05,74.05,64,52.89,54.84,57.16,64.11,60,60.74,69.05,57.84,52.84,51.63,62.53,60.03
67.33,62.64,57.13,56.32,67.84,58.74,58.05,74.37,54.42,58.63,63.68,61.53,61.74,53.32,62.42,67.89,70.37,65,64.58,62.42
63,61.57,67.8,61.32,55.58,54.47,60.53,68.63,64.53,61.89,58.58,57.21,56.58,61.95,53.89,60.05,59.89,60.63,65.74,60.73
61.33,50.79,60.33,64.32,53.89,62.37,61.26,67.16,57.42,49.84,59.32,60.84,60.95,61.16,56.53,57.63,64.42,57.21,61.89,59.4
57,62.93,54.87,56.11,61.37,67.21,59.37,56.21,58.84,55.89,56.42,58.37,61.16,60.47,57.84,51.47,65,62,59.89,59.08
60.93,57.14,44.4,61.05,47.95,61.53,54.68,58.47,66,61.16,52.26,62.89,59.42,61.26,69.68,52.58,52.74,61.84,55.95,58
61.2,55.36,72,56.26,51.89,69.05,63.05,60.74,67.26,50.95,64.21,60.95,66.58,49.21,60,52.53,60.84,61.89,61.37,60.28
53.47,62.93,55.73,56,60.42,56.95,47.47,54.05,59.58,57.95,61.53,61.42,62.95,58.37,61.95,64.11,57.37,58.37,57.63,58.33
67.2,63.14,65.6,59.32,61.37,57.53,60.79,71.84,57.21,56.16,63.42,58.05,59.26,63.68,64.21,61.79,49.68,62.11,64.37,61.41
54.13,59.14,49.6,62.58,45.26,62,65,62.63,59.89,54.32,61.11,60.58,65.84,64.79,64.47,54,52.95,61.42,63.53,59.12
61.8,66.5,59.73,56.47,63,59.84,65.58,64.47,55.89,55.05,59.26,58.58,57.47,59.84,59.16,68.11,65.26,62.11,60.21,60.97
71.67,47.29,55.93,58.63,63.42,62.74,67.11,59.26,56.26,57.26,58.05,53,52,62.26,66.32,55.95,57.53,66.95,62,59.66
60.87,63.93,63.2,60.11,59.21,68.63,63.47,56.95,48.79,65.42,66.53,59.26,60.84,62.11,61.47,55.05,56.05,46.47,57.53,59.78
56.27,45.29,66.33,51.05,59.21,53.84,59.95,62.68,55.58,61.53,62.89,55.26,60.89,62.32,57,66.58,66.84,63.05,63.32,59.47
56.93,50.07,62.6,64.42,61.42,51.74,57,66.95,52.26,57.79,68.53,65,71.05,56.68,59.37,68.53,67.74,57.11,63.68,60.99
53,55.57,55.07,54,58.53,54.84,60.58,65.89,59,63.89,66.11,60.84,65.26,62.79,64.47,65.95,55.63,60.74,54.95,59.85
55.93,58.64,59.4,62.16,58.53,64.11,65,67.89,55.42,60.95,61.37,65.16,55.89,53.37,55.68,64.58,56.95,65.26,52.53,59.94
55.67,63.21,47.87,61.53,70.74,57.68,53.95,64.32,54.74,62.42,59.53,62.47,60.05,56.42,63.63,66.32,63.05,67.37,55.89,60.36
61.93,74.29,58.4,56.42,58.74,44.42,67.26,67.95,52.37,58,52.37,48.16,60.37,62.21,64.42,56.89,60.89,54.37,58.74,58.85
64.33,60.36,64.6,57.53,64.47,58.11,63.26,55.84,62.26,58.32,59.68,57.89,57,63,60.89,67.79,61.58,61.74,53.58,60.64
68.53,69.86,61.53,52.58,65.42,49.05,62,60.84,61.79,62.37,59.21,64.37,53.58,60,56.21,62.37,59.89,42.05,60.58,59.59
58.33,71.43,64.07,58.63,60.42,58.95,56.37,60.05,60.79,59.58,64,55.58,54.42,64.63,47.84,66.53,59.58,60.42,59.37,60.05
63.47,50.5,65.13,59.21,47.89,54.21,68.63,56.21,61.58,69.53,52.32,61.89,61.37,58.05,63.05,48.89,56.37,61.16,63.95,59.13
62.13,63,68.8,57.68,62.16,51.79,61.58,66.47,48.16,58.37,57.42,60.63,61.84,59.84,66.16,62.32,54.47,61.89,61.68,60.34
61.67,56.57,62.47,59.79,60.84,58.42,63.05,59.26,62.84,60.16,57.79,57.63,55.95,62.26,48.74,65.11,70.26,57.63,52.26,59.62
59.2,60.71,66.8,57.47,61.21,49.63,56.58,55.95,60,61.63,60.42,65.63,57.74,63.68,69.32,63.84,60.37,61.63,58.53,60.54
66.67,63.14,63.33,66.95,59.05,60.42,66.89,58.42,66.05,58.53,68.68,61.11,57.47,55.37,63,50.84,61.47,55.37,60.47,61.22
59.33,58.07,45.47,61.21,59.11,61.79,55.16,62.84,58.26,56.16,61.32,57.42,65.11,53.84,58.37,64.84,57,64.42,50.68,58.44
51.93,57.43,69.67,56.37,55.53,67.68,49.74,63.26,64.53,57.79,63.79,61.79,59.16,69.21,65.79,52.11,58.16,61.89,61.58,60.39
70.13,58.21,59.73,71,61,64.53,56.89,56.74,58.79,51.74,55.47,60.95,57.21,65.32,51.63,55.74,61.95,55.26,60,59.59
69.07,57,61.2,71.37,56.95,46.16,57.84,59.63,55.26,60.16,64.74,64.26,59.32,67.47,47.11,54.42,60.84,53.89,62.74,59.44
68.13,69.64,62.87,56.42,53.58,64.11,63.63,56.47,62.89,63.21,58.47,59,57.47,56.32,51.21,51.95,62.68,68.47,61.47,60.42
66.07,68.57,58.8,59.42,61.89,52.68,57.84,68,60.11,65.89,54.11,57.89,62.63,64.53,57.95,63.47,46.53,56.37,62.26,60.26
63.6,57.93,57.67,70.37,60.11,57.21,58.05,64,54.32,54.21,50.05,67.42,57,66.68,56.68,62.05,68.74,65.74,59.42,60.59
54.27,47.71,59.07,53.84,57.42,62.68,58.63,66.84,55.21,62.42,61.95,70.58,61.32,60.11,58.21,58.42,63.89,68,59.37,60
58.6,59.71,55.87,58.21,66.05,59.47,62.84,59.11,59.37,65.42,59.16,60.95,65.47,58.16,63.58,67.74,58.32,70.58,56.21,61.31
67.13,55.79,50.67,62.21,65.89,63.21,62.16,64.58,58.74,52.11,46.05,60.42,57.58,51.32,68.84,55.58,54.63,57.68,68.74,59.12
58.87,62.86,58.87,60.53,55.68,53.26,61.42,63.58,66.21,67.32,59.26,52.89,48.47,65.37,56.58,54.42,52,63.11,63.95,59.19
66,59.86,57.27,58.74,62,57.89,61.53,52.68,47.21,67.26,58.74,65.47,59.58,58.89,63.74,53.74,63.84,47.42,50.89,58.57
54.8,51.79,74.87,59.89,54.26,63.95,61.26,56,56,60.89,57,63.21,67.63,57.74,58.37,57.16,56.84,57.21,50,58.89
52.4,64.64,75.47,63.53,61.32,57.53,57.47,56.68,64.11,53.89,59.58,50.79,61.32,51.68,52.42,50.21,58.89,58.84,62.05,58.57
64.33,54.64,50.93,48.16,62.42,72.68,54.95,63.74,60.89,54.79,56.26,61.79,55.26,54.84,71.95,53.37,59.74,63.05,62,59.25
56.27,61.29,56.53,66,58.68,61.95,62.37,59.68,60.63,61.47,61.63,57.63,51.79,57.53,54.47,60.95,61.37,62.11,59.89,59.59
62.2,55.64,57.13,50.21,52.11,59.11,52.68,71.79,57.05,61.68,60.37,62.53,57.79,58.47,55.63,61.74,63.68,60,67.21,59.32
62.73,58.36,69.67,65.26,63.68,63.95,57.74,56.84,58.74,61,57.79,56,59.37,54.37,54,60.47,56.47,50.26,61.16,59.36
59.2,56.64,59,65.95,60.16,49.21,58,55.16,48.21,62.05,54.95,67.63,55.26,51.53,57.79,66.21,57.53,63.84,52.79,57.95
60.67,49.79,63.07,61.26,66.26,52.47,54.89,63.42,63,64.53,56.26,60.63,63.32,56.95,70.21,61,55.84,58.95,61.11,60.19
69.27,67.86,55.93,56,52.11,57.05,51.26,48.26,62.84,55.42,54.11,63.16,56.37,58.26,56.95,54.63,61.37,62.26,55.37,57.81
64.8,62.29,50.8,57.16,60.16,52.84,61.37,66.53,60.37,53.47,54.95,59.05,60.16,50.32,56.16,47.95,58,60.37,60.21,57.73
55.47,54.07,57.33,59.84,61.21,65.16,54.37,48.79,62.53,57,51.95,61.37,62.95,60.11,55.21,66.16,59.74,61.84,65.63,58.98
57.47,63.93,61.87,62.26,66.16,64.79,54.89,53.74,64.53,60.63,64.32,58.47,56.32,59.58,53.84,68.05,50.05,66.53,54.47,60.1
