LIN10000,API10000,BRP10000,FUL10000,ASI10000,APM10000,AII10000,INTG_001
66.12,62.9,57.3,61.4,59.1,57.8,71.48,62.3
62.5,67.14,71.2,65.1,62.3,67.2,62.19,65.38
71.25,62.38,54.3,55.8,57.3,63.0,59.95,60.57
62.62,65.81,70.2,70.7,75.5,62.9,61.0,66.96
54.5,66.86,68.8,59.1,71.3,58.9,68.52,64.0
53.62,62.29,62.2,62.6,71.1,65.3,65.1,63.17
74.5,62.0,67.2,60.3,73.9,62.2,60.86,65.85
70.62,73.76,55.0,69.4,57.5,66.5,65.9,65.53
63.0,65.95,57.1,78.7,67.6,67.9,63.33,66.23
70.25,66.76,69.5,64.7,71.0,58.7,60.76,65.95
62.88,72.33,58.0,67.0,69.0,59.3,59.86,64.05
74.38,73.19,59.0,68.4,52.8,74.6,67.19,67.08
69.0,67.62,50.3,63.4,66.5,65.2,60.76,63.25
54.25,58.1,71.0,67.6,50.5,71.2,56.71,61.34
65.12,62.67,70.4,68.4,62.3,56.4,65.95,64.46
64.5,73.43,70.4,72.5,73.0,69.8,59.81,69.06
55.75,67.95,67.4,57.1,75.6,63.8,67.33,64.99
71.12,66.95,54.6,63.8,66.9,59.6,66.9,64.27
62.75,64.38,71.8,66.4,56.0,59.2,60.67,63.03
60.88,64.9,64.0,70.5,59.6,59.1,68.29,63.9
55.0,66.43,69.6,62.8,60.1,58.5,59.05,61.64
68.12,66.71,61.7,67.1,74.4,72.1,69.95,68.58
65.12,61.14,61.4,62.9,59.2,54.3,67.14,61.6
67.62,60.9,66.9,65.9,57.7,63.9,70.62,64.79
53.62,64.95,59.4,59.3,62.5,56.5,65.86,60.3
57.88,60.33,58.4,60.4,67.1,69.2,68.9,63.17
77.75,54.57,66.6,66.2,56.8,63.6,56.19,63.1
55.62,63.0,71.7,82.4,69.5,71.2,66.19,68.52
70.12,70.14,63.0,64.2,55.7,72.4,56.86,64.63
76.75,60.14,72.4,59.6,60.0,62.5,60.52,64.56
57.25,68.52,61.8,65.6,60.8,62.9,64.33,63.03
69.25,59.33,63.1,68.6,71.6,62.1,63.38,65.34
65.38,71.0,56.8,62.3,55.1,50.6,61.43,60.37
74.12,62.43,48.9,65.6,63.0,58.4,61.29,61.96
63.62,71.24,58.8,64.5,64.5,55.9,63.57,63.16
74.12,71.52,72.7,66.2,67.3,50.0,59.38,65.89
62.12,65.29,69.6,61.6,67.1,58.4,69.67,64.83
68.75,62.57,65.5,65.2,69.3,54.4,72.52,65.46
73.25,69.24,63.8,76.2,65.0,70.7,66.19,69.2
52.38,62.62,70.1,67.5,68.1,58.4,66.71,63.69
52.25,61.62,61.9,66.7,62.8,68.9,62.48,62.38
75.75,66.57,59.5,76.3,54.7,64.3,68.86,66.57
65.12,68.19,59.6,70.0,61.1,63.2,68.52,65.11
66.75,63.48,74.6,66.2,68.0,59.0,61.33,65.62
66.12,69.0,68.2,69.7,64.4,62.4,67.05,66.7
80.88,63.95,59.9,59.2,61.1,63.5,62.76,64.47
63.75,60.0,57.8,64.0,58.2,61.9,63.86,61.36
55.75,60.14,57.7,60.7,55.6,61.2,62.57,59.09
57.25,65.33,60.8,63.0,65.5,69.7,67.86,64.21
62.12,66.67,67.5,61.0,58.9,69.7,57.24,63.3
68.38,60.14,67.0,70.6,52.5,61.6,62.48,63.24
56.5,65.43,76.3,73.6,69.7,69.8,68.38,68.53
66.5,63.86,62.1,72.2,67.9,72.3,65.29,67.16
74.0,72.19,62.1,56.4,73.2,68.8,60.95,66.81
60.0,68.05,67.7,67.4,56.7,83.1,62.33,66.47
58.62,65.76,68.7,73.3,64.7,65.1,58.24,64.92
58.5,68.86,65.5,58.9,66.4,63.7,70.62,64.64
68.38,67.9,67.1,69.8,75.8,64.7,68.9,68.94
62.12,70.86,64.5,61.2,60.5,73.1,68.0,65.75
58.75,54.57,66.5,68.1,71.1,70.3,60.05,64.2
75.12,69.67,62.9,74.2,69.1,66.5,59.76,68.18
75.12,63.48,62.0,55.2,76.3,67.6,63.38,66.15
63.62,67.19,64.8,61.9,67.4,69.1,68.86,66.12
68.38,59.38,82.0,64.3,64.8,74.7,66.62,68.6
60.75,59.76,61.3,52.8,63.8,63.4,60.29,60.3
70.62,62.29,65.7,67.7,59.6,63.9,64.81,64.95
83.12,62.24,54.9,57.0,58.4,59.9,66.71,63.18
56.5,65.71,69.5,62.4,69.8,57.8,69.71,64.49
59.88,66.9,55.2,61.2,57.1,61.2,64.33,60.83
76.5,61.71,68.7,76.1,70.0,65.9,70.57,69.93
70.62,61.14,69.2,49.9,66.2,61.3,71.86,64.32
63.12,62.67,58.1,72.5,54.9,67.1,61.05,62.78
77.38,67.19,55.7,79.6,70.3,64.6,67.71,68.93
80.38,58.71,61.8,51.3,66.3,51.0,62.76,61.75
67.12,54.19,66.0,66.6,68.7,59.9,61.52,63.43
61.88,61.95,64.1,56.9,65.3,65.1,59.9,62.16
52.62,70.48,67.9,62.2,56.9,64.2,70.86,63.59
72.25,61.81,61.9,60.5,52.6,68.1,63.67,62.98
73.12,64.19,63.9,57.9,58.0,61.8,56.24,62.16
60.75,58.05,57.4,51.9,58.5,65.4,59.86,58.84
56.75,61.81,52.5,73.1,60.8,75.6,57.67,62.6
63.88,67.71,60.0,71.7,61.4,70.5,63.62,65.54
64.38,64.62,82.4,61.1,60.6,59.2,73.43,66.53
62.0,68.62,66.7,67.8,72.7,59.6,65.33,66.11
56.62,66.29,53.8,52.9,64.7,71.8,64.9,61.57
67.12,65.9,66.6,62.7,66.2,61.6,75.33,66.49
70.38,66.62,68.5,55.0,62.4,54.6,69.0,63.78
73.88,68.9,67.3,60.6,67.6,62.2,67.52,66.86
50.5,64.9,65.7,64.0,66.7,67.2,74.57,64.8
61.62,64.52,65.9,58.5,64.1,60.9,61.67,62.46
64.25,59.38,70.9,69.0,64.0,70.5,57.95,65.14
63.5,62.57,60.2,72.7,66.9,66.2,58.52,64.37
85.38,63.95,65.8,54.9,60.8,65.5,63.05,65.62
65.88,59.86,75.2,69.2,71.6,71.8,67.0,68.65
68.62,63.05,64.7,58.8,58.6,57.8,70.95,63.22
59.5,68.24,68.9,59.2,58.7,53.2,56.71,60.64
62.12,76.43,54.1,72.5,68.2,59.4,62.9,65.09
69.88,63.9,76.9,49.2,58.9,65.3,65.48,64.22
56.0,58.48,62.8,63.8,59.0,63.0,60.52,60.51
52.62,68.1,56.5,73.3,72.0,51.9,62.19,62.37
65.62,72.19,67.9,65.6,63.0,66.3,65.86,66.64
64.5,68.81,74.3,70.0,71.8,64.6,62.1,68.01
64.88,62.33,68.1,59.4,54.6,63.2,64.19,62.39
76.5,63.33,63.2,64.0,60.9,55.7,55.76,62.77
64.5,58.9,59.5,60.6,60.2,69.8,65.14,62.66
75.0,65.62,65.8,62.5,63.1,64.0,58.05,64.87
71.0,69.1,63.8,55.6,72.6,64.0,63.0,65.59
63.75,56.38,52.7,66.7,72.5,54.8,69.81,62.38
74.38,57.95,62.9,71.8,58.2,62.2,73.38,65.83
68.25,61.67,54.7,59.0,63.8,62.0,66.62,62.29
69.12,62.29,63.7,66.9,60.1,60.3,57.0,62.77
65.25,61.05,61.4,62.3,65.3,59.2,63.0,62.5
47.62,65.76,57.4,76.2,58.1,61.3,64.1,61.5
59.12,74.62,71.1,59.3,70.1,50.5,63.29,64.0
69.25,58.71,62.1,67.3,60.6,65.8,66.48,64.32
68.75,65.33,52.3,50.8,64.7,62.4,64.1,61.2
67.38,62.19,64.7,69.8,72.7,61.7,65.95,66.35
63.0,59.33,58.5,62.9,70.0,64.5,64.9,63.31
43.75,72.95,62.7,51.1,63.1,63.3,59.86,59.54
69.0,66.86,76.9,68.8,66.3,53.0,62.14,66.14
53.12,58.24,72.6,64.6,71.8,64.5,67.57,64.63
61.38,61.57,65.1,62.9,68.3,73.7,58.19,64.45
67.38,66.52,61.3,65.7,58.2,60.0,63.86,63.28
56.38,65.62,66.8,63.5,60.2,57.2,64.48,62.02
71.25,58.62,62.2,59.3,60.7,71.7,57.86,63.09
70.0,69.52,77.7,69.0,75.5,53.1,61.38,68.03
68.12,56.67,74.7,60.5,70.4,68.0,57.81,65.17
58.38,66.43,75.5,53.9,72.0,54.9,53.86,62.14
51.0,53.62,74.0,58.3,68.0,63.9,60.76,61.37
73.0,66.95,66.9,71.7,50.2,76.2,68.67,67.66
65.62,67.33,60.6,63.0,67.1,57.7,64.86,63.75
64.25,67.1,57.5,66.6,64.9,61.2,70.43,64.57
69.88,67.76,56.6,59.6,66.0,51.1,58.9,61.41
62.75,66.81,69.9,57.2,72.5,58.0,57.76,63.56
59.12,61.9,76.2,58.2,58.8,52.1,67.0,61.9
81.25,60.67,60.2,68.6,65.0,68.1,63.19,66.72
62.25,66.86,70.8,79.8,55.3,73.8,56.24,66.44
62.25,65.81,59.2,60.1,80.4,63.3,72.95,66.29
47.38,61.9,62.2,56.9,69.9,67.7,63.67,61.38
61.12,74.81,58.4,70.7,58.6,63.4,69.05,65.15
64.75,61.24,69.1,64.5,59.5,56.1,67.24,63.2
71.12,65.62,64.3,63.1,72.1,63.3,63.0,66.08
64.0,66.05,55.2,66.4,66.0,66.6,60.14,63.48
67.75,59.86,64.7,64.6,75.0,54.9,63.38,64.31
71.5,70.38,63.4,64.1,59.2,68.8,58.57,65.14
58.0,62.38,65.9,66.2,56.5,53.2,67.71,61.41
62.12,62.71,64.0,72.3,59.8,55.5,67.71,63.45
68.88,60.81,68.0,66.1,60.5,59.8,63.62,63.96
57.0,60.76,63.5,65.7,62.7,65.0,55.57,61.46
56.62,55.86,80.3,48.9,44.8,65.6,68.33,60.06
60.38,59.52,64.2,64.8,61.2,57.7,63.9,61.67
61.88,66.29,73.1,61.7,58.0,60.6,64.81,63.77
65.12,66.05,72.1,57.7,64.3,58.8,60.57,63.52
68.25,69.57,59.7,61.7,62.9,61.9,60.48,63.5
63.62,68.48,69.9,70.4,69.2,70.5,62.19,67.76
72.62,64.38,70.6,71.4,80.3,59.3,62.95,68.79
71.0,62.62,73.6,60.2,66.0,73.5,71.62,68.36
58.75,69.43,68.0,64.9,69.8,61.8,72.76,66.49
74.62,68.52,62.1,52.5,64.8,62.1,67.67,64.62
56.5,62.38,68.9,62.9,71.7,68.7,60.29,64.48
68.25,64.52,58.1,71.2,59.4,72.0,59.33,64.69
59.25,63.43,64.2,62.4,71.9,63.5,65.43,64.3
74.75,68.43,72.6,61.9,54.1,58.9,66.1,65.25
73.38,66.9,65.8,74.0,54.1,59.7,61.81,65.1
73.75,62.95,70.0,65.8,60.2,58.2,61.38,64.61
72.62,63.57,60.9,61.6,71.4,68.8,63.67,66.08
59.5,65.62,66.3,65.8,64.4,62.7,67.0,64.47
70.88,64.67,62.2,69.8,66.9,59.7,65.05,65.6
50.5,62.62,67.5,65.6,55.1,63.5,65.95,61.54
64.0,66.81,54.6,68.3,64.6,63.0,58.24,62.79
67.25,64.33,63.6,61.8,60.8,56.0,63.76,62.51
65.25,66.52,66.2,58.2,71.4,61.6,66.86,65.15
55.62,66.38,62.4,56.2,61.0,49.3,65.43,59.48
77.88,64.95,76.2,62.0,61.8,65.0,66.38,67.74
63.25,64.24,65.3,51.8,59.5,56.2,64.86,60.74
66.25,62.86,57.1,60.4,73.5,62.7,66.48,64.18
56.62,68.43,54.9,65.1,63.3,66.4,62.43,62.45
77.0,55.76,69.0,60.0,66.0,60.3,61.76,64.26
62.25,60.33,55.1,56.9,73.8,59.8,64.86,61.86
67.25,58.86,47.2,73.1,62.1,52.6,70.81,61.7
65.62,64.19,68.4,63.3,66.3,60.8,65.05,64.81
68.12,70.71,51.4,69.4,64.2,62.5,62.1,64.06
56.12,67.76,63.9,62.0,65.2,67.5,62.95,63.63
48.5,62.38,64.4,66.3,54.8,65.7,64.1,60.88
63.5,60.24,65.3,55.1,61.4,70.7,64.43,62.95
59.75,70.14,63.4,67.1,67.3,61.0,69.52,65.46
60.5,69.43,55.8,63.5,68.2,59.0,61.62,62.58
60.12,63.62,53.6,65.8,57.5,55.8,64.81,60.18
66.5,59.81,61.9,65.6,67.2,77.7,60.0,65.53
75.75,68.86,55.5,55.9,59.4,78.8,71.19,66.49
65.62,61.62,61.0,66.7,54.4,61.0,64.95,62.19
69.0,67.52,66.4,75.8,65.3,58.7,65.67,66.91
58.62,59.0,70.5,60.1,71.2,65.6,68.29,64.76
71.38,60.81,68.1,56.3,61.9,57.8,61.24,62.5
47.88,62.19,62.7,52.4,70.8,67.4,64.67,61.15
66.5,67.0,66.9,65.0,54.0,64.8,59.67,63.41
64.25,64.14,66.5,68.1,69.7,66.4,63.95,66.15
67.0,62.9,72.6,69.8,68.7,67.5,60.71,67.03
60.12,64.05,64.4,69.1,59.2,61.2,67.95,63.72
73.12,62.19,67.9,67.1,66.4,75.7,63.95,68.05
63.0,68.29,60.4,57.3,66.7,58.7,59.62,62.0
48.38,62.9,64.5,68.4,61.6,72.2,59.48,62.49
63.0,59.48,67.2,64.5,67.5,79.6,62.1,66.2
64.75,65.05,65.4,67.6,55.4,61.0,66.76,63.71
56.0,60.86,66.1,62.4,60.4,62.9,64.1,61.82
65.0,64.57,68.3,72.4,61.2,66.1,68.19,66.54
74.0,62.57,79.4,61.8,59.1,57.1,62.81,65.25
67.25,67.19,71.7,63.7,79.5,59.3,62.0,67.23
65.5,67.0,79.4,53.4,50.5,58.4,65.62,62.83
68.12,58.57,65.0,60.1,64.6,68.3,70.52,65.03
55.38,61.62,47.9,44.2,66.8,62.0,62.0,57.13
49.25,58.81,58.9,65.1,66.1,61.1,63.19,60.35
64.88,70.33,61.5,70.7,65.9,61.2,64.19,65.53
67.62,57.1,71.7,69.6,60.2,70.5,58.67,65.06
60.12,67.52,72.2,59.7,70.7,60.1,57.52,63.98
72.5,60.57,60.9,67.8,59.0,71.8,55.86,64.06
50.25,59.76,47.8,63.4,58.9,70.0,65.9,59.43
61.75,71.29,54.0,58.5,71.0,67.5,64.19,64.03
57.75,64.71,71.3,65.1,75.1,57.6,72.86,66.35
57.75,64.67,70.8,64.9,70.9,57.7,63.33,64.29
71.38,60.67,76.3,72.6,62.2,63.2,58.14,66.35
60.38,58.19,71.9,64.1,68.8,58.6,54.48,62.35
57.5,62.19,64.8,62.1,44.5,67.5,65.62,60.6
72.38,64.24,60.2,65.5,60.4,62.7,65.0,64.34
50.12,65.62,53.9,76.2,58.7,73.7,65.38,63.38
72.12,62.57,78.5,60.2,53.8,65.9,72.29,66.48
69.0,63.9,53.1,69.8,71.8,62.4,59.52,64.22
52.88,67.86,68.7,60.6,50.4,65.1,69.1,62.09
56.5,60.1,58.3,61.1,58.4,63.3,63.71,60.2
66.12,61.1,67.5,66.1,64.3,62.5,66.71,64.9
66.12,61.43,49.9,72.1,45.8,66.2,60.71,60.32
66.62,61.0,68.8,64.1,64.4,63.5,58.57,63.86
60.75,60.86,56.9,44.6,57.1,68.9,70.81,59.99
70.0,68.29,62.4,60.5,60.4,68.8,58.14,64.08
54.62,64.71,67.5,63.3,66.8,64.4,65.57,63.84
63.75,63.0,55.7,62.7,68.5,62.8,66.48,63.28
61.5,67.38,63.7,69.5,60.7,72.5,59.52,64.97
75.38,60.38,75.0,70.0,58.7,67.2,56.81,66.21
66.0,62.24,50.7,69.6,52.8,55.6,57.43,59.2
52.88,61.81,64.2,65.4,54.4,78.5,57.33,62.07
64.25,64.9,65.2,65.9,66.2,63.5,62.29,64.61
62.62,57.33,66.2,72.2,69.6,62.8,68.76,65.65
63.38,58.62,66.2,60.0,56.2,64.9,69.57,62.7
64.0,65.19,70.8,56.6,77.4,67.4,59.19,65.8
66.38,61.19,62.6,66.0,67.8,63.9,62.43,64.33
59.12,63.95,63.7,64.8,60.1,61.3,71.29,63.47
70.38,63.67,60.3,63.0,70.3,59.7,64.0,64.48
57.0,64.76,64.5,61.6,61.7,59.9,70.1,62.79
68.0,61.76,68.8,49.1,60.1,62.5,65.43,62.24
59.88,72.24,64.2,68.9,77.0,60.8,59.24,66.04
68.38,69.19,76.8,72.8,61.3,66.6,66.95,68.86
63.75,66.76,61.6,62.1,57.6,64.9,67.14,63.41
60.5,61.81,66.2,64.2,66.0,56.2,64.1,62.71
66.62,64.76,59.7,76.7,67.3,50.5,65.57,64.45
57.75,63.29,69.0,57.2,65.4,69.4,63.48,63.64
72.25,63.76,69.2,66.7,59.8,45.8,59.81,62.47
77.5,64.1,61.4,55.0,73.7,56.6,71.86,65.74
75.5,62.24,69.2,68.4,53.4,65.0,67.9,65.95
64.0,63.48,57.5,61.6,61.0,64.0,67.52,62.73
65.88,67.81,63.7,63.3,70.4,66.3,64.14,65.93
64.38,62.29,76.4,66.1,47.5,58.1,58.95,61.96
51.88,71.05,64.6,73.1,69.1,57.1,60.9,63.96
67.62,55.81,52.0,58.4,56.7,52.2,62.43,57.88
66.25,65.24,67.7,62.3,60.3,62.9,68.62,64.76
56.5,62.38,57.4,60.8,59.2,64.5,63.86,60.66
75.12,59.29,73.5,70.4,75.9,54.4,66.29,67.84
54.88,63.0,61.4,59.0,55.1,53.8,74.33,60.22
61.38,70.86,69.4,61.0,70.3,59.1,64.1,65.16
61.88,64.71,70.3,56.5,54.3,68.2,63.81,62.81
54.88,62.86,65.6,61.5,66.3,55.9,63.76,61.54
72.62,57.62,64.4,55.1,80.0,55.6,66.48,64.55
61.25,71.29,61.8,68.5,60.5,65.8,66.43,65.08
56.0,62.33,56.5,76.2,63.5,64.3,65.38,63.46
71.62,68.38,67.4,63.8,71.7,66.3,60.95,67.17
64.38,69.52,64.4,65.9,57.7,65.0,63.1,64.28
81.62,62.43,63.0,65.4,62.2,64.0,67.14,66.54
78.12,63.76,69.8,60.3,67.8,69.0,59.05,66.83
55.5,58.86,60.5,57.6,67.4,67.8,66.48,62.02
61.75,62.81,62.4,53.6,62.4,52.3,67.71,60.42
67.62,71.62,54.4,63.1,62.0,62.7,62.86,63.47
54.62,69.19,59.5,66.0,75.1,53.6,64.62,63.23
52.25,70.95,62.0,67.0,55.8,68.0,63.14,62.74
62.5,60.62,56.9,61.2,56.5,71.3,70.38,62.77
76.5,59.57,55.5,60.5,58.2,73.1,68.38,64.54
60.88,64.29,58.0,63.8,66.7,65.5,64.24,63.34
67.12,61.33,54.6,68.5,62.4,62.5,60.14,62.37
68.38,65.71,66.2,60.1,63.9,75.0,60.29,65.65
54.12,61.76,64.5,67.5,66.6,52.0,64.1,61.51
54.75,72.95,63.5,52.5,47.8,65.5,56.9,59.13
64.75,69.71,73.4,66.2,57.7,66.0,59.62,65.34
64.5,56.9,76.1,71.7,66.2,58.5,63.81,65.39
45.0,63.29,63.3,68.5,59.7,71.4,71.57,63.25
74.88,71.43,65.9,65.4,54.1,64.0,55.76,64.5
60.0,69.1,48.7,68.8,57.5,61.9,65.86,61.69
61.5,64.29,63.1,63.7,68.9,69.7,71.52,66.1
54.75,63.29,63.3,61.5,65.2,63.4,64.43,62.27
61.62,70.86,70.8,69.2,57.6,70.1,63.14,66.19
72.38,67.76,52.7,65.1,61.5,51.3,65.0,62.25
70.75,57.76,72.8,56.8,76.7,60.9,64.38,65.73
59.88,65.95,64.7,65.1,61.1,66.2,62.05,63.57
64.5,58.48,57.2,49.9,65.0,66.6,65.19,60.98
68.75,60.67,66.5,63.2,68.9,68.6,71.52,66.88
61.75,72.71,50.4,56.7,64.6,55.2,67.05,61.2
75.75,71.29,57.3,65.0,61.0,54.3,64.29,64.13
66.25,69.95,55.5,66.6,58.8,56.1,71.48,63.53
65.0,65.52,57.3,54.2,60.1,65.6,64.76,61.78
70.38,60.43,60.1,70.4,58.5,66.2,69.76,65.11
50.88,61.67,58.1,61.7,56.7,65.6,59.24,59.13
56.88,65.05,65.5,62.5,61.7,62.8,69.76,63.45
59.12,62.05,51.6,70.3,75.9,56.1,65.86,62.99
63.12,67.86,54.5,59.4,56.6,57.2,69.33,61.15
53.25,58.19,70.3,72.9,75.4,65.1,66.43,65.94
68.0,59.33,70.1,72.0,63.3,74.0,60.95,66.81
66.5,60.05,65.9,51.7,68.5,64.9,58.33,62.27
76.25,64.05,60.9,58.5,66.3,58.9,58.52,63.35
61.38,61.52,67.7,78.3,64.2,63.3,62.48,65.55
51.25,61.05,56.6,67.4,72.5,68.6,63.48,62.98
50.5,56.19,68.5,56.2,67.1,61.2,69.52,61.32
61.62,63.95,56.4,60.3,60.3,64.6,69.43,62.37
60.88,69.38,58.8,68.5,63.2,65.0,70.19,65.14
67.0,62.81,61.5,64.6,71.2,63.6,68.76,65.64
62.5,64.1,66.2,67.7,59.8,80.6,61.1,66.0
66.0,63.76,51.2,69.1,69.4,68.7,66.95,65.02
64.88,63.81,58.3,61.2,63.4,55.0,60.0,60.94
70.12,65.05,59.3,63.5,79.3,61.5,69.52,66.9
69.75,61.05,70.1,55.0,62.7,60.8,68.95,64.05
66.88,63.33,63.0,68.2,61.8,55.8,66.14,63.59
68.75,55.48,66.5,59.0,69.9,63.3,59.33,63.18
56.5,64.14,58.7,73.8,77.2,65.5,61.24,65.3
53.12,60.76,52.6,57.6,53.3,68.6,58.81,57.83
53.38,61.43,57.6,55.1,68.4,59.4,64.43,59.96
70.25,61.76,71.2,67.0,62.7,59.8,63.05,65.11
66.12,58.05,64.6,58.5,53.5,62.3,61.19,60.61
56.25,62.76,69.4,59.7,69.2,79.0,60.57,65.27
59.75,70.24,62.1,73.7,63.4,73.1,54.05,65.19
61.5,68.86,60.3,61.1,77.5,65.4,64.52,65.6
58.75,66.0,59.1,63.9,56.5,58.6,68.86,61.67
64.62,61.76,68.5,62.7,66.3,61.9,63.95,64.25
62.62,59.38,60.5,65.6,71.3,65.0,57.14,63.08
61.62,70.71,76.2,63.8,71.8,68.2,53.33,66.52
52.25,62.62,56.4,60.4,61.0,52.5,62.24,58.2
56.75,68.19,63.4,59.6,65.5,69.2,60.62,63.32
51.25,65.95,67.7,67.7,63.6,66.6,66.71,64.22
63.88,70.76,55.0,65.1,57.4,68.8,71.48,64.63
63.62,69.38,64.5,66.5,51.9,68.3,64.76,64.14
70.5,71.52,50.5,70.2,63.1,60.7,57.52,63.44
60.62,60.95,71.6,65.4,68.7,56.3,66.19,64.25
62.62,64.14,63.0,66.8,60.7,74.8,67.24,65.62
55.12,63.9,73.3,57.1,62.0,68.3,65.24,63.57
60.5,68.67,68.5,65.6,72.2,58.1,62.1,65.09
61.25,63.43,55.8,57.5,69.9,53.8,60.1,60.25
64.25,72.24,72.9,63.7,64.9,68.8,67.81,67.8
61.25,67.71,64.4,72.2,61.9,60.6,69.19,65.32
56.25,66.95,55.7,66.9,65.8,57.0,63.05,61.66
73.25,63.71,67.3,55.6,61.5,61.3,55.57,62.61
67.75,63.05,53.7,74.8,71.4,66.6,63.05,65.76
64.25,62.33,65.9,60.2,57.6,56.5,59.19,60.85
73.12,66.38,70.1,66.4,65.2,57.2,62.71,65.87
59.12,69.05,62.1,68.4,75.4,68.4,63.48,66.56
56.12,64.9,54.3,63.9,63.4,61.0,62.19,60.83
71.12,74.76,62.1,64.4,59.1,63.5,52.24,63.89
76.5,64.71,65.0,60.3,61.3,72.4,61.62,65.98
65.38,68.52,70.4,75.4,64.8,63.0,67.1,67.8
64.88,66.95,58.9,62.7,57.7,62.1,65.19,62.63
60.38,63.33,53.1,64.3,47.8,56.6,59.43,57.85
54.12,67.43,70.2,55.0,76.0,57.2,68.81,64.11
56.62,57.24,50.6,59.5,73.6,63.0,67.14,61.1
74.12,70.38,71.6,68.5,57.8,58.3,72.05,67.54
77.12,66.9,65.8,65.5,67.8,60.7,62.48,66.62
61.62,67.05,55.7,71.6,65.5,59.4,64.71,63.66
64.0,70.1,63.8,64.4,60.6,74.1,58.57,65.08
69.75,61.33,68.5,65.5,59.1,65.5,60.62,64.33
72.12,64.14,65.3,64.8,59.8,62.9,64.95,64.86
62.12,55.57,61.9,72.9,69.8,63.8,67.62,64.82
71.62,66.86,63.2,78.9,62.3,69.2,64.24,68.05
58.62,65.67,61.3,55.5,61.6,75.0,73.43,64.45
74.25,55.43,72.1,61.9,61.6,68.6,57.86,64.53
69.12,68.38,58.4,56.8,57.1,69.2,64.67,63.38
62.12,67.86,69.9,56.8,63.1,64.2,72.14,65.16
63.25,64.57,59.9,73.5,68.6,55.4,62.95,64.02
67.0,61.1,73.4,61.1,62.5,62.2,64.57,64.55
65.12,71.19,54.4,69.7,50.6,67.1,66.76,63.55
66.62,60.62,60.3,57.8,69.3,58.9,65.05,62.66
68.38,66.52,75.9,52.8,81.1,58.8,64.29,66.83
72.62,67.48,61.2,71.9,68.4,62.4,67.52,67.36
53.62,66.43,71.5,56.6,70.0,71.2,65.57,64.99
70.88,58.33,57.1,67.1,64.4,57.3,64.38,62.78
57.12,66.67,57.1,63.2,55.2,72.8,57.24,61.33
59.62,70.1,71.3,67.4,66.4,68.4,62.0,66.46
77.88,65.95,67.7,57.5,50.6,60.5,69.48,64.23
44.25,58.76,67.2,70.3,75.4,68.5,65.71,64.3
69.62,66.57,71.8,64.7,45.3,77.3,64.62,65.7
64.12,64.33,69.5,71.0,64.0,58.3,68.14,65.63
63.75,59.76,64.4,77.8,65.3,58.1,66.76,65.12
53.75,59.86,50.7,63.6,59.3,67.7,65.38,60.04
69.38,62.67,65.4,67.3,58.1,50.8,66.24,62.84
67.0,64.43,65.0,70.2,65.8,48.9,62.05,63.34
76.62,58.52,75.7,68.5,58.8,66.5,68.9,67.65
67.38,64.76,64.5,74.7,63.6,62.7,67.38,66.43
56.62,60.62,66.8,60.5,78.2,53.7,69.52,63.71
57.88,66.52,73.4,64.1,61.8,59.6,66.9,64.31
66.38,71.38,59.5,72.0,67.4,62.7,61.95,65.9
67.0,62.67,62.6,55.5,75.1,69.1,66.0,65.42
73.12,71.57,60.7,69.9,63.7,79.1,61.05,68.45
71.88,64.33,64.4,63.7,56.9,63.2,61.38,63.68
64.75,71.48,67.4,60.3,70.5,65.3,59.24,65.57
54.12,55.9,76.4,74.6,58.7,63.7,67.48,64.42
63.62,62.76,67.9,70.1,67.6,72.4,66.48,67.27
64.5,61.71,65.9,49.5,60.2,69.3,67.9,62.72
58.5,59.0,54.7,55.0,57.5,62.4,62.57,58.52
62.0,63.05,62.1,69.6,59.7,68.3,70.1,64.98
65.88,56.62,66.5,70.0,64.2,67.8,66.14,65.31
75.25,59.14,59.6,67.2,67.5,61.0,68.1,65.4
59.0,62.38,57.7,66.3,70.6,56.0,70.9,63.27
58.62,61.19,60.4,67.8,52.5,74.1,68.05,63.24
61.88,70.86,67.7,66.6,70.1,60.5,62.48,65.73
65.25,65.57,70.5,63.7,65.0,74.6,65.19,67.12
54.12,58.33,65.6,67.3,62.3,70.1,61.67,62.78
74.38,63.86,60.3,62.8,60.0,63.3,62.48,63.87
60.38,60.81,60.2,55.6,62.0,68.3,59.19,60.92
64.38,65.33,69.6,65.5,63.7,59.2,58.86,63.8
66.62,64.71,52.3,70.9,67.9,63.6,61.38,63.92
53.25,64.86,72.2,86.4,51.5,61.8,64.05,64.86
63.0,67.05,52.8,58.2,60.3,66.8,61.71,61.41
66.38,61.76,74.9,65.2,58.2,71.1,62.67,65.74
73.25,65.52,54.2,68.3,71.1,68.3,62.29,66.14
67.62,65.95,66.3,71.5,66.1,54.2,68.24,65.7
54.75,67.33,60.0,81.6,66.2,65.6,64.0,65.64
60.75,58.24,72.6,61.3,64.9,66.6,73.38,65.4
70.88,67.43,60.7,63.4,73.6,60.8,61.05,65.41
68.75,58.05,72.8,63.4,65.0,64.3,61.81,64.87
62.75,70.14,67.6,73.0,56.1,57.7,74.1,65.91
58.88,71.24,65.5,67.8,62.8,57.6,72.52,65.19
67.12,64.24,58.9,67.7,62.1,61.0,61.1,63.17
63.12,62.76,73.7,62.8,60.5,68.1,67.19,65.45
68.62,57.19,68.9,66.0,58.1,72.9,58.76,64.35
