Inconsistencies Report
Generated: 2026-07-08 21:58:41

Dependent Inconsistencies:
  None found.

Independent Inconsistencies:
  ESU10102 | ESU10103 | Corr=0.00 | Count=802 | 26.7%
  CGS10103 | POL10106 | Corr=0.01 | Count=854 | 28.5%
  CGS10103 | POL10108 | Corr=-0.01 | Count=836 | 27.9%
  CGS10103 | POL10109 | Corr=0.00 | Count=848 | 28.3%
  CGS10103 | REG10102 | Corr=-0.01 | Count=805 | 26.8%
  CGS10103 | REG10103 | Corr=-0.03 | Count=816 | 27.2%
  CGS10103 | REG10105 | Corr=-0.02 | Count=785 | 26.2%
  CGS10103 | REG10106 | Corr=-0.00 | Count=810 | 27.0%
  CGS10103 | REG10108 | Corr=-0.01 | Count=816 | 27.2%
  CGS10103 | REG10109 | Corr=0.02 | Count=814 | 27.1%
  CGS10103 | ETI10102 | Corr=0.03 | Count=841 | 28.0%
  CGS10103 | ETI10103 | Corr=-0.01 | Count=824 | 27.5%
  CGS10103 | ETI10105 | Corr=0.00 | Count=835 | 27.8%
  CGS10103 | ETI10106 | Corr=-0.04 | Count=788 | 26.3%
  CGS10103 | ETI10108 | Corr=0.03 | Count=816 | 27.2%
  CGS10103 | ETI10109 | Corr=-0.01 | Count=842 | 28.1%
  CGS10103 | CGV10102 | Corr=0.02 | Count=821 | 27.4%
  CGS10103 | CGV10103 | Corr=0.02 | Count=853 | 28.4%
  CGS10103 | CGV10105 | Corr=0.01 | Count=752 | 25.1%
  CGS10103 | CGV10106 | Corr=-0.00 | Count=845 | 28.2%
  CGS10103 | CGV10108 | Corr=-0.01 | Count=783 | 26.1%
  CGS10103 | CGV10109 | Corr=-0.01 | Count=812 | 27.1%
  CGS10103 | IGV10102 | Corr=0.03 | Count=819 | 27.3%
  CGS10103 | IGV10103 | Corr=-0.01 | Count=834 | 27.8%
  CGS10103 | IGV10105 | Corr=-0.03 | Count=829 | 27.6%
  CGS10103 | IGV10106 | Corr=-0.00 | Count=801 | 26.7%
  CGS10103 | IGV10108 | Corr=0.00 | Count=819 | 27.3%
  CGS10103 | IGV10109 | Corr=-0.00 | Count=803 | 26.8%
  CGS10103 | CPI10102 | Corr=0.01 | Count=793 | 26.4%
  CGS10103 | CPI10103 | Corr=-0.01 | Count=774 | 25.8%
  CGS10103 | CPI10105 | Corr=0.00 | Count=809 | 27.0%
  CGS10103 | CPI10106 | Corr=0.00 | Count=820 | 27.3%
  CGS10103 | CPI10108 | Corr=-0.00 | Count=809 | 27.0%
  CGS10103 | CPI10109 | Corr=-0.01 | Count=778 | 25.9%
  CGS10105 | CGS10106 | Corr=0.01 | Count=813 | 27.1%
  CGS10105 | CGS10108 | Corr=0.02 | Count=807 | 26.9%
  CGS10105 | CGS10109 | Corr=-0.01 | Count=808 | 26.9%
  CGS10105 | GRC10102 | Corr=0.03 | Count=819 | 27.3%
  CGS10105 | GRC10103 | Corr=-0.00 | Count=770 | 25.7%
  CGS10105 | GRC10104 | Corr=-0.01 | Count=864 | 28.8%
  CGS10105 | GRC10106 | Corr=0.03 | Count=793 | 26.4%
  CGS10105 | GRC10107 | Corr=0.01 | Count=815 | 27.2%
  CGS10105 | GRC10109 | Corr=0.02 | Count=851 | 28.4%
  CGS10105 | GRC10110 | Corr=0.00 | Count=801 | 26.7%
  CGS10105 | ERM10102 | Corr=0.03 | Count=796 | 26.5%
  CGS10105 | ERM10103 | Corr=-0.03 | Count=783 | 26.1%
  CGS10105 | ERM10105 | Corr=-0.01 | Count=808 | 26.9%
  CGS10105 | ERM10106 | Corr=0.00 | Count=842 | 28.1%
  CGS10105 | ERM10108 | Corr=-0.03 | Count=820 | 27.3%
  CGS10105 | ERM10109 | Corr=0.03 | Count=853 | 28.4%
  CGS10105 | AUD10102 | Corr=-0.03 | Count=820 | 27.3%
  CGS10105 | AUD10103 | Corr=0.00 | Count=815 | 27.2%
  CGS10105 | AUD10105 | Corr=0.01 | Count=823 | 27.4%
  CGS10105 | AUD10106 | Corr=-0.00 | Count=813 | 27.1%
  CGS10105 | AUD10108 | Corr=-0.02 | Count=783 | 26.1%
  CGS10105 | AUD10109 | Corr=0.02 | Count=807 | 26.9%
  CGS10105 | POL10102 | Corr=-0.02 | Count=802 | 26.7%
  CGS10105 | POL10103 | Corr=-0.01 | Count=786 | 26.2%
  CGS10105 | POL10105 | Corr=0.00 | Count=826 | 27.5%
  CGS10105 | POL10106 | Corr=-0.03 | Count=771 | 25.7%
  CGS10105 | POL10108 | Corr=0.00 | Count=795 | 26.5%
  CGS10105 | POL10109 | Corr=-0.02 | Count=816 | 27.2%
  CGS10105 | REG10102 | Corr=-0.01 | Count=793 | 26.4%
  CGS10105 | REG10103 | Corr=-0.02 | Count=785 | 26.2%
  CGS10105 | REG10105 | Corr=0.01 | Count=811 | 27.0%
  CGS10105 | REG10106 | Corr=0.00 | Count=827 | 27.6%
  CGS10105 | REG10108 | Corr=-0.03 | Count=752 | 25.1%
  CGS10105 | REG10109 | Corr=0.01 | Count=795 | 26.5%
  CGS10105 | ETI10102 | Corr=-0.02 | Count=778 | 25.9%
  CGS10105 | ETI10103 | Corr=0.01 | Count=841 | 28.0%
  CGS10105 | ETI10105 | Corr=-0.00 | Count=784 | 26.1%
  CGS10105 | ETI10106 | Corr=-0.01 | Count=801 | 26.7%
  CGS10105 | ETI10108 | Corr=-0.01 | Count=782 | 26.1%
  CGS10105 | ETI10109 | Corr=0.02 | Count=791 | 26.4%
  CGS10105 | CGV10102 | Corr=-0.01 | Count=805 | 26.8%
  CGS10105 | CGV10103 | Corr=0.01 | Count=830 | 27.7%
  CGS10105 | CGV10105 | Corr=0.01 | Count=808 | 26.9%
  CGS10105 | CGV10106 | Corr=0.01 | Count=767 | 25.6%
  CGS10105 | CGV10108 | Corr=-0.02 | Count=793 | 26.4%
  CGS10105 | CGV10109 | Corr=0.03 | Count=833 | 27.8%
  CGS10105 | IGV10102 | Corr=0.00 | Count=827 | 27.6%
  CGS10105 | IGV10103 | Corr=0.00 | Count=798 | 26.6%
  CGS10105 | IGV10105 | Corr=-0.00 | Count=793 | 26.4%
  CGS10105 | IGV10106 | Corr=0.00 | Count=831 | 27.7%
  CGS10105 | IGV10108 | Corr=-0.00 | Count=810 | 27.0%
  CGS10105 | IGV10109 | Corr=0.02 | Count=829 | 27.6%
  CGS10105 | CPI10102 | Corr=-0.01 | Count=780 | 26.0%
  CGS10105 | CPI10103 | Corr=0.01 | Count=807 | 26.9%
  CGS10105 | CPI10105 | Corr=-0.01 | Count=787 | 26.2%
  CGS10105 | CPI10106 | Corr=0.02 | Count=824 | 27.5%
  CGS10105 | CPI10108 | Corr=-0.00 | Count=792 | 26.4%
  CGS10105 | CPI10109 | Corr=-0.01 | Count=802 | 26.7%
  CGS10106 | CGS10108 | Corr=0.03 | Count=830 | 27.7%
  CGS10106 | CGS10109 | Corr=-0.05 | Count=791 | 26.4%
  CGS10106 | GRC10102 | Corr=0.03 | Count=846 | 28.2%
  CGS10106 | GRC10103 | Corr=0.01 | Count=850 | 28.3%
  CGS10106 | GRC10104 | Corr=-0.02 | Count=801 | 26.7%
  CGS10106 | GRC10106 | Corr=0.03 | Count=792 | 26.4%
  CGS10106 | GRC10107 | Corr=-0.02 | Count=771 | 25.7%
  CGS10106 | GRC10109 | Corr=0.00 | Count=801 | 26.7%
  CGS10106 | GRC10110 | Corr=-0.03 | Count=790 | 26.3%
  CGS10106 | ERM10102 | Corr=0.01 | Count=784 | 26.1%
  CGS10106 | ERM10103 | Corr=0.01 | Count=830 | 27.7%
  CGS10106 | ERM10105 | Corr=0.00 | Count=787 | 26.2%
  CGS10106 | ERM10106 | Corr=0.00 | Count=816 | 27.2%
  CGS10106 | ERM10108 | Corr=0.03 | Count=836 | 27.9%
  CGS10106 | ERM10109 | Corr=-0.01 | Count=781 | 26.0%
  CGS10106 | AUD10102 | Corr=-0.00 | Count=774 | 25.8%
  CGS10106 | AUD10103 | Corr=0.02 | Count=831 | 27.7%
  CGS10106 | AUD10105 | Corr=-0.02 | Count=824 | 27.5%
  CGS10106 | AUD10106 | Corr=0.00 | Count=834 | 27.8%
  CGS10106 | AUD10108 | Corr=-0.02 | Count=773 | 25.8%
  CGS10106 | AUD10109 | Corr=-0.02 | Count=806 | 26.9%
  CGS10106 | POL10102 | Corr=-0.00 | Count=812 | 27.1%
  CGS10106 | POL10103 | Corr=0.01 | Count=825 | 27.5%
  CGS10106 | POL10105 | Corr=-0.03 | Count=793 | 26.4%
  CGS10106 | POL10106 | Corr=0.02 | Count=857 | 28.6%
  CGS10106 | POL10108 | Corr=-0.02 | Count=828 | 27.6%
  CGS10106 | POL10109 | Corr=-0.00 | Count=822 | 27.4%
  CGS10106 | REG10102 | Corr=-0.00 | Count=797 | 26.6%
  CGS10106 | REG10103 | Corr=0.01 | Count=794 | 26.5%
  CGS10106 | REG10105 | Corr=0.00 | Count=801 | 26.7%
  CGS10106 | REG10106 | Corr=0.02 | Count=812 | 27.1%
  CGS10106 | REG10108 | Corr=0.02 | Count=817 | 27.2%
  CGS10106 | REG10109 | Corr=0.01 | Count=845 | 28.2%
  CGS10106 | ETI10102 | Corr=-0.01 | Count=812 | 27.1%
  CGS10106 | ETI10103 | Corr=-0.01 | Count=809 | 27.0%
  CGS10106 | ETI10105 | Corr=-0.04 | Count=778 | 25.9%
  CGS10106 | ETI10106 | Corr=-0.00 | Count=794 | 26.5%
  CGS10106 | ETI10108 | Corr=0.03 | Count=845 | 28.2%
  CGS10106 | ETI10109 | Corr=-0.00 | Count=800 | 26.7%
  CGS10106 | CGV10102 | Corr=0.01 | Count=831 | 27.7%
  CGS10106 | CGV10103 | Corr=-0.00 | Count=778 | 25.9%
  CGS10106 | CGV10105 | Corr=-0.02 | Count=810 | 27.0%
  CGS10106 | CGV10106 | Corr=-0.00 | Count=798 | 26.6%
  CGS10106 | CGV10108 | Corr=-0.00 | Count=800 | 26.7%
  CGS10106 | CGV10109 | Corr=0.02 | Count=819 | 27.3%
  CGS10106 | IGV10102 | Corr=0.02 | Count=841 | 28.0%
  CGS10106 | IGV10103 | Corr=-0.00 | Count=803 | 26.8%
  CGS10106 | IGV10105 | Corr=-0.02 | Count=850 | 28.3%
  CGS10106 | IGV10106 | Corr=0.01 | Count=808 | 26.9%
  CGS10106 | IGV10108 | Corr=0.01 | Count=865 | 28.8%
  CGS10106 | IGV10109 | Corr=-0.00 | Count=783 | 26.1%
  CGS10106 | CPI10102 | Corr=0.02 | Count=823 | 27.4%
  CGS10106 | CPI10103 | Corr=0.03 | Count=801 | 26.7%
  CGS10106 | CPI10105 | Corr=-0.02 | Count=795 | 26.5%
  CGS10106 | CPI10106 | Corr=0.01 | Count=807 | 26.9%
  CGS10106 | CPI10108 | Corr=-0.02 | Count=746 | 24.9%
  CGS10106 | CPI10109 | Corr=-0.01 | Count=772 | 25.7%
  CGS10108 | CGS10109 | Corr=0.02 | Count=803 | 26.8%
  CGS10108 | GRC10102 | Corr=0.01 | Count=817 | 27.2%
  CGS10108 | GRC10103 | Corr=-0.03 | Count=780 | 26.0%
  CGS10108 | GRC10104 | Corr=0.01 | Count=834 | 27.8%
  CGS10108 | GRC10106 | Corr=-0.02 | Count=793 | 26.4%
  CGS10108 | GRC10107 | Corr=-0.02 | Count=796 | 26.5%
  CGS10108 | GRC10109 | Corr=0.01 | Count=806 | 26.9%
  CGS10108 | GRC10110 | Corr=-0.01 | Count=802 | 26.7%
  CGS10108 | ERM10102 | Corr=-0.03 | Count=809 | 27.0%
  CGS10108 | ERM10103 | Corr=0.01 | Count=838 | 27.9%
  CGS10108 | ERM10105 | Corr=0.01 | Count=798 | 26.6%
  CGS10108 | ERM10106 | Corr=-0.02 | Count=796 | 26.5%
  CGS10108 | ERM10108 | Corr=0.02 | Count=814 | 27.1%
  CGS10108 | ERM10109 | Corr=0.00 | Count=854 | 28.5%
  CGS10108 | AUD10102 | Corr=0.00 | Count=797 | 26.6%
  CGS10108 | AUD10103 | Corr=0.03 | Count=821 | 27.4%
  CGS10108 | AUD10105 | Corr=0.02 | Count=780 | 26.0%
  CGS10108 | AUD10106 | Corr=-0.01 | Count=801 | 26.7%
  CGS10108 | AUD10108 | Corr=0.00 | Count=800 | 26.7%
  CGS10108 | AUD10109 | Corr=0.03 | Count=841 | 28.0%
  CGS10108 | POL10102 | Corr=-0.02 | Count=805 | 26.8%
  CGS10108 | POL10103 | Corr=0.03 | Count=812 | 27.1%
  CGS10108 | POL10105 | Corr=-0.04 | Count=792 | 26.4%
  CGS10108 | POL10106 | Corr=-0.03 | Count=806 | 26.9%
  CGS10108 | POL10108 | Corr=-0.01 | Count=808 | 26.9%
  CGS10108 | POL10109 | Corr=0.00 | Count=841 | 28.0%
  CGS10108 | REG10102 | Corr=-0.02 | Count=804 | 26.8%
  CGS10108 | REG10103 | Corr=-0.02 | Count=822 | 27.4%
  CGS10108 | REG10105 | Corr=0.01 | Count=829 | 27.6%
  CGS10108 | REG10106 | Corr=-0.01 | Count=810 | 27.0%
  CGS10108 | REG10108 | Corr=0.01 | Count=845 | 28.2%
  CGS10108 | REG10109 | Corr=-0.01 | Count=758 | 25.3%
  CGS10108 | ETI10102 | Corr=-0.01 | Count=795 | 26.5%
  CGS10108 | ETI10103 | Corr=-0.01 | Count=780 | 26.0%
  CGS10108 | ETI10105 | Corr=0.01 | Count=799 | 26.6%
  CGS10108 | ETI10106 | Corr=-0.01 | Count=803 | 26.8%
  CGS10108 | ETI10108 | Corr=-0.02 | Count=821 | 27.4%
  CGS10108 | ETI10109 | Corr=-0.00 | Count=785 | 26.2%
  CGS10108 | CGV10102 | Corr=-0.02 | Count=813 | 27.1%
  CGS10108 | CGV10103 | Corr=-0.03 | Count=774 | 25.8%
  CGS10108 | CGV10105 | Corr=0.01 | Count=817 | 27.2%
  CGS10108 | CGV10106 | Corr=0.02 | Count=714 | 23.8%
  CGS10108 | CGV10108 | Corr=0.01 | Count=820 | 27.3%
  CGS10108 | CGV10109 | Corr=0.01 | Count=824 | 27.5%
  CGS10108 | IGV10102 | Corr=-0.02 | Count=810 | 27.0%
  CGS10108 | IGV10103 | Corr=-0.01 | Count=825 | 27.5%
  CGS10108 | IGV10105 | Corr=0.03 | Count=822 | 27.4%
  CGS10108 | IGV10106 | Corr=0.02 | Count=828 | 27.6%
  CGS10108 | IGV10108 | Corr=-0.00 | Count=800 | 26.7%
  CGS10108 | IGV10109 | Corr=0.00 | Count=818 | 27.3%
  CGS10108 | CPI10102 | Corr=-0.00 | Count=803 | 26.8%
  CGS10108 | CPI10103 | Corr=0.02 | Count=848 | 28.3%
  CGS10108 | CPI10105 | Corr=-0.00 | Count=799 | 26.6%
  CGS10108 | CPI10106 | Corr=0.02 | Count=822 | 27.4%
  CGS10108 | CPI10108 | Corr=-0.01 | Count=778 | 25.9%
  CGS10108 | CPI10109 | Corr=-0.02 | Count=756 | 25.2%
  CGS10109 | GRC10102 | Corr=0.01 | Count=831 | 27.7%
  CGS10109 | GRC10103 | Corr=0.06 | Count=844 | 28.1%
  CGS10109 | GRC10104 | Corr=0.03 | Count=830 | 27.7%
  CGS10109 | GRC10106 | Corr=-0.02 | Count=798 | 26.6%
  CGS10109 | GRC10107 | Corr=-0.01 | Count=787 | 26.2%
  CGS10109 | GRC10109 | Corr=0.00 | Count=809 | 27.0%
  CGS10109 | GRC10110 | Corr=0.02 | Count=832 | 27.7%
  CGS10109 | ERM10102 | Corr=-0.03 | Count=788 | 26.3%
  CGS10109 | ERM10103 | Corr=0.02 | Count=798 | 26.6%
  CGS10109 | ERM10105 | Corr=0.01 | Count=821 | 27.4%
  CGS10109 | ERM10106 | Corr=-0.03 | Count=810 | 27.0%
  CGS10109 | ERM10108 | Corr=0.03 | Count=854 | 28.5%
  CGS10109 | ERM10109 | Corr=0.00 | Count=806 | 26.9%
  CGS10109 | AUD10102 | Corr=0.04 | Count=846 | 28.2%
  CGS10109 | AUD10103 | Corr=-0.04 | Count=811 | 27.0%
  CGS10109 | AUD10105 | Corr=0.02 | Count=804 | 26.8%
  CGS10109 | AUD10106 | Corr=-0.00 | Count=801 | 26.7%
  CGS10109 | AUD10108 | Corr=0.00 | Count=800 | 26.7%
  CGS10109 | AUD10109 | Corr=-0.02 | Count=798 | 26.6%
  CGS10109 | POL10102 | Corr=0.01 | Count=828 | 27.6%
  CGS10109 | POL10103 | Corr=-0.01 | Count=819 | 27.3%
  CGS10109 | POL10105 | Corr=0.00 | Count=818 | 27.3%
  CGS10109 | POL10106 | Corr=-0.02 | Count=836 | 27.9%
  CGS10109 | POL10108 | Corr=-0.02 | Count=824 | 27.5%
  CGS10109 | POL10109 | Corr=-0.00 | Count=794 | 26.5%
  CGS10109 | REG10102 | Corr=0.02 | Count=804 | 26.8%
  CGS10109 | REG10103 | Corr=0.00 | Count=810 | 27.0%
  CGS10109 | REG10105 | Corr=-0.03 | Count=811 | 27.0%
  CGS10109 | REG10106 | Corr=-0.00 | Count=856 | 28.5%
  CGS10109 | REG10108 | Corr=0.02 | Count=827 | 27.6%
  CGS10109 | REG10109 | Corr=-0.03 | Count=821 | 27.4%
  CGS10109 | ETI10102 | Corr=-0.00 | Count=835 | 27.8%
  CGS10109 | ETI10103 | Corr=0.00 | Count=782 | 26.1%
  CGS10109 | ETI10105 | Corr=0.02 | Count=810 | 27.0%
  CGS10109 | ETI10106 | Corr=0.02 | Count=800 | 26.7%
  CGS10109 | ETI10108 | Corr=-0.01 | Count=837 | 27.9%
  CGS10109 | ETI10109 | Corr=0.02 | Count=844 | 28.1%
  CGS10109 | CGV10102 | Corr=-0.02 | Count=774 | 25.8%
  CGS10109 | CGV10103 | Corr=0.00 | Count=832 | 27.7%
  CGS10109 | CGV10105 | Corr=0.00 | Count=799 | 26.6%
  CGS10109 | CGV10106 | Corr=0.02 | Count=854 | 28.5%
  CGS10109 | CGV10108 | Corr=-0.00 | Count=796 | 26.5%
  CGS10109 | CGV10109 | Corr=0.01 | Count=828 | 27.6%
  CGS10109 | IGV10102 | Corr=0.03 | Count=834 | 27.8%
  CGS10109 | IGV10103 | Corr=-0.02 | Count=811 | 27.0%
  CGS10109 | IGV10105 | Corr=-0.01 | Count=822 | 27.4%
  CGS10109 | IGV10106 | Corr=-0.04 | Count=800 | 26.7%
  CGS10109 | IGV10108 | Corr=0.04 | Count=833 | 27.8%
  CGS10109 | IGV10109 | Corr=0.00 | Count=796 | 26.5%
  CGS10109 | CPI10102 | Corr=-0.01 | Count=807 | 26.9%
  CGS10109 | CPI10103 | Corr=-0.01 | Count=812 | 27.1%
  CGS10109 | CPI10105 | Corr=0.03 | Count=828 | 27.6%
  CGS10109 | CPI10106 | Corr=-0.01 | Count=794 | 26.5%
  CGS10109 | CPI10108 | Corr=0.00 | Count=800 | 26.7%
  CGS10109 | CPI10109 | Corr=0.02 | Count=851 | 28.4%
  GRC10102 | GRC10103 | Corr=0.00 | Count=795 | 26.5%
  GRC10102 | GRC10104 | Corr=-0.02 | Count=844 | 28.1%
  GRC10102 | GRC10106 | Corr=-0.01 | Count=796 | 26.5%
  GRC10102 | GRC10107 | Corr=0.02 | Count=829 | 27.6%
  GRC10102 | GRC10109 | Corr=0.01 | Count=804 | 26.8%
  GRC10102 | GRC10110 | Corr=0.00 | Count=810 | 27.0%
  GRC10102 | ERM10102 | Corr=-0.02 | Count=843 | 28.1%
  GRC10102 | ERM10103 | Corr=-0.02 | Count=833 | 27.8%
  GRC10102 | ERM10105 | Corr=-0.01 | Count=803 | 26.8%
  GRC10102 | ERM10106 | Corr=0.01 | Count=826 | 27.5%
  GRC10102 | ERM10108 | Corr=-0.00 | Count=848 | 28.3%
  GRC10102 | ERM10109 | Corr=0.02 | Count=863 | 28.8%
  GRC10102 | AUD10102 | Corr=0.01 | Count=842 | 28.1%
  GRC10102 | AUD10103 | Corr=0.03 | Count=840 | 28.0%
  GRC10102 | AUD10105 | Corr=0.00 | Count=818 | 27.3%
  GRC10102 | AUD10106 | Corr=-0.03 | Count=757 | 25.2%
  GRC10102 | AUD10108 | Corr=-0.02 | Count=814 | 27.1%
  GRC10102 | AUD10109 | Corr=-0.00 | Count=811 | 27.0%
  GRC10102 | POL10102 | Corr=0.01 | Count=842 | 28.1%
  GRC10102 | POL10103 | Corr=-0.00 | Count=817 | 27.2%
  GRC10102 | POL10105 | Corr=0.02 | Count=850 | 28.3%
  GRC10102 | POL10106 | Corr=-0.02 | Count=776 | 25.9%
  GRC10102 | POL10108 | Corr=-0.03 | Count=814 | 27.1%
  GRC10102 | POL10109 | Corr=-0.02 | Count=742 | 24.7%
  GRC10102 | REG10102 | Corr=0.02 | Count=822 | 27.4%
  GRC10102 | REG10103 | Corr=-0.01 | Count=811 | 27.0%
  GRC10102 | REG10105 | Corr=0.00 | Count=814 | 27.1%
  GRC10102 | REG10106 | Corr=-0.02 | Count=777 | 25.9%
  GRC10102 | REG10108 | Corr=-0.02 | Count=792 | 26.4%
  GRC10102 | REG10109 | Corr=0.02 | Count=829 | 27.6%
  GRC10102 | ETI10102 | Corr=0.00 | Count=795 | 26.5%
  GRC10102 | ETI10103 | Corr=0.01 | Count=822 | 27.4%
  GRC10102 | ETI10105 | Corr=0.01 | Count=857 | 28.6%
  GRC10102 | ETI10106 | Corr=-0.01 | Count=820 | 27.3%
  GRC10102 | ETI10108 | Corr=0.00 | Count=802 | 26.7%
  GRC10102 | ETI10109 | Corr=0.01 | Count=834 | 27.8%
  GRC10102 | CGV10102 | Corr=-0.00 | Count=797 | 26.6%
  GRC10102 | CGV10103 | Corr=0.02 | Count=819 | 27.3%
  GRC10102 | CGV10105 | Corr=0.02 | Count=845 | 28.2%
  GRC10102 | CGV10106 | Corr=0.02 | Count=819 | 27.3%
  GRC10102 | CGV10108 | Corr=-0.00 | Count=815 | 27.2%
  GRC10102 | CGV10109 | Corr=-0.00 | Count=814 | 27.1%
  GRC10102 | IGV10102 | Corr=-0.00 | Count=789 | 26.3%
  GRC10102 | IGV10103 | Corr=-0.01 | Count=817 | 27.2%
  GRC10102 | IGV10105 | Corr=-0.00 | Count=811 | 27.0%
  GRC10102 | IGV10106 | Corr=-0.01 | Count=777 | 25.9%
  GRC10102 | IGV10108 | Corr=-0.02 | Count=794 | 26.5%
  GRC10102 | IGV10109 | Corr=0.00 | Count=835 | 27.8%
  GRC10102 | CPI10102 | Corr=0.05 | Count=865 | 28.8%
  GRC10102 | CPI10103 | Corr=-0.00 | Count=836 | 27.9%
  GRC10102 | CPI10105 | Corr=0.05 | Count=866 | 28.9%
  GRC10102 | CPI10106 | Corr=0.03 | Count=847 | 28.2%
  GRC10102 | CPI10108 | Corr=0.01 | Count=800 | 26.7%
  GRC10102 | CPI10109 | Corr=0.03 | Count=824 | 27.5%
  GRC10103 | GRC10104 | Corr=-0.02 | Count=786 | 26.2%
  GRC10103 | GRC10106 | Corr=0.04 | Count=869 | 29.0%
  GRC10103 | GRC10107 | Corr=0.01 | Count=836 | 27.9%
  GRC10103 | GRC10109 | Corr=0.05 | Count=845 | 28.2%
  GRC10103 | GRC10110 | Corr=0.01 | Count=847 | 28.2%
  GRC10103 | ERM10102 | Corr=-0.01 | Count=831 | 27.7%
  GRC10103 | ERM10103 | Corr=-0.00 | Count=792 | 26.4%
  GRC10103 | ERM10105 | Corr=-0.03 | Count=813 | 27.1%
  GRC10103 | ERM10106 | Corr=0.00 | Count=796 | 26.5%
  GRC10103 | ERM10108 | Corr=0.02 | Count=824 | 27.5%
  GRC10103 | ERM10109 | Corr=0.02 | Count=820 | 27.3%
  GRC10103 | AUD10102 | Corr=0.01 | Count=868 | 28.9%
  GRC10103 | AUD10103 | Corr=-0.01 | Count=792 | 26.4%
  GRC10103 | AUD10105 | Corr=0.00 | Count=804 | 26.8%
  GRC10103 | AUD10106 | Corr=-0.01 | Count=806 | 26.9%
  GRC10103 | AUD10108 | Corr=-0.01 | Count=801 | 26.7%
  GRC10103 | AUD10109 | Corr=-0.00 | Count=824 | 27.5%
  GRC10103 | POL10102 | Corr=0.03 | Count=846 | 28.2%
  GRC10103 | POL10103 | Corr=0.00 | Count=833 | 27.8%
  GRC10103 | POL10105 | Corr=0.01 | Count=802 | 26.7%
  GRC10103 | POL10106 | Corr=-0.02 | Count=811 | 27.0%
  GRC10103 | POL10108 | Corr=-0.04 | Count=739 | 24.6%
  GRC10103 | POL10109 | Corr=-0.01 | Count=788 | 26.3%
  GRC10103 | REG10102 | Corr=0.01 | Count=827 | 27.6%
  GRC10103 | REG10103 | Corr=0.04 | Count=804 | 26.8%
  GRC10103 | REG10105 | Corr=-0.01 | Count=771 | 25.7%
  GRC10103 | REG10106 | Corr=0.03 | Count=853 | 28.4%
  GRC10103 | REG10108 | Corr=0.04 | Count=851 | 28.4%
  GRC10103 | REG10109 | Corr=0.00 | Count=803 | 26.8%
  GRC10103 | ETI10102 | Corr=0.01 | Count=819 | 27.3%
  GRC10103 | ETI10103 | Corr=0.04 | Count=821 | 27.4%
  GRC10103 | ETI10105 | Corr=-0.02 | Count=798 | 26.6%
  GRC10103 | ETI10106 | Corr=0.02 | Count=828 | 27.6%
  GRC10103 | ETI10108 | Corr=-0.01 | Count=791 | 26.4%
  GRC10103 | ETI10109 | Corr=0.00 | Count=849 | 28.3%
  GRC10103 | CGV10102 | Corr=0.02 | Count=790 | 26.3%
  GRC10103 | CGV10103 | Corr=0.02 | Count=798 | 26.6%
  GRC10103 | CGV10105 | Corr=0.02 | Count=827 | 27.6%
  GRC10103 | CGV10106 | Corr=-0.03 | Count=759 | 25.3%
  GRC10103 | CGV10108 | Corr=-0.01 | Count=823 | 27.4%
  GRC10103 | CGV10109 | Corr=0.01 | Count=822 | 27.4%
  GRC10103 | IGV10102 | Corr=-0.02 | Count=818 | 27.3%
  GRC10103 | IGV10103 | Corr=-0.01 | Count=787 | 26.2%
  GRC10103 | IGV10105 | Corr=-0.00 | Count=797 | 26.6%
  GRC10103 | IGV10106 | Corr=-0.01 | Count=816 | 27.2%
  GRC10103 | IGV10108 | Corr=-0.04 | Count=819 | 27.3%
  GRC10103 | IGV10109 | Corr=-0.01 | Count=800 | 26.7%
  GRC10103 | CPI10102 | Corr=0.03 | Count=869 | 29.0%
  GRC10103 | CPI10103 | Corr=-0.02 | Count=784 | 26.1%
  GRC10103 | CPI10105 | Corr=0.03 | Count=867 | 28.9%
  GRC10103 | CPI10106 | Corr=0.01 | Count=830 | 27.7%
  GRC10103 | CPI10108 | Corr=-0.01 | Count=822 | 27.4%
  GRC10103 | CPI10109 | Corr=-0.00 | Count=805 | 26.8%
  GRC10104 | GRC10106 | Corr=-0.02 | Count=780 | 26.0%
  GRC10104 | GRC10107 | Corr=0.03 | Count=827 | 27.6%
  GRC10104 | GRC10109 | Corr=-0.00 | Count=854 | 28.5%
  GRC10104 | GRC10110 | Corr=0.03 | Count=825 | 27.5%
  GRC10104 | ERM10102 | Corr=0.01 | Count=811 | 27.0%
  GRC10104 | ERM10103 | Corr=0.03 | Count=828 | 27.6%
  GRC10104 | ERM10105 | Corr=0.00 | Count=845 | 28.2%
  GRC10104 | ERM10106 | Corr=-0.01 | Count=785 | 26.2%
  GRC10104 | ERM10108 | Corr=-0.00 | Count=781 | 26.0%
  GRC10104 | ERM10109 | Corr=-0.01 | Count=835 | 27.8%
  GRC10104 | AUD10102 | Corr=-0.02 | Count=779 | 26.0%
  GRC10104 | AUD10103 | Corr=-0.01 | Count=846 | 28.2%
  GRC10104 | AUD10105 | Corr=-0.01 | Count=798 | 26.6%
  GRC10104 | AUD10106 | Corr=-0.02 | Count=816 | 27.2%
  GRC10104 | AUD10108 | Corr=0.01 | Count=811 | 27.0%
  GRC10104 | AUD10109 | Corr=0.04 | Count=807 | 26.9%
  GRC10104 | POL10102 | Corr=-0.01 | Count=743 | 24.8%
