BGL10102,BGL10103,BGL10105,DAM10102,DAM10103,DAM10105,BTP10102,BTP10103,BAL10102,BAL10103,BAL10104,BCB10102,BCB10103,BLC10102,BLC10103
81,91,78,87,79,97,97,85,66,69,95,72,75,82,74
65,87,90,76,81,88,70,88,91,94,81,93,73,92,81
89,83,79,67,98,76,94,92,97,76,75,76,94,98,77
70,88,96,85,65,89,85,95,66,91,80,81,82,70,75
69,83,76,78,94,77,88,97,86,74,87,73,83,78,78
89,71,71,74,94,96,84,86,77,89,73,65,73,73,83
88,93,74,67,86,80,93,78,78,67,92,95,95,93,94
92,68,71,66,71,77,95,73,97,95,87,90,67,94,85
68,78,75,85,75,82,73,66,80,68,70,65,94,91,70
83,68,73,79,97,90,79,80,79,94,82,91,76,84,88
88,81,86,84,67,98,95,69,85,86,65,81,85,97,96
72,67,65,82,87,65,73,90,81,87,89,72,77,96,82
76,79,70,72,97,92,94,79,67,94,80,95,73,80,80
84,83,87,90,80,78,70,82,76,75,81,69,70,78,73
90,83,94,85,66,98,84,90,85,81,76,72,98,76,89
86,78,76,71,92,74,97,67,76,75,67,83,90,93,69
66,80,69,89,92,89,79,96,87,83,66,94,87,96,70
68,72,69,88,88,65,84,87,76,81,68,65,96,73,86
79,77,83,95,92,74,91,92,76,75,67,69,92,73,85
89,91,98,68,77,79,68,96,84,69,88,67,68,66,73
72,82,71,71,77,74,73,82,78,76,83,78,97,92,77
86,82,70,81,95,93,95,66,86,82,80,90,66,84,78
84,74,81,89,65,71,81,95,69,85,98,70,80,67,77
90,71,79,72,74,95,93,73,76,98,65,65,87,70,76
81,78,96,81,73,86,94,67,66,75,90,84,81,80,67
98,69,83,94,77,98,85,66,71,94,82,84,95,90,77
96,94,96,94,97,65,80,98,94,70,73,82,86,98,80
93,65,66,98,72,66,72,74,71,66,88,69,71,98,97
68,84,74,66,93,88,85,78,89,92,74,98,89,78,67
69,89,98,93,67,84,70,79,65,80,94,97,74,68,65
71,67,75,78,75,85,83,76,73,94,77,71,93,71,87
97,88,91,72,72,97,79,95,84,75,67,80,76,95,94
71,86,92,72,67,94,68,69,88,80,65,76,95,79,65
93,82,82,76,86,80,98,94,72,87,73,66,69,91,73
72,95,97,94,73,80,75,68,84,79,94,96,68,85,67
90,86,97,91,73,84,90,78,72,66,78,73,78,91,80
71,81,94,70,86,67,79,89,90,80,67,75,96,70,86
66,92,72,88,83,74,92,76,74,90,80,96,68,90,88
97,89,75,65,94,67,70,86,66,68,78,73,78,69,87
83,74,82,88,87,83,84,78,97,78,77,87,82,75,79
80,87,68,81,76,91,93,96,89,82,77,75,67,81,67
79,98,87,98,65,89,86,73,97,97,97,68,82,71,73
96,83,95,92,83,78,78,80,73,67,81,96,91,95,91
93,75,74,97,65,93,92,70,97,79,81,93,90,93,78
76,98,66,95,69,79,67,90,75,70,74,67,70,91,72
86,95,98,66,72,70,83,88,83,82,89,86,85,68,73
65,95,81,90,77,65,95,68,86,69,97,78,72,90,65
73,74,80,92,83,68,74,75,83,84,67,97,96,77,87
89,71,95,86,97,76,65,87,87,90,84,71,84,82,81
95,88,66,80,82,84,95,71,74,75,65,90,81,70,98
67,75,84,69,66,95,83,71,95,95,71,67,68,75,89
71,66,67,69,98,79,73,86,66,81,97,72,91,83,82
82,88,69,84,89,89,84,67,90,79,98,69,85,76,96
72,91,85,89,71,67,73,93,68,76,97,84,72,83,94
83,90,89,67,93,83,84,78,83,74,83,82,68,88,95
87,72,79,87,76,83,71,95,75,68,96,79,68,70,73
92,77,82,76,85,71,80,70,70,91,95,97,68,91,95
90,81,75,82,67,74,75,91,69,82,89,73,80,80,74
96,97,66,87,66,69,93,66,83,80,71,82,70,92,76
74,66,70,67,69,97,77,94,75,91,95,75,67,97,77
88,67,94,91,88,84,97,84,89,94,91,86,95,72,93
67,96,83,93,76,94,79,80,66,78,71,80,69,75,65
77,92,72,67,91,91,83,77,80,72,76,95,71,89,89
78,83,96,76,76,72,72,89,98,98,85,69,97,85,79
93,89,81,75,91,71,66,80,71,94,88,73,75,66,72
78,65,76,90,93,73,80,74,73,73,97,93,69,71,77
82,67,74,98,98,78,83,89,92,83,88,96,65,86,82
79,95,78,80,82,95,92,83,90,88,93,81,98,98,97
82,71,77,65,88,93,73,76,73,98,82,91,85,74,86
82,98,80,97,76,80,94,75,72,65,65,82,80,95,94
87,80,74,75,90,94,68,92,75,93,93,66,89,82,71
72,72,75,89,79,78,81,67,89,65,72,92,78,69,70
98,84,86,65,87,67,67,82,76,74,70,88,79,75,80
84,86,92,86,90,92,74,71,91,65,87,96,76,98,71
73,75,79,71,82,87,96,74,65,87,66,96,77,68,75
77,86,87,73,72,96,70,94,78,77,87,81,75,81,73
70,89,98,91,79,84,78,65,75,78,74,68,93,69,73
73,92,96,80,70,66,65,80,83,92,89,84,88,87,69
88,83,77,82,74,94,93,77,87,85,68,98,75,82,80
72,92,87,67,89,96,95,69,81,77,96,71,81,98,84
93,81,86,65,95,88,91,68,73,71,75,79,84,95,74
69,76,73,98,77,78,98,65,85,96,73,78,92,73,66
98,70,81,66,97,69,72,80,90,88,83,72,65,86,74
78,88,89,73,82,83,73,97,76,97,87,95,70,83,86
68,87,66,81,65,97,82,91,98,88,98,71,69,65,91
97,66,67,83,70,92,98,98,72,88,76,71,78,71,92
96,72,79,91,88,84,82,65,91,89,93,67,76,92,98
66,97,88,90,98,93,69,97,93,87,98,72,78,67,78
67,89,77,84,90,70,74,91,87,87,76,92,80,76,71
85,84,71,72,80,75,87,83,85,77,68,93,67,73,90
90,79,83,77,77,65,92,83,85,67,87,93,76,89,65
69,76,89,71,89,78,98,89,88,89,68,75,68,72,89
70,86,95,89,80,89,86,71,93,77,91,66,83,78,86
85,78,66,95,88,84,93,76,91,80,80,89,96,68,67
89,65,68,74,83,90,76,65,73,74,69,91,67,93,79
92,94,89,95,91,84,77,79,66,78,91,79,83,66,77
71,83,70,77,88,94,78,73,66,82,77,79,88,74,65
77,73,85,76,81,88,86,70,97,98,91,75,98,67,79
83,72,90,77,88,65,78,66,73,84,90,86,89,69,75
82,89,65,97,89,76,84,93,90,77,93,90,71,96,79
94,73,81,70,91,72,69,71,96,98,65,86,74,82,98
82,78,70,98,96,69,82,98,74,71,95,71,82,86,93
76,72,84,90,96,78,93,85,91,72,78,92,86,86,68
81,70,73,67,76,84,81,79,98,65,89,75,86,82,82
96,75,92,65,77,92,75,70,95,82,77,76,66,86,96
84,75,74,75,94,81,65,74,66,76,93,84,79,65,97
70,98,85,82,73,88,87,86,81,78,89,79,90,85,69
71,86,65,71,65,74,70,81,81,80,73,89,94,93,92
88,92,71,95,90,92,69,88,77,91,67,97,69,69,95
93,95,86,71,70,88,94,87,85,87,81,89,84,89,94
71,92,71,66,75,95,73,75,83,95,90,68,71,87,98
92,92,77,78,94,96,68,82,94,93,87,76,86,90,88
78,65,92,92,93,70,85,68,93,87,75,68,80,75,83
79,72,67,68,75,68,89,73,71,79,74,89,96,69,69
96,96,85,95,80,80,68,88,68,80,65,83,92,76,95
94,80,86,68,86,77,87,88,86,69,69,96,76,70,77
91,71,93,82,88,83,95,78,91,69,95,90,87,83,75
66,73,87,74,68,89,89,96,98,98,94,89,71,69,76
84,70,89,96,79,85,71,67,89,72,86,91,68,95,71
70,87,89,79,93,87,88,81,96,73,90,89,76,76,69
95,85,71,82,97,98,77,85,80,95,89,72,70,84,71
74,95,76,88,96,83,70,69,72,91,96,75,85,66,70
82,83,76,92,82,66,76,87,77,82,97,83,76,65,91
68,73,85,70,98,92,68,66,70,67,67,97,96,86,96
82,95,96,91,90,79,78,81,68,79,94,68,88,89,90
80,97,73,81,77,65,81,67,68,79,80,69,87,74,88
67,68,97,93,65,76,77,78,83,69,87,68,95,67,97
95,97,89,68,85,86,98,95,73,85,75,92,76,85,68
72,65,75,77,72,88,75,98,86,92,81,66,80,75,78
75,87,69,67,70,88,95,72,97,81,88,75,76,83,96
66,78,79,79,79,94,78,65,71,70,80,88,93,94,74
80,68,92,81,91,75,98,86,85,91,86,97,76,81,78
73,91,85,88,85,76,72,75,96,98,69,66,83,80,68
85,79,81,98,87,91,98,81,65,85,66,75,82,77,95
74,71,79,67,86,85,90,98,77,94,65,84,97,78,96
76,70,88,79,68,92,74,97,91,90,71,76,73,90,75
82,93,84,84,90,90,83,67,88,88,87,91,69,90,84
70,69,98,85,80,92,68,82,68,86,90,68,90,71,79
80,88,85,95,98,81,98,93,86,95,72,85,71,66,74
83,73,75,83,81,83,85,98,69,80,98,77,93,83,93
74,92,98,65,87,81,73,88,94,69,71,96,87,65,90
81,65,88,74,91,65,65,69,88,83,75,70,71,88,89
96,91,96,86,67,95,85,80,86,86,79,88,83,81,79
91,71,73,78,83,87,71,88,83,92,73,79,96,74,89
97,71,90,65,82,94,73,66,92,72,90,75,65,90,96
81,93,93,86,96,79,66,96,65,83,94,79,90,93,72
89,72,94,68,67,72,98,81,93,94,79,90,96,80,80
88,92,90,71,93,97,71,81,69,77,70,97,70,95,91
70,66,80,75,83,88,89,84,79,84,75,71,82,97,68
70,86,75,72,97,90,82,79,69,67,96,84,74,80,87
68,75,88,78,92,97,91,90,90,70,95,79,68,76,78
89,73,80,73,87,95,66,72,77,91,67,70,93,89,92
91,81,76,68,78,89,84,98,90,85,85,95,77,94,98
77,79,90,65,66,93,96,88,82,67,94,73,82,83,70
68,86,80,83,78,95,93,94,95,97,87,98,88,90,87
70,74,94,65,96,65,93,70,73,75,68,94,66,72,66
66,89,97,79,79,69,89,79,67,95,88,69,95,69,77
65,84,79,69,90,93,93,84,77,97,70,86,89,95,79
70,89,91,92,66,72,88,65,77,95,70,79,68,87,80
97,97,79,90,82,77,71,97,66,93,89,86,78,71,85
83,95,84,84,78,84,69,69,66,67,80,88,71,87,69
70,93,80,68,80,73,74,72,71,74,82,86,96,78,90
77,75,92,76,72,71,81,78,65,79,65,69,72,87,83
67,85,80,68,86,94,74,95,74,85,98,80,93,82,96
66,87,94,90,96,91,93,91,89,87,95,79,93,78,98
97,85,65,94,95,80,84,81,95,82,81,69,96,86,94
85,72,67,73,78,79,86,66,77,81,98,93,71,86,71
88,92,70,70,68,86,80,83,89,71,65,65,89,81,77
86,97,78,84,71,68,73,90,77,73,91,81,85,96,92
68,97,77,71,69,78,85,84,84,86,91,77,95,75,77
66,67,81,79,91,71,66,90,67,67,78,98,98,71,67
71,87,69,89,87,83,74,80,66,84,72,71,77,84,84
87,84,91,65,79,95,67,70,89,87,69,91,73,74,66
85,97,86,84,91,65,95,69,74,86,88,69,77,87,89
68,69,97,97,66,93,70,94,90,86,75,75,97,78,78
74,93,70,78,78,68,90,90,86,66,98,95,77,86,91
88,89,68,95,86,83,75,83,67,91,67,82,98,93,77
72,85,74,91,89,67,82,81,96,76,95,72,79,85,81
92,67,84,78,88,87,67,95,70,97,74,80,67,65,89
70,74,94,70,98,81,76,77,65,77,74,77,79,97,69
82,66,77,75,79,92,67,68,96,69,77,89,95,68,86
95,76,75,96,67,67,88,82,81,83,92,66,89,68,94
96,97,78,75,81,91,96,85,85,86,91,79,75,75,86
71,91,75,90,96,95,70,87,81,65,75,93,88,78,70
91,73,91,72,71,83,98,74,73,67,82,85,70,83,65
74,66,72,71,82,87,84,93,85,79,69,65,76,74,85
88,88,82,65,71,66,86,91,71,89,68,91,95,79,83
94,88,69,96,67,90,86,65,74,83,85,96,75,84,77
78,78,95,97,68,75,86,98,73,67,70,85,88,75,87
68,67,69,79,90,74,66,84,97,91,96,77,72,88,97
89,85,92,98,81,96,67,91,89,91,96,83,74,84,71
69,79,70,81,70,79,76,79,67,67,79,77,81,97,74
67,98,73,93,95,72,74,75,91,85,69,68,72,78,89
80,94,91,76,90,77,89,76,73,89,70,93,70,73,84
93,86,84,93,67,74,82,75,86,92,93,92,87,81,93
93,67,73,65,98,95,76,67,98,90,67,87,77,72,70
66,77,96,96,76,92,84,67,98,77,66,69,75,75,88
95,85,89,68,94,66,88,76,78,78,97,83,68,73,66
94,82,75,74,85,65,83,77,84,86,72,76,81,74,86
80,66,98,85,77,84,84,82,72,65,69,70,75,74,90
79,75,74,75,69,92,69,82,70,80,88,75,73,75,72
91,67,82,87,87,98,76,81,68,89,72,87,75,89,80
94,93,76,92,77,87,80,92,85,80,95,86,97,80,97
83,98,91,80,88,98,80,84,95,92,88,80,83,72,92
88,92,87,78,67,80,90,74,84,78,73,77,76,71,93
93,78,98,73,68,93,77,81,72,86,74,82,75,85,67
73,87,76,93,91,89,82,95,70,83,81,84,94,94,87
79,94,86,81,80,90,95,78,96,68,73,69,71,84,66
92,96,82,88,78,82,85,82,92,71,66,96,88,78,66
68,66,70,84,72,83,90,90,73,89,73,80,82,98,95
86,95,92,91,77,85,73,65,92,87,91,95,83,65,80
98,72,68,93,88,71,77,73,80,89,89,74,66,89,96
93,89,95,93,72,71,76,94,68,93,74,90,70,92,76
69,85,69,69,94,66,70,80,72,94,72,67,77,93,68
69,67,87,93,78,79,65,85,95,72,75,73,94,68,98
91,95,66,83,90,76,89,65,71,65,75,83,82,90,90
82,96,72,77,83,90,76,74,88,69,93,74,93,78,89
73,92,76,66,93,73,78,81,93,83,74,69,95,81,84
75,71,85,92,82,82,67,90,91,73,90,80,88,93,69
84,93,72,69,79,65,84,72,84,74,72,91,93,67,98
82,80,91,83,73,95,83,80,75,75,67,72,97,85,91
76,77,82,91,77,67,85,92,90,85,71,92,97,65,88
97,98,98,89,96,83,67,93,95,82,75,94,75,80,77
85,65,65,96,81,68,80,76,73,70,98,87,66,98,86
85,65,95,85,96,98,71,70,78,67,98,96,76,67,94
95,78,69,96,81,93,85,79,74,85,69,66,94,86,69
91,79,72,89,90,71,75,92,91,87,91,76,87,79,79
79,89,76,82,93,72,84,86,93,92,91,72,72,91,79
84,93,81,96,92,83,87,98,98,82,85,91,67,95,65
92,94,98,88,77,88,89,79,73,80,90,94,82,78,84
69,92,75,77,68,69,95,67,68,68,68,90,74,88,94
91,84,70,74,75,65,84,91,84,77,85,68,82,76,74
80,66,88,66,70,83,84,65,86,91,72,78,81,66,88
72,66,91,87,66,68,77,85,96,96,76,75,88,80,75
83,75,73,83,70,70,75,74,80,65,78,95,76,82,85
68,82,91,86,79,72,97,75,98,93,71,74,67,87,90
73,83,71,83,84,75,70,72,92,70,85,73,67,86,67
95,97,94,70,66,88,88,78,97,88,98,65,80,93,94
89,75,85,90,76,93,74,76,90,81,69,69,66,91,86
84,86,68,70,79,94,97,87,86,67,69,83,79,75,92
79,72,83,90,79,86,72,71,72,80,97,93,91,89,78
65,82,90,89,87,73,78,77,92,68,77,92,90,80,67
67,80,86,68,92,94,85,83,75,86,96,90,70,97,73
78,78,71,81,73,81,68,81,87,71,84,81,88,79,94
71,90,86,69,91,80,70,65,86,83,97,73,69,69,85
73,71,98,85,76,71,95,79,89,94,68,68,85,86,93
73,76,76,75,72,72,92,74,72,85,83,65,96,81,83
75,70,71,82,83,77,70,77,75,92,67,79,96,92,96
73,86,73,65,88,93,70,88,93,78,68,74,65,98,92
83,91,86,84,82,78,75,87,66,90,97,71,68,80,93
93,96,74,77,95,67,66,95,83,87,71,69,84,70,86
85,66,70,82,68,82,74,79,93,71,86,68,73,93,79
65,71,71,82,78,82,91,87,84,70,74,88,84,72,98
67,86,81,83,87,88,93,73,67,74,89,81,98,78,75
80,94,67,71,68,80,66,73,90,98,92,80,94,78,96
66,80,77,96,67,77,96,84,81,78,98,95,98,93,76
98,73,82,80,80,89,81,97,73,71,86,79,94,84,98
83,97,73,83,91,87,84,71,81,72,77,89,88,79,90
73,75,83,71,87,76,83,88,95,84,89,78,77,97,75
98,92,75,70,90,74,95,81,80,94,73,75,66,68,87
81,96,72,77,96,82,92,80,97,72,85,81,83,69,77
85,83,81,66,87,85,95,98,94,90,76,91,85,72,77
92,89,82,75,90,94,77,74,69,67,84,87,70,79,76
65,97,96,68,75,90,71,97,91,88,93,95,80,78,80
81,82,69,96,92,82,94,85,91,83,96,86,77,97,72
70,95,91,83,77,91,93,84,82,95,97,82,88,72,65
88,97,81,68,74,88,92,77,73,68,78,89,95,96,98
96,92,95,98,72,84,86,93,81,89,68,81,72,91,97
68,87,76,74,72,78,80,75,76,82,79,76,84,94,74
90,91,87,86,91,98,88,84,70,97,81,87,71,90,80
91,69,93,83,66,76,90,68,96,96,75,70,87,67,89
71,70,76,70,84,96,81,87,66,69,85,76,65,87,89
84,71,93,98,73,86,88,94,91,83,70,74,96,82,96
73,85,69,98,75,83,67,81,91,77,92,96,76,79,93
91,81,82,81,82,83,65,81,82,78,69,65,79,65,85
85,96,82,76,86,81,67,95,85,81,78,89,97,90,90
84,90,76,87,74,65,81,87,70,82,98,67,69,89,84
85,72,96,92,82,93,70,73,92,96,97,70,97,82,98
75,92,72,70,89,74,66,75,80,91,76,66,89,79,92
90,75,70,82,87,84,77,98,94,82,68,84,91,96,81
65,98,77,69,97,96,73,67,93,81,92,94,77,80,79
92,71,87,68,94,67,95,71,76,83,65,93,74,93,77
70,98,79,65,98,85,66,65,91,72,86,71,77,75,97
79,84,76,89,86,75,97,68,83,79,89,84,96,70,71
94,92,89,83,73,71,89,75,69,68,73,78,79,71,91
66,81,84,76,78,84,83,93,70,81,65,77,74,70,74
79,95,84,92,67,96,94,74,68,89,76,81,71,98,69
85,98,68,93,97,97,82,68,74,92,71,90,77,76,77
96,96,83,90,74,84,72,70,77,91,93,87,72,72,95
96,71,76,93,84,93,71,77,79,65,74,79,88,95,65
82,79,75,79,82,87,81,83,81,95,98,71,82,92,66
66,88,83,73,68,96,93,78,83,89,91,94,65,67,85
90,76,77,84,83,68,73,76,70,68,77,95,69,97,65
76,85,85,97,97,68,94,85,95,81,80,71,81,76,69
83,66,75,70,90,77,65,67,78,75,78,82,73,86,81
88,88,69,73,96,76,84,93,85,86,83,94,66,89,80
92,93,69,88,84,80,82,98,84,82,91,95,93,75,92
73,86,81,78,71,70,82,96,76,76,88,86,71,80,73
97,82,86,75,77,82,71,89,67,95,82,79,87,88,88
90,83,92,87,89,89,65,73,79,85,88,97,79,72,80
88,70,73,83,65,67,88,91,97,98,74,85,65,90,80
70,98,91,72,83,87,72,85,92,67,96,93,98,75,86
81,82,75,84,90,86,80,98,81,70,87,89,97,76,87
90,77,72,79,76,95,78,98,66,93,82,98,84,83,75
67,97,96,81,86,86,84,98,84,92,75,78,73,68,85
67,88,69,79,76,81,65,74,81,70,80,76,76,78,83
81,86,70,96,97,89,94,90,93,83,85,70,75,77,92
75,86,85,77,91,98,93,74,92,88,86,85,95,70,95
96,68,92,80,80,69,81,79,68,79,84,89,65,89,94
83,69,69,70,71,79,97,83,81,91,80,91,73,78,70
81,83,83,90,98,69,78,75,68,86,65,84,90,66,65
71,92,88,90,94,89,75,98,67,80,95,86,73,78,94
77,69,68,69,90,80,72,81,91,80,68,85,81,79,65
65,75,81,81,80,86,96,82,69,92,81,80,66,75,80
93,68,76,65,90,75,97,80,74,65,80,95,88,95,69
98,89,95,76,87,80,97,72,74,86,74,83,81,87,68
68,86,88,82,86,89,71,70,98,94,87,88,78,74,90
74,81,66,91,74,97,85,76,77,97,78,74,65,78,93
65,69,72,81,80,88,81,79,74,83,72,95,95,72,75
97,83,88,70,86,74,66,98,65,70,93,84,78,86,72
84,75,93,96,66,88,95,73,70,69,90,89,94,65,87
93,69,98,96,91,84,79,84,76,98,71,89,70,85,75
75,66,82,91,81,85,73,89,73,92,97,73,82,89,83
81,78,96,92,86,85,95,84,87,67,84,80,74,67,87
95,81,65,90,81,72,66,74,67,89,80,84,89,82,98
68,66,87,67,77,66,83,76,81,96,69,96,93,82,73
79,82,69,80,89,82,81,94,93,81,74,97,87,79,92
82,84,87,78,69,71,67,77,98,65,84,89,74,89,82
65,90,97,74,87,98,65,75,72,91,79,68,87,75,70
78,67,76,86,83,87,67,78,66,72,81,89,86,76,77
89,71,81,96,93,98,67,77,94,82,94,94,76,76,94
84,82,66,83,69,86,98,81,83,96,78,80,78,79,97
85,91,82,84,87,85,94,82,98,98,86,88,66,84,79
75,75,97,78,71,90,97,81,70,78,77,80,78,78,68
76,95,78,78,82,83,87,96,82,89,84,78,90,67,96
75,83,94,69,96,84,94,82,70,79,77,69,84,93,93
67,90,73,81,91,91,80,87,90,85,70,88,71,70,87
82,97,89,74,81,79,78,69,89,83,78,93,73,84,93
65,86,72,70,77,89,92,68,79,89,85,90,72,90,92
68,97,68,94,75,84,88,95,87,73,90,65,94,73,78
67,95,76,82,75,76,72,78,78,86,83,87,97,83,79
66,80,82,98,93,91,97,86,65,83,89,66,73,72,76
93,69,73,86,98,70,66,75,98,68,74,96,69,98,71
66,98,78,87,73,70,89,81,67,90,74,93,94,65,66
97,84,82,89,98,86,90,88,93,75,88,95,87,67,78
84,96,89,66,68,94,67,71,74,68,87,66,67,71,67
72,94,70,93,88,85,89,94,76,65,91,76,82,85,87
85,65,84,96,91,71,65,98,72,73,90,73,77,78,73
93,70,83,84,72,87,78,86,89,77,93,67,77,97,95
66,88,73,87,88,92,75,89,87,96,89,85,90,84,93
85,79,72,77,80,94,94,85,95,74,66,73,72,92,87
69,69,66,68,79,97,82,93,75,65,81,78,88,89,94
75,66,86,74,74,94,78,94,79,88,84,71,65,96,81
68,90,91,69,80,74,84,78,82,86,93,67,84,80,97
89,94,72,88,74,95,75,90,70,83,95,88,93,68,72
81,68,86,98,93,68,80,95,82,92,80,82,89,90,95
71,69,95,96,82,82,68,88,88,88,87,90,94,76,77
82,92,69,81,93,89,92,89,74,93,92,95,72,93,77
66,79,92,92,78,65,74,80,93,75,75,83,95,67,72
85,68,67,71,74,87,98,95,94,85,66,78,67,74,87
95,98,86,67,75,82,75,87,96,74,70,96,67,93,71
73,90,77,82,71,83,65,71,73,83,72,86,95,85,73
67,70,70,78,96,78,86,93,67,95,74,84,83,66,82
88,72,92,69,94,69,76,68,78,74,97,73,89,78,74
65,72,79,70,96,69,65,88,65,96,88,74,79,83,68
83,97,74,97,85,73,88,76,92,87,68,80,91,95,92
65,91,97,76,92,66,85,66,93,84,95,72,81,95,81
83,72,96,89,80,84,75,82,81,80,92,76,71,86,76
90,84,77,86,89,84,97,91,84,76,85,67,94,69,89
89,72,78,86,71,68,75,90,84,85,80,92,81,84,84
96,69,88,75,87,65,77,92,65,69,75,74,78,98,67
94,65,94,86,86,83,93,84,72,68,75,88,88,87,90
89,91,65,77,88,85,89,96,83,90,78,67,96,74,88
84,74,73,86,88,95,93,87,80,96,65,76,70,89,84
78,69,94,95,91,77,97,96,96,85,83,80,82,67,73
65,77,69,95,65,75,98,92,90,96,74,87,98,92,95
72,89,74,84,98,66,77,68,98,70,88,94,83,72,83
97,93,79,69,81,91,78,65,88,87,79,74,92,87,74
90,93,96,79,66,90,92,88,93,71,91,78,81,79,90
93,80,84,98,68,76,75,81,89,76,69,73,94,83,82
76,79,82,73,82,70,65,70,85,74,97,73,76,67,84
67,87,67,91,84,74,67,76,95,84,74,75,73,85,96
79,95,75,77,89,68,67,85,70,75,72,95,87,76,74
93,68,81,65,72,96,65,86,77,77,84,81,75,74,76
84,72,73,67,77,77,69,69,88,82,79,93,70,77,82
69,70,76,90,81,87,87,87,81,97,94,78,70,75,74
66,91,67,67,94,74,78,70,79,79,81,89,91,76,78
95,88,95,89,81,79,91,82,69,96,75,67,88,78,93
89,67,75,73,92,73,89,68,82,87,75,73,95,74,90
68,74,76,78,88,78,68,82,89,94,95,68,65,83,89
98,76,79,81,85,77,94,95,88,66,82,92,98,77,91
68,79,72,95,98,79,67,88,75,79,88,74,67,78,69
65,89,89,80,72,90,92,67,75,82,72,78,86,94,90
82,74,87,90,84,80,84,69,75,70,80,79,82,85,80
92,73,79,96,67,66,83,94,65,74,84,86,70,78,81
68,73,69,76,70,86,67,91,91,85,75,74,68,88,66
69,87,87,80,91,76,70,72,75,89,79,74,96,82,96
86,84,98,95,95,92,66,90,66,93,72,83,82,94,91
65,89,93,87,91,89,96,85,94,76,69,71,94,77,78
88,89,95,72,86,74,65,91,97,91,98,75,67,77,81
67,70,73,79,77,70,98,76,69,73,76,98,80,95,73
80,98,86,75,77,77,80,83,87,85,81,91,66,84,77
84,69,89,73,96,74,65,93,79,70,81,80,85,70,69
90,71,66,97,70,82,75,95,88,71,91,87,93,76,94
95,81,67,66,83,75,69,79,97,86,76,97,77,72,86
73,84,82,82,88,92,66,66,82,78,91,88,93,97,78
98,68,76,81,90,94,96,92,73,91,88,85,85,89,85
93,81,67,98,87,65,98,78,75,74,81,76,85,81,78
80,79,74,71,85,70,86,90,88,79,80,82,97,78,79
87,95,93,92,74,84,73,82,71,77,96,85,65,97,67
98,89,77,94,68,91,82,85,92,87,97,70,67,97,65
93,92,80,93,81,66,72,67,86,89,78,69,68,80,86
73,90,94,71,75,69,93,73,68,69,67,96,92,72,94
77,68,94,72,88,70,93,97,79,83,81,97,70,91,92
65,91,89,97,98,96,89,85,74,66,71,80,67,86,68
84,73,77,86,85,87,75,66,90,73,74,91,90,66,68
90,66,83,69,86,91,98,72,89,92,89,86,92,91,98
74,66,80,70,80,90,78,68,91,92,75,98,97,92,69
89,97,98,66,73,80,73,77,93,97,96,91,72,72,95
67,92,67,70,86,83,80,69,74,76,96,72,71,79,65
79,96,68,85,65,73,81,90,80,65,94,98,81,90,83
72,84,74,90,86,68,91,76,92,67,79,69,75,71,96
94,84,75,86,65,77,87,96,75,82,81,82,88,87,79
97,90,97,69,67,87,74,89,98,65,72,85,70,73,88
72,69,92,88,95,80,97,83,67,69,92,68,78,69,90
78,72,66,73,69,89,89,71,84,73,96,98,80,88,78
84,96,82,95,93,84,81,87,82,90,81,89,90,94,68
96,69,79,90,77,65,97,71,66,79,98,67,75,88,75
65,77,91,90,73,69,88,76,77,67,76,85,98,86,67
74,72,95,82,96,68,80,87,68,80,94,98,85,73,74
75,80,67,84,82,68,80,78,90,65,93,74,96,68,82
66,82,76,70,76,81,75,87,72,82,80,95,66,95,87
85,93,95,72,82,82,82,96,69,94,88,96,66,76,87
80,98,67,98,90,98,98,73,76,80,96,94,96,81,94
70,87,75,79,89,91,89,89,91,70,97,65,75,94,76
68,75,97,98,83,95,77,74,81,81,76,74,79,96,66
88,78,90,70,71,77,88,87,94,76,94,86,87,97,86
89,71,94,91,70,78,78,85,84,91,67,92,78,84,71
71,87,82,95,94,95,76,85,67,75,84,81,80,98,75
67,83,65,77,74,65,67,90,75,90,66,67,89,92,96
71,83,85,75,96,67,81,82,88,78,74,88,72,82,86
87,80,85,97,66,77,69,88,71,79,94,86,78,81,83
86,72,93,72,74,73,88,86,92,85,65,83,73,80,77
97,97,88,97,70,87,92,93,71,84,82,76,77,90,98
98,75,66,92,65,72,98,88,93,96,65,83,92,89,69
65,65,67,87,81,95,65,97,67,87,78,70,67,87,80
75,80,89,75,68,77,74,86,84,81,74,92,69,75,94
78,86,80,66,97,69,76,77,93,95,76,76,65,73,77
83,83,96,79,72,80,74,78,74,91,67,91,76,91,77
91,93,80,69,96,68,73,75,68,74,92,78,77,71,67
90,92,98,72,83,82,91,70,74,66,85,97,94,93,84
84,92,98,92,66,97,88,77,89,81,65,86,65,92,98
67,80,89,91,77,95,83,78,89,77,73,77,96,74,87
84,92,79,73,69,92,67,72,89,74,85,96,66,93,77
98,65,94,77,66,73,93,80,76,65,94,88,81,85,86
86,69,72,94,79,90,67,82,81,79,83,93,74,95,91
89,82,76,81,72,86,98,96,89,83,72,83,73,83,77
65,94,75,75,83,75,73,78,73,85,90,71,97,94,77
95,89,87,80,84,89,72,84,66,91,83,75,98,82,87
91,83,74,98,86,74,89,90,75,70,75,76,89,87,87
96,77,71,95,91,91,65,96,85,74,83,87,72,66,69
93,77,90,75,80,84,72,96,85,86,96,78,92,69,89
92,94,73,73,92,89,87,66,78,94,74,73,80,89,87
