RST10101,RST10102,RST10103,RST10104,RST10105,RST10106,RST10107,RST10108,RST10109,RST10110,RST10111,RST10112,RST10113,RST10114,RST10115,RST10116,RST10117,RST10118,RST10119,RCD10101,RCD10102,RCD10103,RCD10104,RCD10105,RCD10106,RCD10107,RCD10108,RCD10109,RCD10110,RCD10111,RCD10112,RCD10113,RCD10114,RCD10115,RCD10116,RCD10117,RCD10118,RCD10119,RSL10101,RSL10102,RSL10103,RSL10104,RSL10105,RSL10106,RSL10107,RSL10108,RSL10109,RSL10110,RSL10111,RSL10112,RSL10113,RSL10114,RSL10115,RSL10116,RSL10117,RSL10118,RSL10119,RSU10101,RSU10102,RSU10103,RSU10104,RSU10105,RSU10106,RSU10107,RSU10108,RSU10109,RSU10110,RSU10111,RSU10112,RSU10113,RSU10114,RSU10115,RSU10116,RSU10117,RSU10118,RSU10119,ROR10101,ROR10102,ROR10103,ROR10104,ROR10105,ROR10106,ROR10107,ROR10108,ROR10109,ROR10110,ROR10111,ROR10112,ROR10113,ROR10114,ROR10115,ROR10116,ROR10117,ROR10118,ROR10119,RDA10101,RDA10102,RDA10103,RDA10104,RDA10105,RDA10106,RDA10107,RDA10108,RDA10109,RDA10110,RDA10111,RDA10112,RDA10113,RDA10114,RDA10115,RDA10116,RDA10117,RDA10118,RDA10119,RTR10101,RTR10102,RTR10103,RTR10104,RTR10105,RTR10106,RTR10107,RTR10108,RTR10109,RTR10110,RTR10111,RTR10112,RTR10113,RTR10114,RTR10115,RTR10116,RTR10117,RTR10118,RTR10119,RPR10101,RPR10102,RPR10103,RPR10104,RPR10105,RPR10106,RPR10107,RPR10108,RPR10109,RPR10110,RPR10111,RPR10112,RPR10113,RPR10114,RPR10115,RPR10116,RPR10117,RPR10118,RPR10119,RMR10101,RMR10102,RMR10103,RMR10104,RMR10105,RMR10106,RMR10107,RMR10108,RMR10109,RMR10110,RMR10111,RMR10112,RMR10113,RMR10114,RMR10115,RMR10116,RMR10117,RMR10118,RMR10119,RCM10101,RCM10102,RCM10103,RCM10104,RCM10105,RCM10106,RCM10107,RCM10108,RCM10109,RCM10110,RCM10111,RCM10112,RCM10113,RCM10114,RCM10115,RCM10116,RCM10117,RCM10118,RCM10119
41,37,50,79,61,58,69,32,51,48,62,45,46,30,50,43,49,39,78,67,68,39,36,71,64,88,54,63,51,71,80,67,61,56,73,54,42,84,81,44,73,39,67,61,44,33,69,47,69,30,32,63,67,37,72,59,70,43,59,69,87,33,71,35,59,46,35,34,69,32,69,62,54,58,85,81,82,40,51,90,72,60,33,86,36,40,83,46,55,51,88,88,65,65,58,65,49,73,35,73,67,88,66,78,45,80,32,69,68,36,59,66,39,62,68,55,81,31,84,32,55,43,36,31,77,50,77,85,81,59,45,64,46,88,58,49,88,76,83,37,63,84,42,30,53,57,81,30,59,34,84,61,85,64,43,86,42,85,80,76,38,68,45,51,53,85,90,60,57,34,71,85,33,60,59,39,83,32,52,61,69,47,47,81,55,67,61,41,58,39
76,65,34,67,87,79,39,76,55,65,36,62,90,36,64,56,62,52,64,53,46,37,70,68,67,52,36,83,79,41,37,68,32,31,66,31,43,76,53,76,79,57,63,32,65,67,78,55,73,54,76,83,40,53,69,58,80,38,90,33,31,74,69,60,70,32,50,79,78,75,71,34,35,58,46,50,70,47,63,55,50,56,43,80,67,68,90,74,88,64,80,34,32,65,59,70,79,30,32,40,63,53,51,60,77,83,54,59,41,90,53,69,38,71,49,78,51,90,45,45,57,80,82,72,85,60,62,37,82,56,66,38,32,85,45,31,58,32,52,64,43,49,90,76,31,86,39,41,90,85,35,54,57,30,32,60,47,76,90,83,77,72,88,60,73,71,52,54,37,59,68,45,62,66,41,72,87,47,74,62,39,41,47,56,66,80,40,33,65,65
83,89,30,33,71,69,56,39,50,67,40,77,66,88,43,43,44,87,66,41,60,31,57,64,42,73,74,55,74,82,56,77,42,35,71,44,40,33,43,40,64,44,49,86,38,84,55,62,30,50,42,42,89,35,52,64,30,72,69,45,56,74,70,36,64,74,73,59,42,83,31,80,65,62,50,73,86,85,88,86,50,47,47,74,44,56,52,35,55,46,51,32,57,40,57,59,45,62,57,86,81,47,40,58,54,37,49,63,69,41,38,88,64,51,44,59,87,54,45,68,57,87,69,32,36,72,67,59,65,70,42,33,61,43,30,32,53,64,69,84,71,66,35,56,35,57,57,73,64,54,32,53,38,54,63,59,45,41,38,36,36,51,54,71,69,48,39,47,83,90,43,33,65,47,89,37,38,51,77,50,81,81,55,85,75,48,62,81,31,46
49,40,67,46,66,64,44,41,54,80,35,82,54,66,50,56,66,52,72,64,47,88,71,35,40,71,67,58,50,84,61,36,89,87,61,39,40,35,39,78,38,73,90,56,38,82,89,37,53,76,70,74,80,55,69,32,86,54,58,51,30,86,78,66,52,58,82,37,67,82,62,71,79,33,31,35,73,82,65,48,65,49,75,54,69,64,64,30,30,64,62,67,82,69,31,48,39,40,74,63,40,81,63,72,51,73,31,46,32,82,79,53,88,68,74,79,90,75,80,62,31,87,77,35,81,42,75,55,80,46,47,44,55,55,33,84,66,69,38,79,89,77,85,52,48,63,42,57,49,53,85,56,55,64,51,88,36,31,82,66,65,43,75,38,33,53,88,32,44,64,69,40,90,35,86,43,58,37,61,38,76,59,51,68,71,32,90,55,34,65
59,88,71,90,80,50,41,50,85,76,90,30,78,65,83,54,33,42,90,52,81,55,32,48,76,46,72,30,36,77,86,67,66,63,71,44,55,56,43,48,81,65,36,51,44,33,61,37,51,47,61,38,87,69,90,74,50,81,71,65,36,39,86,51,67,51,73,49,69,61,82,31,63,86,88,47,64,80,59,88,73,60,83,48,63,60,90,87,65,60,59,61,85,46,53,76,34,62,67,77,78,40,50,55,58,70,50,83,39,67,54,61,51,82,35,43,65,35,72,81,64,63,64,52,37,61,32,30,40,53,86,40,65,79,90,72,89,45,39,47,64,77,77,74,34,54,58,54,34,54,87,33,71,87,47,81,39,36,49,82,38,71,50,71,34,55,78,70,60,67,41,54,53,83,69,50,82,61,80,55,76,76,81,36,37,40,36,77,63,83
52,81,51,65,72,39,58,67,78,58,46,87,86,83,69,83,38,66,60,32,61,31,69,60,86,63,46,65,56,44,38,76,72,59,34,35,49,42,82,32,31,41,41,71,46,59,46,44,71,70,57,87,57,39,64,84,33,76,47,43,40,77,70,82,75,90,31,75,56,45,33,39,76,37,47,68,65,61,47,72,72,36,73,34,76,54,79,59,53,38,33,83,64,48,38,50,35,49,39,60,76,79,81,40,33,89,85,67,81,82,46,86,75,67,40,69,32,58,67,53,69,53,55,86,54,39,72,87,51,66,71,34,51,53,58,34,80,33,37,52,54,85,55,74,33,85,55,52,71,77,67,30,34,75,69,70,88,85,52,31,73,79,83,75,56,38,51,36,30,78,77,59,80,65,69,38,59,78,58,46,30,54,55,48,41,89,61,40,70,40
81,73,40,73,31,67,78,63,85,50,82,73,41,79,83,68,85,60,79,48,54,30,60,38,79,58,87,61,53,44,81,59,61,77,85,81,41,70,50,44,47,40,73,40,38,35,89,37,62,63,37,89,48,66,86,72,32,80,40,40,34,52,86,52,81,82,69,53,62,73,81,87,33,52,80,85,41,53,41,87,58,48,69,60,71,80,85,77,81,70,61,87,83,79,71,39,30,35,53,62,31,72,40,53,51,80,39,83,33,42,75,68,88,85,89,79,40,70,56,83,44,60,60,70,68,63,75,46,60,44,71,40,75,36,82,73,59,86,42,51,66,89,31,78,44,40,60,51,85,74,77,42,84,72,45,71,89,54,66,81,75,36,83,80,41,64,38,50,62,49,59,52,53,37,37,44,83,62,44,31,65,47,42,73,55,83,53,64,90,79
65,32,59,45,40,44,47,82,83,52,78,55,44,75,68,76,85,61,60,32,65,42,53,60,86,56,66,50,58,51,84,69,87,56,61,59,51,66,69,85,42,82,40,55,78,61,42,63,63,78,38,66,66,34,60,51,64,86,37,79,87,32,32,64,72,82,32,53,85,52,68,56,86,51,47,40,54,39,67,74,61,85,53,48,79,81,53,87,37,63,54,52,83,81,39,80,63,59,48,75,41,47,42,40,45,68,47,78,30,84,46,41,64,77,79,82,68,43,80,74,73,86,31,87,64,58,82,74,66,88,74,79,50,64,87,68,79,62,52,60,39,66,90,75,75,34,68,74,38,67,71,54,88,36,85,55,34,54,46,49,46,79,84,52,32,32,42,68,37,40,64,70,54,42,72,47,36,60,68,79,81,57,62,70,79,41,37,32,37,57
50,42,55,31,40,87,38,69,34,73,49,73,33,44,86,69,63,85,54,58,68,90,50,56,63,53,89,30,77,31,81,81,54,78,70,85,32,42,64,88,38,76,82,67,49,33,55,45,41,74,83,50,51,74,58,72,71,42,66,47,47,70,40,80,36,76,70,66,83,87,51,33,50,90,80,68,51,55,42,62,41,31,53,53,79,87,74,84,88,87,39,81,34,43,67,84,83,60,80,69,78,74,85,55,44,42,56,54,30,41,69,77,44,49,72,57,72,79,72,62,54,60,49,66,30,90,80,51,85,90,67,57,90,48,67,72,48,32,84,47,75,87,53,79,58,68,50,35,61,87,66,86,73,73,86,89,57,40,79,49,64,58,38,49,76,44,52,45,90,68,43,68,87,69,36,42,52,85,88,44,83,45,53,33,82,40,61,59,87,47
71,73,75,71,34,87,87,57,30,67,88,65,81,90,74,64,84,70,85,61,78,56,80,51,62,44,85,80,74,70,73,66,58,46,59,66,57,79,71,69,81,61,76,52,66,36,34,38,75,84,82,87,57,30,55,89,84,81,61,56,63,43,67,90,60,55,81,86,79,64,69,78,81,72,46,41,72,69,55,66,53,58,52,89,82,83,86,58,54,89,62,30,31,44,67,62,56,63,39,74,31,69,85,77,65,69,62,36,38,68,72,34,51,50,74,87,43,41,40,45,61,56,48,77,64,72,80,87,61,57,80,47,79,31,68,68,80,44,86,74,40,51,72,86,58,40,66,31,67,78,90,34,83,34,53,35,85,44,53,86,87,60,40,83,67,43,48,59,77,59,48,45,75,30,67,40,87,54,42,50,46,36,78,81,30,89,30,71,88,70
75,50,69,87,66,41,83,68,35,59,75,62,84,82,50,76,68,40,86,59,62,47,80,58,64,83,44,57,50,47,85,90,85,73,41,48,75,83,85,56,64,80,30,37,40,85,84,86,61,35,76,58,79,70,40,79,34,84,30,35,81,43,35,50,35,60,81,42,66,63,56,66,73,54,55,34,54,38,39,88,80,50,90,88,75,52,32,72,67,37,42,37,52,75,68,48,89,73,42,43,86,52,65,52,73,85,69,48,74,51,86,86,43,82,90,65,73,59,82,65,82,63,70,68,89,53,41,80,79,63,58,48,70,51,81,70,71,39,72,44,76,76,71,73,32,79,47,39,80,65,74,59,30,43,74,56,49,76,30,45,72,83,38,48,38,53,48,49,78,80,74,34,55,30,68,90,72,85,47,69,60,82,63,59,53,66,67,87,49,83
31,80,76,55,45,48,84,74,33,46,46,47,44,41,39,44,45,59,53,56,31,37,33,56,82,67,81,53,53,78,46,86,76,90,86,76,68,87,65,49,34,67,70,33,66,49,65,56,55,67,48,60,54,90,61,76,70,42,85,64,56,87,71,73,73,56,35,59,83,90,59,57,49,89,34,65,81,55,66,35,66,50,52,84,34,64,67,74,43,52,40,32,35,39,30,43,36,61,78,54,58,32,50,36,40,35,48,69,34,30,68,38,54,90,69,38,36,61,50,34,79,31,77,41,88,72,53,86,57,32,69,44,83,67,73,81,38,56,61,52,65,64,76,61,52,61,42,46,35,87,70,80,56,55,34,40,39,61,36,52,30,69,41,70,71,39,86,70,62,52,81,69,31,73,60,39,78,43,80,69,87,53,52,33,66,76,81,78,30,76
52,75,78,86,56,46,41,74,87,57,40,35,34,87,52,66,70,85,41,58,31,50,55,42,42,52,41,87,62,42,37,49,71,82,34,39,43,61,79,66,89,68,48,81,60,74,87,49,75,86,69,84,47,57,73,57,52,74,53,55,33,42,77,70,69,49,63,38,88,75,40,72,87,69,70,71,59,89,90,60,43,67,47,67,51,67,59,56,50,89,65,57,69,52,88,60,41,89,44,69,68,38,57,61,49,59,42,40,48,89,87,33,37,87,86,88,60,71,62,61,46,80,82,66,47,70,75,59,68,49,68,36,31,78,50,45,48,60,64,48,74,78,74,40,81,72,39,35,88,40,55,89,54,90,63,48,37,90,67,48,44,46,88,53,80,89,36,85,55,51,47,77,58,69,68,64,46,53,90,37,32,63,66,59,37,77,71,77,84,52
38,67,53,30,35,74,31,76,73,51,44,86,78,52,56,77,60,71,66,38,88,58,81,71,82,50,34,69,30,36,37,69,35,83,86,77,86,39,51,31,52,71,81,90,55,81,43,77,30,35,44,32,90,84,50,78,69,75,90,75,44,46,45,47,75,44,73,39,58,59,75,81,44,65,81,30,51,55,52,85,47,35,61,54,69,30,59,71,44,69,79,65,30,35,32,44,56,64,49,42,55,33,67,35,88,81,35,71,53,41,69,59,89,32,59,43,50,72,53,30,81,89,74,51,67,90,72,50,54,44,62,51,40,33,82,53,87,74,59,37,80,47,54,85,74,63,86,85,66,70,48,83,77,37,86,41,39,79,85,63,63,61,65,64,58,71,42,55,82,39,51,64,57,48,85,38,88,45,46,69,48,72,59,73,36,59,87,68,58,90
81,73,55,74,36,74,48,52,75,52,54,51,84,35,75,50,53,51,87,62,80,81,46,74,83,80,90,33,87,31,59,63,63,68,52,33,87,52,43,37,88,52,82,57,38,87,40,33,34,30,87,33,34,47,53,53,43,30,46,35,75,77,47,36,65,81,61,52,39,76,44,46,38,58,62,70,42,38,70,30,76,60,89,85,73,36,78,75,55,82,80,66,44,69,36,58,79,62,39,87,36,30,35,45,41,69,48,47,87,69,46,80,80,85,81,47,80,55,75,36,32,54,34,72,87,55,66,38,46,69,32,42,57,51,46,73,56,56,64,82,71,73,49,90,35,44,73,80,75,70,46,52,72,55,46,74,67,34,81,56,68,76,72,70,59,87,82,62,89,31,42,32,39,75,49,43,70,67,76,44,83,72,33,84,31,86,57,71,32,64
48,33,58,42,64,66,73,84,37,32,89,49,77,41,39,41,38,37,46,39,33,44,85,47,66,55,76,38,45,67,67,70,81,55,54,67,63,70,89,78,63,45,78,49,59,67,57,61,53,43,60,42,83,88,80,60,73,68,89,40,44,74,42,64,87,57,46,90,35,52,49,58,44,45,60,71,31,37,35,58,88,78,31,83,41,85,46,78,34,86,79,80,63,87,51,89,36,86,48,57,75,35,89,68,66,83,74,45,68,67,54,45,67,45,32,71,41,90,50,37,48,85,33,48,76,80,81,55,70,48,45,41,72,50,30,53,51,63,84,78,33,70,50,74,68,76,69,33,69,62,57,84,85,77,67,33,49,87,73,74,48,60,53,41,66,44,51,75,86,40,71,37,35,38,63,50,34,34,47,88,60,71,55,38,43,67,83,32,53,51
65,90,46,66,34,66,90,84,50,62,60,79,74,50,54,77,34,44,70,64,75,74,88,84,61,45,77,42,72,37,37,37,56,75,48,64,49,58,58,44,34,56,57,90,75,79,56,84,70,39,77,77,79,74,37,80,42,57,68,47,48,61,54,66,58,66,30,57,53,44,64,35,57,63,32,73,75,36,73,76,78,48,70,57,68,52,88,82,41,74,66,33,73,87,88,87,44,56,52,51,35,72,63,61,35,34,33,87,52,32,75,33,56,79,66,34,60,41,57,41,37,32,46,47,46,83,82,65,74,73,46,77,49,76,67,34,55,35,73,60,76,47,38,66,78,81,89,76,33,51,42,76,52,33,89,53,33,47,62,62,74,88,77,72,32,41,60,48,74,32,48,54,38,51,90,52,65,79,66,75,42,49,78,77,81,42,50,80,55,52
68,76,34,90,87,87,38,49,49,71,49,47,34,82,65,74,79,88,59,65,49,60,52,35,47,84,35,36,78,65,69,62,75,40,71,83,57,38,65,76,41,30,67,47,46,71,40,58,46,74,36,53,34,38,53,82,75,70,34,69,71,88,48,34,51,76,60,49,77,75,31,59,44,38,70,42,44,47,71,46,30,75,72,41,49,78,30,56,68,34,51,78,70,55,59,68,53,63,34,32,58,56,36,57,50,73,34,90,60,65,74,32,66,66,40,30,66,74,46,76,84,72,67,87,39,46,78,82,78,75,62,49,31,73,80,90,69,45,49,64,33,69,76,88,90,89,78,41,43,47,89,38,73,64,84,69,82,44,60,38,55,65,55,62,54,39,69,77,81,54,74,75,51,74,82,57,33,33,43,50,76,63,64,60,85,42,60,37,89,61
52,77,32,40,68,64,78,87,58,80,75,43,38,69,44,58,40,52,38,78,30,68,84,49,58,69,31,83,42,77,47,63,65,53,31,41,89,52,76,77,39,51,83,48,48,67,86,51,88,53,32,84,87,63,49,90,41,41,82,81,55,90,34,39,33,64,41,49,67,90,58,67,33,74,67,35,36,36,32,30,68,64,36,64,86,85,31,58,34,32,72,47,49,45,40,62,68,44,39,59,77,79,77,87,66,65,50,50,35,46,50,72,56,42,76,48,72,61,74,81,56,36,35,59,62,36,66,53,49,55,72,64,40,66,38,75,60,46,40,75,81,73,75,85,87,34,33,83,45,54,41,49,39,36,54,45,55,54,52,66,57,87,37,40,37,72,42,65,61,53,44,59,78,64,37,59,68,60,57,43,62,37,54,34,79,47,67,43,84,44
64,32,82,90,58,54,75,77,33,86,90,77,83,56,50,85,55,33,71,80,58,61,40,85,46,50,70,45,67,44,65,59,69,52,84,30,63,68,61,44,60,44,53,52,62,33,50,54,35,81,49,61,51,52,70,54,54,44,36,66,60,30,84,44,85,80,48,43,46,82,34,55,79,55,66,39,69,46,73,90,49,48,83,49,87,81,66,61,36,55,88,88,65,75,61,76,36,65,62,90,55,87,39,30,31,85,52,74,36,50,79,85,81,67,35,42,62,44,74,76,35,42,44,71,87,67,45,80,34,74,41,54,85,88,59,48,32,61,58,79,85,32,76,45,67,90,36,60,67,48,81,70,64,77,68,38,70,33,67,52,83,72,47,84,47,63,35,49,56,61,30,39,53,31,45,80,45,86,43,76,42,79,68,55,85,33,39,31,61,37
57,44,38,42,40,45,69,75,81,59,57,65,49,86,48,42,55,67,81,65,43,65,38,40,54,39,53,41,48,47,65,34,61,66,73,34,69,39,44,80,61,87,62,35,49,69,66,71,48,35,45,42,55,34,61,82,87,76,48,86,51,59,52,74,66,72,61,89,35,35,30,43,48,38,57,35,77,30,37,31,76,47,59,35,42,59,42,88,59,31,79,51,56,86,85,41,85,63,81,64,65,52,88,34,44,77,62,69,76,42,52,37,90,78,85,31,45,36,36,54,71,61,35,65,47,45,34,81,52,63,47,43,55,31,37,56,75,42,82,53,48,57,75,60,84,76,36,67,84,66,84,72,71,85,58,79,67,39,76,37,84,63,40,90,38,46,90,61,41,90,77,79,33,42,79,61,42,44,30,58,43,89,76,87,60,74,81,55,61,40
76,86,83,79,65,60,65,86,83,45,90,87,54,66,42,80,36,58,83,87,84,90,57,56,34,82,57,84,71,36,80,81,87,78,66,51,89,67,43,45,32,43,66,54,40,54,69,82,34,45,36,77,38,30,68,47,63,82,36,31,61,61,47,37,60,57,63,68,63,35,85,79,56,41,46,75,32,65,80,85,33,42,60,85,79,71,48,73,64,89,33,53,75,76,45,82,69,86,84,82,58,83,89,63,52,88,41,59,79,84,63,33,78,63,39,61,71,36,39,82,48,68,42,57,57,51,38,46,73,81,57,59,37,47,34,34,68,46,67,77,56,72,85,64,70,52,46,56,31,54,51,66,33,84,35,59,30,84,67,64,55,85,49,57,82,82,70,71,87,66,76,30,43,66,37,52,78,77,38,87,39,83,53,70,35,33,84,44,46,32
59,51,63,71,78,67,64,59,75,62,69,49,61,89,88,50,74,66,50,53,33,44,66,57,82,39,71,40,73,34,66,33,86,35,76,44,88,58,38,83,40,36,85,63,75,84,36,84,72,57,42,50,88,37,84,35,72,85,59,37,61,69,46,72,87,72,43,64,71,46,57,71,80,50,42,55,31,45,42,43,37,50,48,61,55,33,79,52,84,36,79,38,40,60,78,82,87,74,87,71,36,61,71,64,63,34,37,59,51,53,42,70,34,50,53,70,86,87,35,52,64,43,61,60,76,75,45,46,38,71,34,89,50,50,33,65,82,68,41,82,43,43,38,73,60,72,66,69,86,57,55,35,39,81,66,80,30,35,89,34,69,46,88,54,62,34,89,76,43,69,39,90,55,47,31,37,61,54,53,67,75,56,70,37,89,54,77,70,70,55
46,73,70,90,81,50,69,32,90,30,54,30,42,88,33,89,32,70,66,83,88,66,33,88,35,45,43,69,56,32,88,77,50,54,54,34,82,63,54,48,38,67,37,81,50,74,35,79,44,40,85,30,71,67,81,53,83,47,44,45,64,71,41,59,90,85,70,50,55,79,88,68,30,84,34,57,61,62,64,38,61,40,71,49,78,46,33,57,41,74,45,44,53,39,67,68,36,86,50,53,67,51,37,46,66,69,46,65,30,61,46,68,59,76,39,76,30,48,51,74,48,77,32,76,45,65,46,39,74,45,81,77,75,78,44,40,70,58,35,86,87,35,30,44,45,74,52,65,40,37,71,75,48,66,34,87,81,78,77,36,83,58,39,76,41,87,44,75,68,90,49,32,53,61,32,30,85,57,65,53,57,47,58,47,67,30,59,85,86,50
61,51,32,32,85,42,63,74,90,31,59,59,80,64,85,47,35,39,50,35,66,73,46,78,81,87,66,66,36,78,55,45,69,53,63,81,58,78,36,66,46,75,50,60,30,49,79,42,39,75,35,75,36,51,63,60,35,79,81,43,72,33,86,80,63,57,78,78,82,32,78,50,88,66,79,63,37,63,48,72,37,82,51,48,82,40,60,86,57,88,65,90,64,82,50,87,54,33,61,79,65,49,89,56,30,70,54,42,52,59,31,66,53,45,59,62,48,86,61,86,75,89,39,84,89,81,75,32,61,88,55,89,78,42,43,71,74,32,33,90,62,74,81,46,41,85,54,83,49,86,32,65,45,32,78,42,56,55,39,45,74,40,85,69,86,54,59,82,71,60,53,79,46,34,40,37,70,74,87,46,31,45,54,39,57,76,54,90,30,31
80,79,45,54,73,53,69,55,70,90,78,44,63,39,43,63,66,76,83,34,35,33,46,69,59,64,68,81,31,30,49,51,87,44,82,83,68,39,38,77,39,54,50,33,56,30,34,62,65,59,39,81,43,87,63,42,39,87,60,74,82,44,42,57,64,38,50,56,63,55,77,46,38,56,34,49,58,34,88,72,84,65,33,60,47,38,59,38,48,36,35,40,83,88,34,37,71,38,32,41,66,58,82,90,54,36,70,86,41,39,50,44,83,89,42,77,76,89,66,36,44,33,48,69,71,48,33,75,53,57,46,32,55,90,85,40,71,61,70,43,81,64,39,47,60,50,44,35,53,67,39,56,63,58,50,40,61,54,56,43,31,34,49,41,87,32,85,62,90,43,73,50,61,43,30,78,62,53,30,46,58,85,76,33,40,39,47,59,81,40
54,41,64,85,60,62,61,31,37,52,45,52,81,86,59,83,62,69,48,46,63,54,35,35,66,85,76,33,88,55,53,66,89,55,78,80,54,37,68,43,45,44,77,45,54,72,60,49,43,52,40,57,74,74,55,34,78,73,44,90,71,60,80,59,70,36,83,41,76,85,67,41,60,62,50,64,53,85,88,88,88,77,82,48,89,46,57,88,50,45,76,87,35,55,77,84,61,51,58,31,56,80,57,81,42,70,75,54,57,79,66,67,72,30,89,70,46,40,88,47,59,86,59,41,61,32,47,83,35,71,82,49,90,41,56,38,46,68,31,41,42,39,31,85,34,68,32,61,88,34,76,85,56,63,88,73,85,63,51,32,51,41,59,60,69,85,32,43,83,76,85,43,80,73,35,33,41,78,31,36,90,86,76,58,73,38,44,81,89,57
37,33,45,45,78,53,76,80,83,75,39,84,81,67,66,83,75,86,32,74,73,77,38,68,89,62,55,40,37,71,40,75,59,71,71,33,35,30,48,56,79,49,55,85,37,84,44,57,76,56,32,33,31,48,87,81,34,87,60,81,48,45,30,62,83,37,76,55,39,65,85,42,85,69,80,40,43,36,46,45,67,65,37,60,31,54,40,61,69,72,65,59,59,62,60,66,37,73,80,43,88,46,49,88,62,85,72,39,40,33,64,86,59,73,83,52,63,39,68,39,85,86,45,38,66,55,62,48,60,90,51,71,60,71,53,60,47,87,79,73,63,70,66,40,74,34,81,50,80,58,88,39,42,56,67,43,33,35,34,66,42,76,87,50,32,41,35,32,46,84,82,80,66,54,75,79,90,88,87,59,64,70,32,68,83,65,76,50,79,63
53,55,84,41,78,85,41,33,61,34,86,66,49,46,84,70,66,60,49,50,69,84,30,59,30,40,71,77,82,66,81,70,69,67,72,81,87,68,42,55,70,51,32,62,53,30,60,42,73,61,47,43,51,44,79,31,89,52,67,78,39,70,49,85,74,32,46,31,53,65,44,54,30,65,90,83,54,76,42,87,70,61,65,73,33,76,73,57,60,79,48,84,51,33,34,30,79,58,64,66,87,80,63,44,46,74,53,43,39,71,80,38,42,54,74,76,37,51,51,40,90,77,88,48,60,56,81,76,52,79,65,73,77,89,74,68,89,49,47,37,88,45,68,45,74,53,46,74,47,37,90,73,67,34,48,35,66,90,73,44,64,43,43,38,69,67,30,49,73,60,49,41,82,49,84,48,40,32,49,68,66,71,79,88,85,77,72,83,87,69
83,47,45,78,58,73,44,77,38,71,77,56,55,37,62,65,31,38,46,43,59,42,45,52,55,76,54,49,83,40,77,80,63,72,31,38,76,43,74,86,60,69,64,56,32,86,40,77,54,45,31,84,35,51,87,88,33,87,79,63,54,41,55,45,53,50,74,70,76,40,45,34,41,62,42,60,49,83,76,54,50,43,42,35,78,82,80,60,69,72,41,87,84,76,90,53,44,80,46,86,75,47,81,37,50,57,59,61,48,54,61,77,86,50,82,49,81,62,39,75,31,31,45,52,50,42,86,59,87,67,66,51,43,38,67,89,83,78,39,41,85,88,31,55,77,35,62,81,33,38,83,50,70,87,56,48,69,52,81,74,51,48,80,89,38,47,72,68,62,69,72,42,63,57,80,52,40,87,88,43,79,83,88,39,87,60,81,79,50,85
72,37,86,41,83,59,54,69,53,36,45,81,58,69,75,79,35,47,57,74,47,54,70,38,53,54,43,59,43,64,74,33,78,81,46,47,50,34,41,45,43,41,67,49,72,73,44,88,79,52,59,31,50,61,59,53,44,58,57,44,44,66,57,75,86,88,33,53,69,62,59,41,36,30,32,82,48,88,40,54,64,84,83,47,84,51,40,31,49,64,68,72,66,38,63,82,88,71,45,43,50,82,90,70,41,56,46,70,30,74,82,34,59,67,58,33,88,30,57,83,59,42,48,39,48,65,60,49,47,32,78,89,32,84,61,69,81,64,63,86,63,69,31,57,56,74,76,81,80,64,70,41,72,71,32,41,41,51,48,54,53,47,76,30,67,45,56,53,32,51,80,43,54,69,56,33,34,58,56,34,49,81,30,57,69,32,80,54,49,67
79,85,76,52,52,89,41,82,73,90,90,61,40,89,74,52,37,69,74,30,69,43,71,87,38,47,61,80,73,50,72,53,40,40,87,45,46,58,58,68,48,56,49,83,74,53,71,57,59,78,50,68,38,78,50,77,77,72,69,63,79,78,77,70,72,32,44,36,45,73,33,68,64,58,47,31,61,90,34,85,85,40,80,65,32,38,75,89,66,60,59,47,34,32,80,78,86,54,41,87,53,58,58,41,37,72,80,57,48,45,56,34,65,34,40,86,62,70,90,81,76,34,78,58,83,34,69,54,82,30,45,59,55,85,40,34,54,83,31,65,74,64,84,83,61,75,69,64,51,76,34,50,68,66,38,57,63,50,79,86,89,70,38,33,35,67,44,49,85,31,50,86,58,80,44,83,56,47,90,53,65,31,66,49,57,50,89,81,88,50
74,51,62,77,84,86,59,61,39,87,65,77,42,78,31,80,63,44,69,89,52,53,89,32,74,39,59,50,86,30,35,84,60,34,84,46,55,76,67,50,82,81,70,80,42,89,52,68,81,41,41,87,63,45,39,83,66,62,32,47,71,51,46,37,57,66,71,70,88,32,80,54,36,45,89,40,76,72,43,76,80,61,73,54,88,50,31,53,78,44,80,53,77,72,53,36,79,77,76,68,63,35,83,66,68,35,86,76,39,64,63,77,80,62,57,34,83,54,71,83,72,85,38,47,86,48,54,45,52,71,58,63,41,63,56,70,35,72,65,55,78,61,82,37,79,66,55,75,50,55,77,33,87,53,61,70,90,77,62,42,38,59,69,42,49,55,37,67,81,42,34,36,76,45,57,44,71,61,68,63,89,44,39,76,71,73,65,52,45,90
